protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
smart-calm-static,9,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.796732,0.089837,1.566766,6.288809,7.855575,7.855575,3.95648,2.287744,484,2211,2695,0.179592,1810,0.671614,251,0,49,2,1,1,0,1,0,0,0.794877,0.963636,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
smart-calm-no-fallback,9,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.610955,0.080548,1.424333,5.736215,7.160548,0.0,0.0,0.0,296,2154,2450,0.120816,1914,0.781224,227,0,49,1,1,0,0,1,0,0,0.799877,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
smart-calm-no-confidence,9,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.682891,0.084145,1.452819,5.856026,7.308845,0.0,0.0,0.0,328,2171,2499,0.131253,1914,0.765906,227,0,49,1,1,0,0,1,1,0,0.799877,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
meshtastic-like,10,20.0,1,1,0,0.0,1.0,0.0,0.0,0.071936,0.0,0.071936,0.0,1,0,0,6,5,1,1,0.431616,0.431616,0.021581,0.17092,0.718861,0.889781,0.0,0.0,0.071936,183,111,294,0.622449,0,0.0,98,45,0,0,0,0,0,0,0,0,0.0,0.166667,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
meshcore-like,10,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.556629,0.077831,1.424333,5.745996,7.170329,0.0,0.0,0.0,318,2132,2450,0.129796,1859,0.758776,220,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
calm-mesh,10,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.722946,0.086147,1.424333,5.760667,7.184999,0.0,0.0,0.0,354,2096,2450,0.14449,1794,0.732245,282,0,49,1,1,0,0,1,0,0,0.769964,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm,10,20.0,1,1,0,1.0,1.0,0.0,15.143872,15.071936,15.143872,15.071936,15.143872,1,1,0,54,1,53,1,3.884544,1.847195,0.09236,1.538279,6.222791,7.761071,7.761071,3.884544,15.071936,443,2203,2646,0.167423,1885,0.712396,284,0,49,3,1,0,0,1,1,0,0.76,0.981481,1,1,0.642923,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.061224489795918366,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm-static,10,20.0,1,1,0,0.0,1.0,0.0,0.0,15.071936,0.0,15.071936,0.0,1,0,0,63,12,51,1,4.531968,2.234799,0.11174,1.794659,7.257071,9.05173,0.0,0.0,15.071936,507,2580,3087,0.164237,2181,0.706511,353,25,49,1,1,0,0,1,12,0,0.769964,0.809524,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm-no-fallback,10,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,0,52,0,3.740672,1.703323,0.085166,1.481306,5.983171,7.464477,0.0,0.0,0.0,379,2169,2548,0.148744,1885,0.739796,284,0,49,3,1,0,0,1,0,0,0.76,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.061224489795918366,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm-no-confidence,10,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.775259,0.088763,1.452819,5.880477,7.333296,0.0,0.0,0.0,400,2099,2499,0.160064,1808,0.723489,294,0,49,1,1,0,0,1,1,0,0.663305,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
meshtastic-like,11,20.0,1,1,0,1.0,1.0,0.0,0.143872,0.071936,0.143872,0.071936,0.143872,1,1,0,14,13,1,1,1.007104,0.726691,0.036335,0.398813,1.657781,2.056594,2.056594,1.007104,0.071936,251,435,686,0.365889,315,0.459184,164,45,0,0,0,0,0,0,0,0,0.0,0.071429,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0003117574371283592,0.08584297880584604,0.9656063426492666,0.9999038583350187,0.9999999993523613,0.5706122448979591,0.3379591836734694
meshcore-like,11,20.0,1,1,0,1.0,1.0,0.0,0.287744,0.215808,0.287744,0.215808,0.287744,1,1,0,52,1,51,1,3.740672,1.814824,0.090741,1.481306,6.007622,7.488928,7.488928,3.740672,0.215808,389,2159,2548,0.152669,1894,0.743328,227,0,49,1,1,1,0,1,0,0,0.0,0.980769,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,0,1.0,0.02040816326530612,1.0,0.0003117574371283592,0.08584297880584604,0.9656063426492666,0.9999038583350187,0.9999999993523613,0.5706122448979591,0.3379591836734694
calm-mesh,11,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.873131,0.093657,1.566766,6.362162,7.928928,7.928928,3.95648,2.287744,401,2294,2695,0.148794,2050,0.760668,208,0,49,2,1,1,0,1,0,0,0.795,0.963636,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0003117574371283592,0.08584297880584604,0.9656063426492666,0.9999038583350187,0.9999999993523613,0.5706122448979591,0.3379591836734694
smart-calm,11,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,56,3,53,2,4.028416,1.96382,0.098191,1.595253,6.472192,8.067445,8.067445,4.028416,15.143872,464,2280,2744,0.169096,1926,0.701895,236,0,49,2,1,1,0,1,0,0,0.799607,0.946429,1,1,0.678245,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0003117574371283592,0.08584297880584604,0.9656063426492666,0.9999038583350187,0.9999999993523613,0.5706122448979591,0.3379591836734694
smart-calm-static,11,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.873131,0.093657,1.566766,6.362162,7.928928,7.928928,3.95648,2.287744,401,2294,2695,0.148794,2050,0.760668,208,0,49,2,1,1,0,1,0,0,0.795,0.963636,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0003117574371283592,0.08584297880584604,0.9656063426492666,0.9999038583350187,0.9999999993523613,0.5706122448979591,0.3379591836734694
smart-calm-no-fallback,11,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,56,3,53,2,4.028416,1.96382,0.098191,1.595253,6.472192,8.067445,8.067445,4.028416,15.143872,464,2280,2744,0.169096,1926,0.701895,236,0,49,2,1,1,0,1,0,0,0.799607,0.946429,1,1,0.678245,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0003117574371283592,0.08584297880584604,0.9656063426492666,0.9999038583350187,0.9999999993523613,0.5706122448979591,0.3379591836734694
smart-calm-no-confidence,11,20.0,1,1,0,1.0,1.0,0.0,15.143872,15.071936,15.143872,15.071936,15.143872,1,1,0,52,1,51,1,3.740672,1.819028,0.090951,1.481306,6.012512,7.493818,7.493818,3.740672,15.071936,384,2164,2548,0.150706,1867,0.732732,238,0,49,1,1,0,0,1,1,0,0.778848,0.980769,1,1,0.64443,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003117574371283592,0.08584297880584604,0.9656063426492666,0.9999038583350187,0.9999999993523613,0.5706122448979591,0.3379591836734694
meshtastic-like,12,20.0,1,1,0,1.0,1.0,0.0,1.280685,1.136813,1.280685,1.136813,1.280685,1,1,0,12,10,2,2,0.863232,0.717464,0.035873,0.34184,1.423051,1.764891,1.764891,0.863232,1.136813,299,289,588,0.508503,165,0.280612,175,46,0,0,0,0,0,0,0,0,0.0,0.166667,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.00044296431450488693,0.2533694635611112,0.9821479058044528,0.9999723820984073,0.9999999997338276,0.5216326530612245,0.2987755102040816
meshcore-like,12,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.708248,0.085412,1.424333,5.772892,7.197225,0.0,0.0,0.0,376,2074,2450,0.153469,1835,0.74898,307,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00044296431450488693,0.2533694635611112,0.9821479058044528,0.9999723820984073,0.9999999997338276,0.5216326530612245,0.2987755102040816
calm-mesh,12,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.662306,0.083115,1.424333,5.772892,7.197225,0.0,0.0,0.0,344,2106,2450,0.140408,1850,0.755102,264,0,49,1,1,0,0,1,0,0,0.794998,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00044296431450488693,0.2533694635611112,0.9821479058044528,0.9999723820984073,0.9999999997338276,0.5216326530612245,0.2987755102040816
smart-calm,12,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.461688,0.073084,1.452819,5.812014,7.264833,0.0,0.0,0.0,289,2210,2499,0.115646,1861,0.744698,198,0,49,1,1,0,0,1,1,0,0.799998,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00044296431450488693,0.2533694635611112,0.9821479058044528,0.9999723820984073,0.9999999997338276,0.5216326530612245,0.2987755102040816
smart-calm-static,12,20.0,1,1,0,1.0,1.0,0.0,16.472678,16.328806,16.472678,16.328806,16.472678,1,1,0,63,11,52,2,4.531968,2.286209,0.11431,1.794659,7.296192,9.090852,9.090852,4.531968,16.328806,528,2559,3087,0.17104,2214,0.717201,330,21,49,1,1,0,0,1,11,0,0.794998,0.825397,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00044296431450488693,0.2533694635611112,0.9821479058044528,0.9999723820984073,0.9999999997338276,0.5216326530612245,0.2987755102040816
smart-calm-no-fallback,12,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.389752,0.069488,1.424333,5.692204,7.116536,0.0,0.0,0.0,265,2185,2450,0.108163,1861,0.759592,198,0,49,1,1,0,0,1,0,0,0.799998,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00044296431450488693,0.2533694635611112,0.9821479058044528,0.9999723820984073,0.9999999997338276,0.5216326530612245,0.2987755102040816
smart-calm-no-confidence,12,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.461688,0.073084,1.452819,5.812014,7.264833,0.0,0.0,0.0,289,2210,2499,0.115646,1861,0.744698,198,0,49,1,1,0,0,1,1,0,0.799998,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00044296431450488693,0.2533694635611112,0.9821479058044528,0.9999723820984073,0.9999999997338276,0.5216326530612245,0.2987755102040816
meshtastic-like,13,20.0,1,1,0,0.0,1.0,0.0,0.0,0.952103,0.0,0.952103,0.0,1,0,0,21,19,2,2,1.510656,0.969354,0.048468,0.59822,2.45733,3.05555,0.0,0.0,0.952103,236,793,1029,0.229349,641,0.622935,170,46,0,0,0,0,0,0,0,0,0.0,0.095238,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0008065132249337808,0.33120730830270134,0.9918401631046033,0.9999848666091657,0.9999999998992732,0.4906122448979592,0.28408163265306124
meshcore-like,13,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.482359,0.074118,1.424333,5.689758,7.114091,0.0,0.0,0.0,257,2193,2450,0.104898,1842,0.751837,200,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0008065132249337808,0.33120730830270134,0.9918401631046033,0.9999848666091657,0.9999999998992732,0.4906122448979592,0.28408163265306124
calm-mesh,13,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.889927,0.094496,1.566766,6.293699,7.860465,7.860465,3.95648,2.287744,441,2254,2695,0.163636,1860,0.690167,192,0,49,2,1,1,0,1,0,0,0.955,0.963636,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0008065132249337808,0.33120730830270134,0.9918401631046033,0.9999848666091657,0.9999999998992732,0.4906122448979592,0.28408163265306124
smart-calm,13,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.476015,0.073801,1.452819,5.785118,7.237937,0.0,0.0,0.0,233,2266,2499,0.093237,1945,0.778311,142,0,49,1,1,0,0,1,1,0,0.916885,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0008065132249337808,0.33120730830270134,0.9918401631046033,0.9999848666091657,0.9999999998992732,0.4906122448979592,0.28408163265306124
smart-calm-static,13,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.889927,0.094496,1.566766,6.293699,7.860465,7.860465,3.95648,2.287744,441,2254,2695,0.163636,1860,0.690167,192,0,49,2,1,1,0,1,0,0,0.955,0.963636,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0008065132249337808,0.33120730830270134,0.9918401631046033,0.9999848666091657,0.9999999998992732,0.4906122448979592,0.28408163265306124
smart-calm-no-fallback,13,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.404079,0.070204,1.424333,5.665307,7.08964,0.0,0.0,0.0,205,2245,2450,0.083673,1945,0.793878,142,0,49,1,1,0,0,1,0,0,0.916885,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0008065132249337808,0.33120730830270134,0.9918401631046033,0.9999848666091657,0.9999999998992732,0.4906122448979592,0.28408163265306124
smart-calm-no-confidence,13,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.476015,0.073801,1.481306,5.892702,7.374008,0.0,0.0,0.0,238,2310,2548,0.093407,1982,0.777865,144,0,49,2,1,0,0,1,1,0,0.262935,0.980769,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.0008065132249337808,0.33120730830270134,0.9918401631046033,0.9999848666091657,0.9999999998992732,0.4906122448979592,0.28408163265306124
meshtastic-like,14,20.0,1,1,0,0.0,1.0,0.0,0.0,1.017583,0.0,1.017583,0.0,1,0,0,16,15,1,1,1.150976,0.601368,0.030068,0.455786,1.853389,2.309176,0.0,0.0,1.017583,169,615,784,0.215561,538,0.686224,113,46,0,0,0,0,0,0,0,0,0.0,0.0625,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0015201467782250244,0.47633529303278593,0.9963377958485646,0.9999953384299968,0.9999999999548623,0.45224489795918366,0.25387755102040815
meshcore-like,14,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,0,51,0,3.668736,1.056057,0.052803,1.452819,5.606625,7.059444,0.0,0.0,0.0,191,2308,2499,0.076431,1867,0.747099,134,0,49,2,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.0015201467782250244,0.47633529303278593,0.9963377958485646,0.9999953384299968,0.9999999999548623,0.45224489795918366,0.25387755102040815
calm-mesh,14,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.576324,0.078816,1.566766,6.159219,7.725985,7.725985,3.95648,2.287744,396,2299,2695,0.146939,1813,0.672727,174,0,49,2,1,1,0,1,0,0,0.795,0.963636,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0015201467782250244,0.47633529303278593,0.9963377958485646,0.9999953384299968,0.9999999999548623,0.45224489795918366,0.25387755102040815
smart-calm,14,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,56,3,53,2,4.028416,1.640195,0.08201,1.595253,6.301035,7.896287,7.896287,4.028416,15.143872,494,2250,2744,0.180029,1726,0.629009,221,0,49,2,1,1,0,1,0,0,0.799607,0.946429,1,1,0.678245,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0015201467782250244,0.47633529303278593,0.9963377958485646,0.9999953384299968,0.9999999999548623,0.45224489795918366,0.25387755102040815
smart-calm-static,14,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.576324,0.078816,1.566766,6.159219,7.725985,7.725985,3.95648,2.287744,396,2299,2695,0.146939,1813,0.672727,174,0,49,2,1,1,0,1,0,0,0.795,0.963636,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0015201467782250244,0.47633529303278593,0.9963377958485646,0.9999953384299968,0.9999999999548623,0.45224489795918366,0.25387755102040815
smart-calm-no-fallback,14,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,56,3,53,2,4.028416,1.640195,0.08201,1.595253,6.301035,7.896287,7.896287,4.028416,15.143872,494,2250,2744,0.180029,1726,0.629009,221,0,49,2,1,1,0,1,0,0,0.799607,0.946429,1,1,0.678245,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0015201467782250244,0.47633529303278593,0.9963377958485646,0.9999953384299968,0.9999999999548623,0.45224489795918366,0.25387755102040815
smart-calm-no-confidence,14,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,56,3,53,2,4.028416,1.640195,0.08201,1.595253,6.301035,7.896287,7.896287,4.028416,15.143872,498,2246,2744,0.181487,1726,0.629009,221,0,49,2,1,1,0,1,0,0,0.799604,0.946429,1,1,0.678245,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0015201467782250244,0.47633529303278593,0.9963377958485646,0.9999953384299968,0.9999999999548623,0.45224489795918366,0.25387755102040815
meshtastic-like,15,20.0,1,1,0,0.0,1.0,0.0,0.0,0.071936,0.0,0.071936,0.0,1,0,0,8,7,1,1,0.575488,0.489971,0.024499,0.227893,0.953591,1.181484,0.0,0.0,0.071936,180,212,392,0.459184,136,0.346939,101,46,0,0,0,0,0,0,0,0,0.0,0.125,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.00019069850215625313,0.1337254112882128,0.9748289787270991,0.9999592968759288,0.9999999999127114,0.5338775510204081,0.3346938775510204
meshcore-like,15,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.506506,0.075325,1.424333,5.684868,7.109201,0.0,0.0,0.0,329,2121,2450,0.134286,1759,0.717959,240,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00019069850215625313,0.1337254112882128,0.9748289787270991,0.9999592968759288,0.9999999999127114,0.5338775510204081,0.3346938775510204
