protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
calm-mesh,15,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.729226,0.086461,1.566766,6.288809,7.855575,7.855575,3.95648,2.287744,416,2279,2695,0.15436,1892,0.702041,184,0,49,2,1,1,0,1,0,0,0.795,0.963636,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.00019069850215625313,0.1337254112882128,0.9748289787270991,0.9999592968759288,0.9999999999127114,0.5338775510204081,0.3346938775510204
smart-calm,15,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,56,3,53,2,4.028416,1.633612,0.081681,1.595253,6.31815,7.913403,7.913403,4.028416,15.143872,401,2343,2744,0.146137,1896,0.690962,191,0,49,2,1,1,0,1,0,0,0.799607,0.946429,1,1,0.678245,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.00019069850215625313,0.1337254112882128,0.9748289787270991,0.9999592968759288,0.9999999999127114,0.5338775510204081,0.3346938775510204
smart-calm-static,15,20.0,1,1,0,1.0,1.0,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,55,2,53,2,3.95648,1.729226,0.086461,1.566766,6.288809,7.855575,7.855575,3.95648,2.287744,416,2279,2695,0.15436,1892,0.702041,184,0,49,2,1,1,0,1,0,0,0.795,0.963636,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.00019069850215625313,0.1337254112882128,0.9748289787270991,0.9999592968759288,0.9999999999127114,0.5338775510204081,0.3346938775510204
smart-calm-no-fallback,15,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,56,3,53,2,4.028416,1.633612,0.081681,1.595253,6.31815,7.913403,7.913403,4.028416,15.143872,401,2343,2744,0.146137,1896,0.690962,191,0,49,2,1,1,0,1,0,0,0.799607,0.946429,1,1,0.678245,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.00019069850215625313,0.1337254112882128,0.9748289787270991,0.9999592968759288,0.9999999999127114,0.5338775510204081,0.3346938775510204
smart-calm-no-confidence,15,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.407058,0.070353,1.452819,5.72888,7.1817,0.0,0.0,0.0,320,2179,2499,0.128051,1786,0.714686,216,0,49,1,1,0,0,1,1,0,0.342236,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00019069850215625313,0.1337254112882128,0.9748289787270991,0.9999592968759288,0.9999999999127114,0.5338775510204081,0.3346938775510204
meshtastic-like,16,20.0,1,1,0,0.0,1.0,0.0,0.0,1.684002,0.0,1.684002,0.0,1,0,0,8,6,2,2,0.575488,0.575488,0.028774,0.227893,0.958481,1.186374,0.0,0.0,1.684002,267,125,392,0.681122,0,0.0,137,46,0,0,0,0,0,0,0,0,0.0,0.25,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0009950993105435888,0.41659371123782757,0.9939079565385994,0.9999906225553371,0.9999999996576796,0.4857142857142857,0.26285714285714284
meshcore-like,16,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.648096,0.082405,1.424333,5.765557,7.18989,0.0,0.0,0.0,317,2133,2450,0.129388,1874,0.764898,243,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0009950993105435888,0.41659371123782757,0.9939079565385994,0.9999906225553371,0.9999999996576796,0.4857142857142857,0.26285714285714284
calm-mesh,16,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53,2,51,0,3.812608,1.702822,0.085141,1.509793,6.090756,7.600548,0.0,0.0,0.0,335,2262,2597,0.128995,1950,0.750866,173,0,49,2,1,1,0,1,0,0,0.79487,0.962264,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0009950993105435888,0.41659371123782757,0.9939079565385994,0.9999906225553371,0.9999999996576796,0.4857142857142857,0.26285714285714284
smart-calm,16,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.48534,0.074267,1.452819,5.809569,7.262388,0.0,0.0,0.0,249,2250,2499,0.09964,1914,0.765906,166,0,49,1,1,0,0,1,1,0,0.96,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0009950993105435888,0.41659371123782757,0.9939079565385994,0.9999906225553371,0.9999999996576796,0.4857142857142857,0.26285714285714284
smart-calm-static,16,20.0,1,1,0,1.0,1.0,0.0,15.287744,15.143872,15.287744,15.143872,15.287744,1,1,0,57,4,53,2,4.100352,1.990566,0.099528,1.623739,6.569996,8.193736,8.193736,4.100352,15.143872,464,2329,2793,0.16613,1950,0.698174,173,0,49,2,1,1,0,1,0,0,0.794155,0.929825,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.04081632653061224,2.0,0.0009950993105435888,0.41659371123782757,0.9939079565385994,0.9999906225553371,0.9999999996576796,0.4857142857142857,0.26285714285714284
smart-calm-no-fallback,16,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.413404,0.07067,1.424333,5.689758,7.114091,0.0,0.0,0.0,228,2222,2450,0.093061,1914,0.781224,166,0,49,1,1,0,0,1,0,0,0.96,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0009950993105435888,0.41659371123782757,0.9939079565385994,0.9999906225553371,0.9999999996576796,0.4857142857142857,0.26285714285714284
smart-calm-no-confidence,16,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.48534,0.074267,1.452819,5.809569,7.262388,0.0,0.0,0.0,249,2250,2499,0.09964,1914,0.765906,166,0,49,1,1,0,0,1,1,0,0.96,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0009950993105435888,0.41659371123782757,0.9939079565385994,0.9999906225553371,0.9999999996576796,0.4857142857142857,0.26285714285714284
meshtastic-like,17,20.0,1,1,0,1.0,1.0,0.0,1.519492,1.37562,1.519492,1.37562,1.519492,1,1,0,8,6,2,2,0.575488,0.575488,0.028774,0.227893,0.958481,1.186374,1.186374,0.575488,1.37562,273,119,392,0.696429,0,0.0,155,47,0,0,0,0,0,0,0,0,0.0,0.25,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0003236086309876778,0.31538294807775696,0.9933257150261082,0.9999885827912371,0.9999999999140218,0.4751020408163265,0.2783673469387755
meshcore-like,17,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.883469,0.094173,1.424333,5.804678,7.229011,0.0,0.0,0.0,286,2164,2450,0.116735,1962,0.800816,220,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003236086309876778,0.31538294807775696,0.9933257150261082,0.9999885827912371,0.9999999999140218,0.4751020408163265,0.2783673469387755
calm-mesh,17,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54,2,52,0,3.884544,1.681007,0.08405,1.538279,6.176334,7.714614,0.0,0.0,0.0,348,2298,2646,0.131519,1959,0.740363,173,0,49,3,1,1,0,1,0,0,0.767877,0.962963,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.061224489795918366,3.0,0.0003236086309876778,0.31538294807775696,0.9933257150261082,0.9999885827912371,0.9999999999140218,0.4751020408163265,0.2783673469387755
smart-calm,17,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.734912,0.086746,1.452819,5.897592,7.350412,0.0,0.0,0.0,333,2166,2499,0.133253,1923,0.769508,246,0,49,1,1,0,0,1,1,0,0.705899,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003236086309876778,0.31538294807775696,0.9933257150261082,0.9999885827912371,0.9999999999140218,0.4751020408163265,0.2783673469387755
smart-calm-static,17,20.0,1,1,0,1.0,1.0,0.0,15.431616,15.215808,15.431616,15.215808,15.431616,1,1,0,60,5,55,3,4.31616,2.112623,0.105631,1.709199,6.895195,8.604394,8.604394,4.31616,15.215808,535,2405,2940,0.181973,1959,0.666327,173,0,49,3,1,1,0,1,0,0,0.767167,0.916667,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.061224489795918366,3.0,0.0003236086309876778,0.31538294807775696,0.9933257150261082,0.9999885827912371,0.9999999999140218,0.4751020408163265,0.2783673469387755
smart-calm-no-fallback,17,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.662976,0.083149,1.424333,5.777782,7.202115,0.0,0.0,0.0,312,2138,2450,0.127347,1923,0.784898,246,0,49,1,1,0,0,1,0,0,0.705899,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003236086309876778,0.31538294807775696,0.9933257150261082,0.9999885827912371,0.9999999999140218,0.4751020408163265,0.2783673469387755
smart-calm-no-confidence,17,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.734912,0.086746,1.452819,5.897592,7.350412,0.0,0.0,0.0,333,2166,2499,0.133253,1923,0.769508,246,0,49,1,1,0,0,1,1,0,0.705899,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0003236086309876778,0.31538294807775696,0.9933257150261082,0.9999885827912371,0.9999999999140218,0.4751020408163265,0.2783673469387755
meshtastic-like,18,20.0,1,1,0,1.0,1.0,0.0,2.347354,2.131546,2.347354,2.131546,2.347354,1,1,0,23,20,3,3,1.654528,1.005068,0.050253,0.655193,2.667609,3.322802,3.322802,1.654528,2.131546,316,811,1127,0.28039,636,0.56433,155,46,0,0,0,0,0,0,0,0,0.0,0.130435,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.00162249792780075,0.6103645297959007,0.9951541879886958,0.9999933441505365,0.9999999999290448,0.46040816326530615,0.22693877551020408
meshcore-like,18,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.181447,0.059072,1.424333,5.547942,6.972275,0.0,0.0,0.0,236,2214,2450,0.096327,1814,0.740408,168,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00162249792780075,0.6103645297959007,0.9951541879886958,0.9999933441505365,0.9999999999290448,0.46040816326530615,0.22693877551020408
calm-mesh,18,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54,2,52,0,3.884544,1.408662,0.070433,1.538279,6.019848,7.558127,0.0,0.0,0.0,406,2240,2646,0.153439,1768,0.668178,175,0,49,3,1,1,0,1,0,0,0.816926,0.962963,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.061224489795918366,3.0,0.00162249792780075,0.6103645297959007,0.9951541879886958,0.9999933441505365,0.9999999999290448,0.46040816326530615,0.22693877551020408
smart-calm,18,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.166207,0.05831,1.452819,5.648192,7.101011,0.0,0.0,0.0,219,2280,2499,0.087635,1855,0.742297,112,0,49,1,1,0,0,1,1,0,0.742032,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00162249792780075,0.6103645297959007,0.9951541879886958,0.9999933441505365,0.9999999999290448,0.46040816326530615,0.22693877551020408
smart-calm-static,18,20.0,1,1,0,1.0,1.0,0.0,15.431616,15.215808,15.431616,15.215808,15.431616,1,1,0,60,5,55,3,4.31616,1.840278,0.092014,1.709199,6.738708,8.447908,8.447908,4.31616,15.215808,630,2310,2940,0.214286,1768,0.601361,175,0,49,3,1,1,0,1,0,0,0.816216,0.916667,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.061224489795918366,3.0,0.00162249792780075,0.6103645297959007,0.9951541879886958,0.9999933441505365,0.9999999999290448,0.46040816326530615,0.22693877551020408
smart-calm-no-fallback,18,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.094271,0.054714,1.424333,5.528382,6.952714,0.0,0.0,0.0,178,2272,2450,0.072653,1855,0.757143,112,0,49,1,1,0,0,1,0,0,0.742032,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00162249792780075,0.6103645297959007,0.9951541879886958,0.9999933441505365,0.9999999999290448,0.46040816326530615,0.22693877551020408
smart-calm-no-confidence,18,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.166207,0.05831,1.452819,5.648192,7.101011,0.0,0.0,0.0,219,2280,2499,0.087635,1855,0.742297,112,0,49,1,1,0,0,1,1,0,0.742032,0.980392,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.00162249792780075,0.6103645297959007,0.9951541879886958,0.9999933441505365,0.9999999999290448,0.46040816326530615,0.22693877551020408
meshtastic-like,19,20.0,1,1,0,0.0,1.0,0.0,0.0,1.284222,0.0,1.284222,0.0,1,0,0,14,12,2,2,1.007104,0.731653,0.036583,0.398813,1.657781,2.056594,0.0,0.0,1.284222,230,456,686,0.335277,386,0.562682,145,47,0,0,0,0,0,0,0,0,0.0,0.142857,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.0010335037404364687,0.2968197157015867,0.9872075339937633,0.9999683815105762,0.9999999997740185,0.5085714285714286,0.3020408163265306
meshcore-like,19,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.44159,0.072079,1.424333,5.631076,7.055409,0.0,0.0,0.0,259,2191,2450,0.105714,1834,0.748571,195,0,49,1,1,0,0,1,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0010335037404364687,0.2968197157015867,0.9872075339937633,0.9999683815105762,0.9999999997740185,0.5085714285714286,0.3020408163265306
calm-mesh,19,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.437548,0.071877,1.424333,5.653082,7.077415,0.0,0.0,0.0,270,2180,2450,0.110204,1828,0.746122,195,0,49,1,1,0,0,1,0,0,0.794761,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0010335037404364687,0.2968197157015867,0.9872075339937633,0.9999683815105762,0.9999999997740185,0.5085714285714286,0.3020408163265306
smart-calm,19,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.422849,0.071142,1.481306,5.887812,7.369118,0.0,0.0,0.0,246,2302,2548,0.096546,1995,0.782967,134,0,49,2,1,0,0,1,1,0,0.799999,0.980769,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.0010335037404364687,0.2968197157015867,0.9872075339937633,0.9999683815105762,0.9999999997740185,0.5085714285714286,0.3020408163265306
smart-calm-static,19,20.0,1,1,0,0.0,1.0,0.0,0.0,15.807521,0.0,15.807521,0.0,1,0,0,71,20,51,1,5.107456,1.993207,0.09966,2.022553,8.017498,10.040051,0.0,0.0,15.807521,387,3092,3479,0.111239,2603,0.748204,259,30,49,1,1,0,0,1,20,0,0.794761,0.71831,0,0,0.0,1,0,1,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.0010335037404364687,0.2968197157015867,0.9872075339937633,0.9999683815105762,0.9999999997740185,0.5085714285714286,0.3020408163265306
smart-calm-no-fallback,19,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,0,51,0,3.668736,1.350913,0.067546,1.452819,5.768002,7.220821,0.0,0.0,0.0,210,2289,2499,0.084034,1995,0.798319,134,0,49,2,1,0,0,1,0,0,0.799999,1.0,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.0010335037404364687,0.2968197157015867,0.9872075339937633,0.9999683815105762,0.9999999997740185,0.5085714285714286,0.3020408163265306
smart-calm-no-confidence,19,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,1,51,0,3.740672,1.422849,0.071142,1.481306,5.887812,7.369118,0.0,0.0,0.0,246,2302,2548,0.096546,1994,0.782575,134,0,49,2,1,0,0,1,1,0,0.585926,0.980769,1,0,0.0,0,1,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.0010335037404364687,0.2968197157015867,0.9872075339937633,0.9999683815105762,0.9999999997740185,0.5085714285714286,0.3020408163265306
meshtastic-like,20,20.0,2,2,0,0.5,1.0,0.0,1.378613,1.161742,1.378613,1.227441,1.378613,2,1,0,26,23,3,3,1.870336,1.561515,0.078076,0.740653,3.080832,3.821485,3.821485,1.870336,1.161742,436,838,1274,0.342229,541,0.424647,274,89,0,0,0,0,0,0,0,0,0.0,0.115385,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.0,0.0,0.000325725236153966,0.27942299048434954,0.9845472732108489,0.9999661595007157,0.9999999999801213,0.52,0.30122448979591837
meshcore-like,20,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,0,51,0,3.668736,1.541087,0.077054,1.452819,5.83891,7.291729,0.0,0.0,0.0,265,2234,2499,0.106042,1981,0.792717,183,0,49,2,1,0,0,2,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.04081632653061224,0.0,0.000325725236153966,0.27942299048434954,0.9845472732108489,0.9999661595007157,0.9999999999801213,0.52,0.30122448979591837
calm-mesh,20,20.0,2,2,0,0.5,0.5,0.0,0.575488,0.287744,0.575488,0.287744,0.575488,1,1,0,62,5,57,4,4.460032,2.296579,0.114829,1.766173,7.161711,8.927884,8.927884,4.460032,0.287744,653,2385,3038,0.214944,1939,0.638249,210,0,49,4,1,1,1,1,0,0,0.66941,0.919355,0,0,0.0,-1,0,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.08163265306122448,4.0,0.000325725236153966,0.27942299048434954,0.9845472732108489,0.9999661595007157,0.9999999999801213,0.52,0.30122448979591837
smart-calm,20,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.648744,0.082437,1.452819,5.856026,7.308845,0.0,0.0,0.0,347,2152,2499,0.138856,1847,0.739096,249,0,49,1,1,0,0,2,1,0,0.76,0.980392,1,0,0.0,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.000325725236153966,0.27942299048434954,0.9845472732108489,0.9999661595007157,0.9999999999801213,0.52,0.30122448979591837
smart-calm-static,20,20.0,2,2,0,1.0,1.0,0.0,8.075488,7.787744,8.075488,14.537744,14.825488,2,2,0,70,9,61,8,5.03552,2.872067,0.143603,1.994066,8.120193,10.114258,5.057129,2.51776,7.787744,935,2495,3430,0.272595,1939,0.565306,210,0,49,4,1,1,1,1,0,0,0.669025,0.871429,0,0,0.0,1,0,2,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,1,1,1.0,0.08163265306122448,4.0,0.000325725236153966,0.27942299048434954,0.9845472732108489,0.9999661595007157,0.9999999999801213,0.52,0.30122448979591837
smart-calm-no-fallback,20,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50,0,50,0,3.5968,1.576808,0.07884,1.424333,5.736215,7.160548,0.0,0.0,0.0,322,2128,2450,0.131429,1847,0.753878,249,0,49,1,1,0,0,2,0,0,0.76,1.0,1,0,0.0,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.000325725236153966,0.27942299048434954,0.9845472732108489,0.9999661595007157,0.9999999999801213,0.52,0.30122448979591837
smart-calm-no-confidence,20,20.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51,1,50,0,3.668736,1.648744,0.082437,1.452819,5.856026,7.308845,0.0,0.0,0.0,347,2152,2499,0.138856,1847,0.739096,249,0,49,1,1,0,0,2,1,0,0.76,0.980392,1,0,0.0,0,2,0,0,sf7_15km_connected90_singleflow,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,1,2.0,1,0,0,0.0,0.02040816326530612,0.0,0.000325725236153966,0.27942299048434954,0.9845472732108489,0.9999661595007157,0.9999999999801213,0.52,0.30122448979591837
