protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,pair_schedule,matched_rreq_timing,discovery_record_count,discovery_candidate_path_total,discovery_multi_candidate_count,discovery_candidate_fingerprints_json,discovery_records_json,scheduled_unicast_flows,scheduled_broadcast_flows,scheduled_distinct_unicast_pairs,observed_distinct_unicast_pairs,scheduled_rate_per_min,scheduled_trace_sha256,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
minhop-mesh,22,600.0,35,35,0,0.571429,0.571429,0.0,0.462566,0.336678,0.462566,2.151066,2.226598,20,20,0,278,41,237,35,19.998208,10.273522,0.017123,7.91929,31.598087,39.517378,1.975869,0.99991,0.336678,4522,9100,13622,0.331963,7138,0.524005,867,0,196,6,4,3,23,12,0,0,0.815238,0.852518,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[2,38,1],""candidate_count"":9,""sha256"":""4d84030a017c82d88643d52a125f1d963772e39c149015fb02a276b1c5bd64a5""},{""key"":[8,45,3],""candidate_count"":4,""sha256"":""dc32c65bf2efd4c55b00aca6bb6d344d55e5b8767be3e7093f8cef6bde059d64""},{""key"":[17,10,2],""candidate_count"":5,""sha256"":""65dfd37f3fbea941daf03315a020c4472ea1bf9a6dce146c7e55f54ad015d69c""},{""key"":[22,11,4],""candidate_count"":5,""sha256"":""e2924b6a0d811d9f0283db754385cc5b6b52fdf83aab2d389255938b910ca446""}]","[{""key"":[2,38,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[2,1,38],[2,1,45,38],[2,3,38],[2,3,44,38],[2,5,38],[2,6,34,38],[2,37,38],[2,38],[2,48,38]],""selected_path"":[2,38]},{""key"":[8,45,3],""started_at"":55.41847420095762,""closed_at"":57.41847420095762,""candidate_paths"":[[8,2,18,45],[8,31,45],[8,37,34,45],[8,39,45]],""selected_path"":[8,31,45]},{""key"":[17,10,2],""started_at"":29.445778943165372,""closed_at"":31.445778943165372,""candidate_paths"":[[17,3,10],[17,7,10],[17,12,32,10],[17,31,30,10],[17,36,10]],""selected_path"":[17,3,10]},{""key"":[22,11,4],""started_at"":95.63282080850882,""closed_at"":97.63282080850882,""candidate_paths"":[[22,9,10,11],[22,9,11],[22,12,30,11],[22,28,11],[22,36,7,11]],""selected_path"":[22,9,11]}]",35,0,4,4,3.5,9d1b68659f250b49210b01dd4409ad09118f9a4e81f99d4ac7d9b6ae956d0436,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.4797611779866004,0.998760294109475,0.9999965590075816,0.9999999941250579,0.9999999999999688,0.1673469387755102,0.052244897959183675
meshecho,22,600.0,35,35,0,0.685714,0.685714,0.0,0.469397,0.325525,0.469397,1.976954,2.131616,24,24,0,311,59,252,48,22.372096,12.604807,0.021008,8.85935,35.480913,44.340263,1.847511,0.932171,0.325525,5866,9373,15239,0.384933,7027,0.461119,862,0,196,8,4,4,31,4,0,0,0.793616,0.810289,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,22,4,"[{""key"":[2,38,1],""candidate_count"":9,""sha256"":""4d84030a017c82d88643d52a125f1d963772e39c149015fb02a276b1c5bd64a5""},{""key"":[8,45,3],""candidate_count"":6,""sha256"":""84857d637d23a6b244f8261f856dbfe2a88c6b097b2c8208cbef9bbfff4f4f60""},{""key"":[17,10,2],""candidate_count"":4,""sha256"":""9075adfb90132523e51fe7669ffdbd0117cc7883f9c28f15e2392a75a07be35d""},{""key"":[22,11,4],""candidate_count"":3,""sha256"":""558153cad72d01a4c15ae5713dd8503006fb12efcb1a8b61ee49e1f0ff05d533""}]","[{""key"":[2,38,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[2,1,38],[2,1,45,38],[2,3,38],[2,3,44,38],[2,5,38],[2,6,34,38],[2,37,38],[2,38],[2,48,38]],""selected_path"":[2,38]},{""key"":[8,45,3],""started_at"":55.41847420095762,""closed_at"":57.41847420095762,""candidate_paths"":[[8,17,18,45],[8,35,44,45],[8,39,34,45],[8,39,45],[8,46,45],[8,47,0,45]],""selected_path"":[8,39,45]},{""key"":[17,10,2],""started_at"":29.445778943165372,""closed_at"":31.445778943165372,""candidate_paths"":[[17,3,10],[17,7,10],[17,12,32,10],[17,36,10]],""selected_path"":[17,3,10]},{""key"":[22,11,4],""started_at"":95.63282080850882,""closed_at"":97.63282080850882,""candidate_paths"":[[22,7,11],[22,21,14,11],[22,35,39,11]],""selected_path"":[22,21,14,11]}]",35,0,4,4,3.5,9d1b68659f250b49210b01dd4409ad09118f9a4e81f99d4ac7d9b6ae956d0436,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,3,1.0,0.04081632653061224,0,2.0,0.4797611779866004,0.998760294109475,0.9999965590075816,0.9999999941250579,0.9999999999999688,0.1673469387755102,0.052244897959183675
meshtastic-like,23,600.0,33,33,0,0.575758,0.969697,0.0,0.56258,0.643407,0.56258,1.317461,1.610012,32,19,0,505,462,43,43,36.32768,20.575497,0.034292,14.385761,58.594488,72.980249,3.841066,1.911983,0.643407,7113,17632,24745,0.287452,15388,0.621863,4319,1510,0,0,0,0,0,0,0,0,0.0,0.085149,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],33,0,4,4,3.3,cfa329d7d6f98dae1a27df27c39189ba69103d77f4d95e3426e32bd3f0905584,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.6612809390709844,0.9990660878068988,0.9999963718534621,0.9999999909575393,0.999999999999961,0.1493877551020408,0.04081632653061224
meshcore-like,23,600.0,33,33,0,0.575758,0.575758,0.0,0.592175,0.463448,0.592175,2.287744,2.431616,19,19,0,276,40,236,34,19.854336,9.88578,0.016476,7.862317,31.233767,39.096084,2.057689,1.044965,0.463448,4290,9234,13524,0.317214,7156,0.529133,687,0,196,6,4,3,22,11,0,0,0.0,0.855072,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,19,4,"[{""key"":[21,33,2],""candidate_count"":8,""sha256"":""021f8e0357a5997eaedc657e11d02f7df949b1e4b3767a27ec839d015e216c41""},{""key"":[42,48,3],""candidate_count"":5,""sha256"":""00eeb89ec5e791ea1b4c934de6bb0565ac19952ec77c9485b41cfe34ff4db2b8""},{""key"":[46,48,4],""candidate_count"":3,""sha256"":""d69927a95a664793cb6ac71567a20bbf9ad965ea1263e7aedfd26369dde3300d""},{""key"":[47,39,1],""candidate_count"":3,""sha256"":""9a3e286e499f003cfa678cb6dfe78272b4c13b663095a1a2bb5bb26259a007ca""}]","[{""key"":[21,33,2],""started_at"":28.550588115548372,""closed_at"":30.550588115548372,""candidate_paths"":[[21,11,33],[21,17,33],[21,27,25,33],[21,27,33],[21,27,44,33],[21,33],[21,47,7,33],[21,47,33]],""selected_path"":[21,33]},{""key"":[42,48,3],""started_at"":45.16060416754068,""closed_at"":47.16060416754068,""candidate_paths"":[[42,13,48],[42,26,27,48],[42,37,20,48],[42,39,48],[42,44,30,48]],""selected_path"":[42,13,48]},{""key"":[46,48,4],""started_at"":74.33850476051887,""closed_at"":76.33850476051887,""candidate_paths"":[[46,7,48],[46,39,48],[46,48]],""selected_path"":[46,48]},{""key"":[47,39,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[47,19,39],[47,44,45,39],[47,48,39]],""selected_path"":[47,19,39]}]",33,0,4,4,3.3,cfa329d7d6f98dae1a27df27c39189ba69103d77f4d95e3426e32bd3f0905584,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6612809390709844,0.9990660878068988,0.9999963718534621,0.9999999909575393,0.999999999999961,0.1493877551020408,0.04081632653061224
etx-mesh,23,600.0,33,33,0,0.515152,0.545455,0.0,0.627991,0.481202,0.627991,2.287744,2.431616,18,17,0,273,39,234,32,19.638528,9.669972,0.016117,7.776857,30.874336,38.651193,2.2736,1.155208,0.481202,4161,9216,13377,0.311056,7156,0.534948,687,0,196,6,4,3,22,11,0,0,0.351581,0.857143,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,19,4,"[{""key"":[21,33,2],""candidate_count"":8,""sha256"":""021f8e0357a5997eaedc657e11d02f7df949b1e4b3767a27ec839d015e216c41""},{""key"":[42,48,3],""candidate_count"":5,""sha256"":""00eeb89ec5e791ea1b4c934de6bb0565ac19952ec77c9485b41cfe34ff4db2b8""},{""key"":[46,48,4],""candidate_count"":3,""sha256"":""d69927a95a664793cb6ac71567a20bbf9ad965ea1263e7aedfd26369dde3300d""},{""key"":[47,39,1],""candidate_count"":3,""sha256"":""9a3e286e499f003cfa678cb6dfe78272b4c13b663095a1a2bb5bb26259a007ca""}]","[{""key"":[21,33,2],""started_at"":28.550588115548372,""closed_at"":30.550588115548372,""candidate_paths"":[[21,11,33],[21,17,33],[21,27,25,33],[21,27,33],[21,27,44,33],[21,33],[21,47,7,33],[21,47,33]],""selected_path"":[21,33]},{""key"":[42,48,3],""started_at"":45.16060416754068,""closed_at"":47.16060416754068,""candidate_paths"":[[42,13,48],[42,26,27,48],[42,37,20,48],[42,39,48],[42,44,30,48]],""selected_path"":[42,13,48]},{""key"":[46,48,4],""started_at"":74.33850476051887,""closed_at"":76.33850476051887,""candidate_paths"":[[46,7,48],[46,39,48],[46,48]],""selected_path"":[46,48]},{""key"":[47,39,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[47,19,39],[47,44,45,39],[47,48,39]],""selected_path"":[47,48,39]}]",33,0,4,4,3.3,cfa329d7d6f98dae1a27df27c39189ba69103d77f4d95e3426e32bd3f0905584,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6612809390709844,0.9990660878068988,0.9999963718534621,0.9999999909575393,0.999999999999961,0.1493877551020408,0.04081632653061224
ett-mesh,23,600.0,33,33,0,0.515152,0.545455,0.0,0.627991,0.481202,0.627991,2.287744,2.431616,18,17,0,273,39,234,32,19.638528,9.669972,0.016117,7.776857,30.874336,38.651193,2.2736,1.155208,0.481202,4161,9216,13377,0.311056,7156,0.534948,687,0,196,6,4,3,22,11,0,0,0.855997,0.857143,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,19,4,"[{""key"":[21,33,2],""candidate_count"":8,""sha256"":""021f8e0357a5997eaedc657e11d02f7df949b1e4b3767a27ec839d015e216c41""},{""key"":[42,48,3],""candidate_count"":5,""sha256"":""00eeb89ec5e791ea1b4c934de6bb0565ac19952ec77c9485b41cfe34ff4db2b8""},{""key"":[46,48,4],""candidate_count"":3,""sha256"":""d69927a95a664793cb6ac71567a20bbf9ad965ea1263e7aedfd26369dde3300d""},{""key"":[47,39,1],""candidate_count"":3,""sha256"":""9a3e286e499f003cfa678cb6dfe78272b4c13b663095a1a2bb5bb26259a007ca""}]","[{""key"":[21,33,2],""started_at"":28.550588115548372,""closed_at"":30.550588115548372,""candidate_paths"":[[21,11,33],[21,17,33],[21,27,25,33],[21,27,33],[21,27,44,33],[21,33],[21,47,7,33],[21,47,33]],""selected_path"":[21,33]},{""key"":[42,48,3],""started_at"":45.16060416754068,""closed_at"":47.16060416754068,""candidate_paths"":[[42,13,48],[42,26,27,48],[42,37,20,48],[42,39,48],[42,44,30,48]],""selected_path"":[42,13,48]},{""key"":[46,48,4],""started_at"":74.33850476051887,""closed_at"":76.33850476051887,""candidate_paths"":[[46,7,48],[46,39,48],[46,48]],""selected_path"":[46,48]},{""key"":[47,39,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[47,19,39],[47,44,45,39],[47,48,39]],""selected_path"":[47,48,39]}]",33,0,4,4,3.3,cfa329d7d6f98dae1a27df27c39189ba69103d77f4d95e3426e32bd3f0905584,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6612809390709844,0.9990660878068988,0.9999963718534621,0.9999999909575393,0.999999999999961,0.1493877551020408,0.04081632653061224
minhop-mesh,23,600.0,33,33,0,0.545455,0.545455,0.0,0.609088,0.481202,0.609088,2.287744,2.431616,18,18,0,273,39,234,32,19.638528,10.246992,0.017078,7.776857,31.055274,38.832131,2.157341,1.091029,0.481202,4314,9063,13377,0.322494,7169,0.53592,953,0,196,6,4,3,22,11,0,0,0.813728,0.857143,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[21,33,2],""candidate_count"":7,""sha256"":""3e8e7d9148ab1636be7569344556fc180bcafb7b105c97e0bbff51be1f675f8f""},{""key"":[42,48,3],""candidate_count"":5,""sha256"":""005dbaaf457946794a1b004283424b66254e021f6db2b66ce1adb5514fccff20""},{""key"":[46,48,4],""candidate_count"":5,""sha256"":""44675c93b30bc71a4697005c8dee13fbcd84ead11275553ddb72e1f8499e01b7""},{""key"":[47,39,1],""candidate_count"":3,""sha256"":""9a3e286e499f003cfa678cb6dfe78272b4c13b663095a1a2bb5bb26259a007ca""}]","[{""key"":[21,33,2],""started_at"":28.550588115548372,""closed_at"":30.550588115548372,""candidate_paths"":[[21,9,44,33],[21,11,33],[21,13,25,33],[21,17,33],[21,23,2,33],[21,27,33],[21,33]],""selected_path"":[21,33]},{""key"":[42,48,3],""started_at"":45.16060416754068,""closed_at"":47.16060416754068,""candidate_paths"":[[42,13,48],[42,24,48],[42,28,19,48],[42,28,30,48],[42,28,39,48]],""selected_path"":[42,13,48]},{""key"":[46,48,4],""started_at"":74.33850476051887,""closed_at"":76.33850476051887,""candidate_paths"":[[46,2,42,48],[46,4,48],[46,25,28,48],[46,39,48],[46,48]],""selected_path"":[46,48]},{""key"":[47,39,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[47,19,39],[47,44,45,39],[47,48,39]],""selected_path"":[47,48,39]}]",33,0,4,4,3.3,cfa329d7d6f98dae1a27df27c39189ba69103d77f4d95e3426e32bd3f0905584,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,2,0.75,0.030612244897959183,0,1.6666666666666667,0.6612809390709844,0.9990660878068988,0.9999963718534621,0.9999999909575393,0.999999999999961,0.1493877551020408,0.04081632653061224
meshecho,23,600.0,33,33,0,0.69697,0.757576,0.0,0.539231,0.383872,0.539231,2.25897,2.410035,25,23,0,301,53,248,45,21.652736,11.860046,0.019767,8.574483,34.292593,42.867076,1.863786,0.941423,0.383872,5496,9253,14749,0.372635,7136,0.483829,770,0,196,7,4,4,29,4,0,0,0.801121,0.82392,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,16,4,"[{""key"":[21,33,2],""candidate_count"":4,""sha256"":""732c06a9b8f09ddd3c5b4030c7f16abe5ff6b343e6747729a6482c79343dd3e5""},{""key"":[42,48,3],""candidate_count"":4,""sha256"":""20737dadbe9e007bd424690be5deb833ef07ee43e24877b52c2a84bd98f6924f""},{""key"":[46,48,4],""candidate_count"":5,""sha256"":""653f092fdb9cfe41f0891c413658374ea58e8ca3606775323695ec2b57a8d944""},{""key"":[47,39,1],""candidate_count"":3,""sha256"":""9a3e286e499f003cfa678cb6dfe78272b4c13b663095a1a2bb5bb26259a007ca""}]","[{""key"":[21,33,2],""started_at"":28.550588115548372,""closed_at"":30.550588115548372,""candidate_paths"":[[21,33],[21,47,33],[21,47,44,33],[21,48,33]],""selected_path"":[21,47,33]},{""key"":[42,48,3],""started_at"":45.16060416754068,""closed_at"":47.16060416754068,""candidate_paths"":[[42,13,48],[42,24,48],[42,28,30,48],[42,28,39,48]],""selected_path"":[42,13,48]},{""key"":[46,48,4],""started_at"":74.33850476051887,""closed_at"":76.33850476051887,""candidate_paths"":[[46,4,48],[46,22,19,48],[46,25,28,48],[46,39,48],[46,48]],""selected_path"":[46,48]},{""key"":[47,39,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[47,19,39],[47,44,45,39],[47,48,39]],""selected_path"":[47,48,39]}]",33,0,4,4,3.3,cfa329d7d6f98dae1a27df27c39189ba69103d77f4d95e3426e32bd3f0905584,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,3,1.0,0.03571428571428571,0,1.75,0.6612809390709844,0.9990660878068988,0.9999963718534621,0.9999999909575393,0.999999999999961,0.1493877551020408,0.04081632653061224
meshtastic-like,24,600.0,47,47,0,0.617021,0.957447,0.0,0.65208,0.682542,0.65208,1.56806,1.76474,45,29,0,680,612,68,68,48.91648,29.390694,0.048984,19.370926,79.201829,98.572756,3.399061,1.686775,0.682542,10842,22478,33320,0.32539,19452,0.583794,6499,2163,0,0,0,0,0,0,0,0,0.0,0.1,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,0,0,0,[],[],47,0,4,4,4.7,46bd4a847fe378b8b4ff822fd3e24d4ce4cae15610024d5cc05a02193c9aa56b,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.45225816074825587,0.9983722003723795,0.9999926174431409,0.9999999937145294,0.9999999999999716,0.1853061224489796,0.053877551020408164
meshcore-like,24,600.0,47,47,0,0.446809,0.468085,0.0,0.511799,0.390441,0.511799,2.143872,2.215808,22,21,0,279,46,233,32,20.070144,10.714769,0.017858,7.947777,31.818147,39.765924,1.893615,0.955721,0.390441,4511,9160,13671,0.329969,7292,0.533392,938,0,196,5,4,3,33,14,0,0,0.0,0.835125,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,23,4,"[{""key"":[0,31,2],""candidate_count"":8,""sha256"":""f3111fc331e6237eb9c48a9b2a3fd39a71884520694ca7818172c58170bec1a4""},{""key"":[13,39,3],""candidate_count"":4,""sha256"":""923fdf34025edbd51ca005c5f4e13bc47ed281de602f456199c3f54387edc023""},{""key"":[37,8,4],""candidate_count"":4,""sha256"":""3cafdf19ab043f3633ff47c7636d0ce9912ff47b1c5798eb5aff1cdf88dac50d""},{""key"":[48,11,1],""candidate_count"":7,""sha256"":""57dea8096eeec6e9df80d5e769c09f111d1c3ad1af8239974592d5d21853409a""}]","[{""key"":[0,31,2],""started_at"":21.729368703834016,""closed_at"":23.729368703834016,""candidate_paths"":[[0,11,38,31],[0,22,31],[0,24,31],[0,24,32,31],[0,39,15,31],[0,39,31],[0,49,1,31],[0,49,31]],""selected_path"":[0,22,31]},{""key"":[13,39,3],""started_at"":37.12341235955997,""closed_at"":39.12341235955997,""candidate_paths"":[[13,22,31,39],[13,25,39],[13,39],[13,49,39]],""selected_path"":[13,39]},{""key"":[37,8,4],""started_at"":46.47637890458388,""closed_at"":48.47637890458388,""candidate_paths"":[[37,3,8],[37,27,8],[37,28,29,8],[37,28,33,8]],""selected_path"":[37,3,8]},{""key"":[48,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[48,11],[48,15,11],[48,15,47,11],[48,28,29,11],[48,28,33,11],[48,32,25,11],[48,38,11]],""selected_path"":[48,11]}]",47,0,4,4,4.7,46bd4a847fe378b8b4ff822fd3e24d4ce4cae15610024d5cc05a02193c9aa56b,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,3,1,0.75,0.025510204081632654,0,1.3333333333333333,0.45225816074825587,0.9983722003723795,0.9999926174431409,0.9999999937145294,0.9999999999999716,0.1853061224489796,0.053877551020408164
etx-mesh,24,600.0,47,47,0,0.510638,0.531915,0.0,0.477797,0.360852,0.477797,2.143872,2.215808,25,24,0,300,60,240,38,21.5808,12.106313,0.020177,8.545997,34.285257,42.831254,1.784636,0.8992,0.360852,5331,9369,14700,0.362653,7319,0.497891,919,0,196,6,4,4,43,4,0,0,0.36761,0.8,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[0,31,2],""candidate_count"":8,""sha256"":""f3111fc331e6237eb9c48a9b2a3fd39a71884520694ca7818172c58170bec1a4""},{""key"":[13,39,3],""candidate_count"":3,""sha256"":""6a233c38bdeb1ed621e3f9467e0743029ca0bad876401d33a016da94150a2931""},{""key"":[37,8,4],""candidate_count"":2,""sha256"":""bb183d4c3806dc062cd1b3e9a2e7d8e39a488906813c5705dd8bb4cf70cba94f""},{""key"":[48,11,1],""candidate_count"":7,""sha256"":""57dea8096eeec6e9df80d5e769c09f111d1c3ad1af8239974592d5d21853409a""}]","[{""key"":[0,31,2],""started_at"":21.729368703834016,""closed_at"":23.729368703834016,""candidate_paths"":[[0,11,38,31],[0,22,31],[0,24,31],[0,24,32,31],[0,39,15,31],[0,39,31],[0,49,1,31],[0,49,31]],""selected_path"":[0,49,31]},{""key"":[13,39,3],""started_at"":37.12341235955997,""closed_at"":39.12341235955997,""candidate_paths"":[[13,22,31,39],[13,34,39],[13,39]],""selected_path"":[13,39]},{""key"":[37,8,4],""started_at"":46.47637890458388,""closed_at"":48.47637890458388,""candidate_paths"":[[37,44,8],[37,49,34,8]],""selected_path"":[37,44,8]},{""key"":[48,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[48,11],[48,15,11],[48,15,47,11],[48,28,29,11],[48,28,33,11],[48,32,25,11],[48,38,11]],""selected_path"":[48,11]}]",47,0,4,4,4.7,46bd4a847fe378b8b4ff822fd3e24d4ce4cae15610024d5cc05a02193c9aa56b,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,2,1.0,0.030612244897959183,0,1.5,0.45225816074825587,0.9983722003723795,0.9999926174431409,0.9999999937145294,0.9999999999999716,0.1853061224489796,0.053877551020408164
ett-mesh,24,600.0,47,47,0,0.510638,0.531915,0.0,0.477797,0.360852,0.477797,2.143872,2.215808,25,24,0,300,60,240,38,21.5808,12.106313,0.020177,8.545997,34.285257,42.831254,1.784636,0.8992,0.360852,5331,9369,14700,0.362653,7319,0.497891,919,0,196,6,4,4,43,4,0,0,0.856573,0.8,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[0,31,2],""candidate_count"":8,""sha256"":""f3111fc331e6237eb9c48a9b2a3fd39a71884520694ca7818172c58170bec1a4""},{""key"":[13,39,3],""candidate_count"":3,""sha256"":""6a233c38bdeb1ed621e3f9467e0743029ca0bad876401d33a016da94150a2931""},{""key"":[37,8,4],""candidate_count"":2,""sha256"":""bb183d4c3806dc062cd1b3e9a2e7d8e39a488906813c5705dd8bb4cf70cba94f""},{""key"":[48,11,1],""candidate_count"":7,""sha256"":""57dea8096eeec6e9df80d5e769c09f111d1c3ad1af8239974592d5d21853409a""}]","[{""key"":[0,31,2],""started_at"":21.729368703834016,""closed_at"":23.729368703834016,""candidate_paths"":[[0,11,38,31],[0,22,31],[0,24,31],[0,24,32,31],[0,39,15,31],[0,39,31],[0,49,1,31],[0,49,31]],""selected_path"":[0,49,31]},{""key"":[13,39,3],""started_at"":37.12341235955997,""closed_at"":39.12341235955997,""candidate_paths"":[[13,22,31,39],[13,34,39],[13,39]],""selected_path"":[13,39]},{""key"":[37,8,4],""started_at"":46.47637890458388,""closed_at"":48.47637890458388,""candidate_paths"":[[37,44,8],[37,49,34,8]],""selected_path"":[37,44,8]},{""key"":[48,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[48,11],[48,15,11],[48,15,47,11],[48,28,29,11],[48,28,33,11],[48,32,25,11],[48,38,11]],""selected_path"":[48,11]}]",47,0,4,4,4.7,46bd4a847fe378b8b4ff822fd3e24d4ce4cae15610024d5cc05a02193c9aa56b,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,2,1.0,0.030612244897959183,0,1.5,0.45225816074825587,0.9983722003723795,0.9999926174431409,0.9999999937145294,0.9999999999999716,0.1853061224489796,0.053877551020408164
minhop-mesh,24,600.0,47,47,0,0.723404,0.744681,0.0,0.424015,0.298858,0.424015,2.187034,2.291341,35,34,0,328,69,259,57,23.595008,14.343692,0.023906,9.343623,37.808653,47.152276,1.386832,0.693971,0.298858,6398,9674,16072,0.398084,7491,0.46609,794,0,196,6,4,4,43,4,0,0,0.8453,0.789634,0,0,0.0,-1,0,0,0,icc2027_generalization_stale_fading,50,8250.0,4.0,unicast,poisson,0,4,20,4,"[{""key"":[0,31,2],""candidate_count"":2,""sha256"":""cc6d9550c2019068e564d28789554f3760c38f9bcb8389c5c263fe673e810b89""},{""key"":[13,39,3],""candidate_count"":4,""sha256"":""32a99cbe8c3b6fdea9c5e9d44cfac308e5d879ddd2c1e891979f983294144543""},{""key"":[37,8,4],""candidate_count"":4,""sha256"":""50341071e8ccc8d11eaac72dae94dd88608cf04eff04a10de7d586c5639c45eb""},{""key"":[48,11,1],""candidate_count"":10,""sha256"":""69b52b39a3f02bf833bc385a0932f12bdb87d50384e7bec03951c3d40c4bf217""}]","[{""key"":[0,31,2],""started_at"":21.729368703834016,""closed_at"":23.729368703834016,""candidate_paths"":[[0,34,31],[0,35,31]],""selected_path"":[0,35,31]},{""key"":[13,39,3],""started_at"":37.12341235955997,""closed_at"":39.12341235955997,""candidate_paths"":[[13,22,31,39],[13,34,39],[13,39],[13,49,39]],""selected_path"":[13,39]},{""key"":[37,8,4],""started_at"":46.47637890458388,""closed_at"":48.47637890458388,""candidate_paths"":[[37,24,8],[37,27,8],[37,44,8],[37,49,42,8]],""selected_path"":[37,24,8]},{""key"":[48,11,1],""started_at"":1.0,""closed_at"":3.0,""candidate_paths"":[[48,6,11],[48,11],[48,15,11],[48,15,47,11],[48,27,11],[48,28,29,11],[48,28,33,11],[48,34,7,11],[48,38,11],[48,44,11]],""selected_path"":[48,11]}]",47,0,4,4,4.7,46bd4a847fe378b8b4ff822fd3e24d4ce4cae15610024d5cc05a02193c9aa56b,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,4,2,1.0,0.030612244897959183,0,1.5,0.45225816074825587,0.9983722003723795,0.9999926174431409,0.9999999937145294,0.9999999999999716,0.1853061224489796,0.053877551020408164
