protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count
smart-calm-no-fallback,2,1200.0,125,69,56,0.652174,0.666667,0.928207,4.073139,1.912459,4.073139,15.246784,15.493568,46,45,2547,3068,2318,750,52,757.133312,120.222515,0.100185,299.824792,964.146735,1263.971527,0.487643,0.292104,0.439531,10276,140056,150332,0.068355,69311,0.461053,1671,726,685,13,16,9,37,32,0,8,0.946369,0.244459,5,106,57.968778,0,67,2,0
smart-calm-no-confidence,2,1200.0,125,69,56,0.884058,0.913043,0.912536,5.970216,4.734279,5.970216,15.246784,15.493568,63,61,2504,3407,2609,798,72,840.793088,147.33389,0.122778,332.954063,1090.321862,1423.275924,0.554883,0.327795,0.594822,12411,154532,166943,0.074343,80656,0.483135,2194,974,713,13,17,10,39,30,373,9,0.917447,0.234224,7,107,104.660922,0,40,29,0
meshtastic-like,3,1200.0,125,79,46,0.810127,0.962025,0.934783,0.656413,0.835334,0.656413,4.049671,1.937769,76,64,2107,4910,4818,92,92,1211.70944,176.766024,0.147305,479.836938,1584.000288,2063.837226,0.950639,0.558134,0.423076,12374,228216,240590,0.051432,125255,0.520616,2726,1909,0,0,0,0,0,0,0,0,0.0,0.018737,0,0,0.0,-1,0,0,0
meshcore-like,3,1200.0,125,79,46,0.607595,0.632911,0.978261,0.91484,0.651205,0.91484,2.493568,2.740352,50,48,2205,2908,2306,602,50,717.647872,93.630746,0.078026,284.188557,871.11334,1155.301898,0.512784,0.31853,0.316182,8994,133498,142492,0.063119,56733,0.398149,921,0,541,11,13,10,45,34,0,0,0.0,0.207015,0,0,0.0,-1,0,0,0
calm-mesh,3,1200.0,125,79,46,0.683544,0.721519,0.978261,1.103964,0.920206,1.103964,2.493568,2.740352,57,54,2205,2997,2189,808,59,739.611648,110.629877,0.092192,292.886213,918.875684,1211.761896,0.536415,0.327407,0.336202,10376,136477,146853,0.070656,62148,0.423199,1181,625,735,14,18,13,50,29,166,10,0.951789,0.269603,0,0,0.0,-1,0,0,0
smart-calm,3,1200.0,125,79,46,0.949367,0.974684,0.974268,8.157849,7.711993,8.157849,15.246784,15.493568,77,75,2196,2831,2150,681,79,698.645504,110.157009,0.091798,276.66362,867.581913,1144.245533,0.503851,0.307638,0.56017,11669,127050,138719,0.08412,56528,0.4075,810,474,590,12,14,9,33,46,116,6,0.948153,0.240551,1,118,122.072532,0,79,0,0
smart-calm-static,3,1200.0,125,79,46,0.848101,0.898734,0.934783,4.280353,3.928264,4.280353,15.246784,15.493568,71,67,2107,3353,2528,825,77,827.466752,128.452093,0.107043,327.676834,1032.418199,1360.095033,0.625619,0.380619,0.446182,12088,152209,164297,0.073574,70047,0.426344,1258,673,734,14,17,13,51,28,572,9,0.952474,0.246048,0,0,0.0,1,0,79,0
smart-calm-no-fallback,3,1200.0,125,79,46,0.696203,0.696203,0.958296,3.26486,1.927167,3.26486,15.246784,15.493568,55,55,2160,2678,1968,710,59,660.887552,103.098545,0.085915,261.711471,827.738019,1089.44949,0.491851,0.298369,0.289906,10195,121027,131222,0.077693,55979,0.426598,1104,537,639,12,15,9,48,31,0,8,0.94157,0.265123,3,118,62.839605,2,72,7,0
smart-calm-no-confidence,3,1200.0,125,79,46,0.949367,0.974684,0.974268,8.157849,7.711993,8.157849,15.246784,15.493568,77,75,2196,2831,2150,681,79,698.645504,110.157009,0.091798,276.66362,867.581913,1144.245533,0.503851,0.307638,0.56017,11669,127050,138719,0.08412,56528,0.4075,810,474,590,12,14,9,33,46,116,6,0.948153,0.240551,1,118,118.676218,0,79,0,0
meshtastic-like,4,1200.0,123,53,70,0.811321,0.962264,0.907872,0.821099,0.900996,0.821099,4.505331,2.38258,51,43,3114,4546,4484,62,62,1121.880064,174.2826,0.145236,444.264505,1487.880039,1932.144545,0.612019,0.355363,0.494251,11405,211104,222509,0.051256,120676,0.542342,3446,2144,0,0,0,0,0,0,0,0,0.0,0.013638,0,0,0.0,-1,0,0,0
meshcore-like,4,1200.0,123,53,70,0.433962,0.490566,0.969388,1.079686,0.938102,1.079686,2.493568,2.740352,26,23,3325,4050,3408,642,26,999.4752,131.505191,0.109588,395.792179,1248.221116,1644.013295,0.491043,0.298529,0.461591,9412,188793,198205,0.047486,89577,0.451941,2445,0,605,11,14,9,24,29,0,0,0.0,0.158519,0,0,0.0,-1,0,0,0
calm-mesh,4,1200.0,123,53,70,0.509434,0.641509,0.933819,1.159282,1.397025,1.159282,3.998228,2.740352,34,27,3203,3814,2893,921,35,941.234176,148.69865,0.123916,372.728734,1214.106354,1586.835088,0.49128,0.291404,0.481439,10318,176568,186886,0.05521,92370,0.494259,2462,1115,872,14,18,10,27,26,147,11,0.952659,0.241479,0,0,0.0,-1,0,0,0
smart-calm,4,1200.0,123,53,70,0.867925,0.90566,0.962682,6.072287,5.631531,6.072287,15.246784,15.493568,48,46,3302,3599,2901,698,51,888.175616,129.729521,0.108108,351.717544,1122.725432,1474.442976,0.440395,0.265285,0.526742,11075,165276,176351,0.062801,80301,0.455348,1552,948,635,12,13,10,33,20,34,5,0.947942,0.193943,5,93,85.818416,0,52,1,0
smart-calm-static,4,1200.0,123,53,70,0.886792,0.924528,0.962682,7.028653,6.307721,7.028653,15.246784,15.493568,49,47,3302,4139,3269,870,55,1021.438976,154.627062,0.128856,404.489834,1298.936101,1703.425936,0.508637,0.304998,0.565009,12172,190541,202713,0.060045,94793,0.467622,2277,1165,799,16,17,11,27,26,425,9,0.95002,0.210196,0,0,0.0,1,0,53,0
smart-calm-no-fallback,4,1200.0,123,53,70,0.754717,0.773585,0.95481,4.659094,3.989902,4.659094,15.246784,15.493568,41,40,3275,3485,2793,692,44,860.04224,124.066307,0.103389,340.576727,1086.505236,1427.081963,0.430492,0.25944,0.505549,10478,160287,170765,0.061359,77834,0.455796,1683,960,636,12,13,10,33,20,0,5,0.946362,0.198565,5,93,65.996245,0,46,7,0
smart-calm-no-confidence,4,1200.0,123,53,70,0.867925,0.90566,0.962682,6.072287,5.631531,6.072287,15.246784,15.493568,48,46,3302,3599,2901,698,51,888.175616,129.729521,0.108108,351.717544,1122.725432,1474.442976,0.440395,0.265285,0.526742,11075,165276,176351,0.062801,80301,0.455348,1552,948,635,12,13,10,33,20,34,5,0.947942,0.193943,5,93,82.40386,0,52,1,0
meshtastic-like,5,1200.0,105,54,51,0.833333,0.962963,0.957183,0.822065,0.741639,0.822065,3.361757,2.916156,52,45,2392,4219,4153,66,66,1041.181696,156.182787,0.130152,412.307952,1366.502957,1778.810908,0.729918,0.427239,0.356494,10279,196452,206731,0.049722,109334,0.528871,2779,1734,0,0,0,0,0,0,0,0,0.0,0.015644,0,0,0.0,-1,0,0,0
meshcore-like,5,1200.0,105,54,51,0.518519,0.518519,1.0,1.135506,0.888722,1.135506,2.493568,2.740352,28,28,2499,3135,2581,554,28,773.66784,95.68539,0.079738,306.372465,949.752604,1256.125069,0.497082,0.306161,0.286675,7294,146321,153615,0.047482,65511,0.426462,1121,0,517,9,12,8,23,31,0,0,0.0,0.176715,0,0,0.0,-1,0,0,0
calm-mesh,5,1200.0,105,54,51,0.740741,0.814815,0.979192,1.217603,1.100737,1.217603,2.493568,2.740352,44,40,2447,3316,2381,935,47,818.335744,124.772094,0.103977,324.060955,1033.366064,1357.427019,0.545809,0.329045,0.415163,9905,152579,162484,0.06096,74084,0.455946,1702,747,874,14,21,14,33,21,167,13,0.955267,0.281966,0,0,0.0,-1,0,0,0
smart-calm,5,1200.0,105,54,51,0.833333,0.851852,0.989996,3.183679,2.289778,3.183679,12.227471,15.493568,46,45,2474,3371,2356,1015,48,831.908864,127.002422,0.105835,329.43591,1060.74511,1390.18102,0.551878,0.330254,0.386914,10503,154676,165179,0.063586,77263,0.467753,1636,735,953,14,22,14,32,22,132,14,0.955717,0.301098,7,94,85.479719,0,29,24,1
smart-calm-static,5,1200.0,105,54,51,0.851852,0.888889,0.979192,3.731859,2.904574,3.731859,15.246784,15.493568,48,46,2447,3334,2393,941,53,822.777856,128.720638,0.107267,325.820031,1040.730893,1366.550924,0.548155,0.330035,0.450966,10587,152779,163366,0.064805,74278,0.454672,1702,747,874,14,21,14,33,21,167,13,0.951965,0.282244,0,0,0.0,1,0,54,0
smart-calm-no-fallback,5,1200.0,105,54,51,0.722222,0.722222,0.998399,3.424712,2.840666,3.424712,15.246784,15.493568,39,39,2495,3067,2279,788,40,756.886528,109.767104,0.091473,299.727065,944.91262,1244.639685,0.491176,0.298692,0.368311,9197,141086,150283,0.061198,65824,0.438,1401,594,734,14,17,12,29,25,0,9,0.950035,0.256929,8,94,59.280431,1,6,48,0
smart-calm-no-confidence,5,1200.0,105,54,51,0.833333,0.851852,0.989996,3.183679,2.289778,3.183679,12.227471,15.493568,46,45,2474,3371,2356,1015,48,831.908864,127.002422,0.105835,329.43591,1060.74511,1390.18102,0.551878,0.330254,0.386914,10503,154676,165179,0.063586,77263,0.467753,1636,735,953,14,22,14,32,22,132,14,0.955717,0.301098,7,94,81.973211,0,29,24,1
meshtastic-like,6,1200.0,107,62,45,0.870968,0.951613,0.975964,0.526757,0.343229,0.526757,0.387574,0.493568,59,54,2152,4110,4049,61,61,1014.28224,156.031667,0.130026,401.655767,1339.870459,1741.526226,0.78945,0.459783,0.759396,10489,190852,201341,0.052096,108009,0.536448,2860,1743,0,0,0,0,0,0,0,0,0.0,0.014842,0,0,0.0,-1,0,0,0
meshcore-like,6,1200.0,107,62,45,0.806452,0.83871,0.911111,1.032796,0.80848,1.032796,2.493568,2.740352,52,50,2009,2857,2110,747,52,705.061888,100.451398,0.083709,279.204508,877.245106,1156.449614,0.561656,0.342429,0.371558,9383,130610,139993,0.067025,59758,0.426864,1178,0,680,15,15,13,43,19,0,0,0.0,0.261463,0,0,0.0,-1,0,0,0
calm-mesh,6,1200.0,107,62,45,0.806452,0.870968,0.954195,1.02786,0.824713,1.02786,2.493568,2.740352,54,50,2104,2671,1924,747,54,659.160064,106.312231,0.088594,261.027385,836.85598,1097.883365,0.509695,0.306017,0.49947,9705,121174,130879,0.074152,58977,0.450622,1236,653,679,14,15,13,43,19,43,8,0.95191,0.279671,0,0,0.0,-1,0,0,0
smart-calm,6,1200.0,107,62,45,0.951613,0.951613,0.951474,2.469214,1.474288,2.469214,6.481983,15.493568,59,59,2098,2641,1925,716,66,651.756544,113.007378,0.094173,258.095591,838.56717,1096.662762,0.50842,0.302159,0.57192,10606,118803,129409,0.081957,59983,0.463515,1323,663,638,12,14,12,47,15,34,6,0.959219,0.271109,1,99,110.327966,0,62,0,0
smart-calm-static,6,1200.0,107,62,45,0.951613,0.951613,0.952834,4.213362,3.025791,4.213362,15.246784,15.493568,59,59,2101,2930,2175,755,62,723.07712,113.274081,0.094395,286.33854,914.060864,1200.399403,0.55574,0.334758,0.553509,10445,133125,143570,0.072752,63974,0.445594,1164,668,679,14,15,12,43,19,259,9,0.951524,0.257679,0,0,0.0,1,0,62,0
smart-calm-no-fallback,6,1200.0,107,62,45,0.870968,0.870968,0.929705,3.094824,2.083106,3.094824,15.246784,15.493568,54,54,2050,2589,1788,801,57,638.923776,110.989427,0.092491,253.013815,821.664971,1074.678787,0.510779,0.303671,0.619344,10327,116534,126861,0.081404,58747,0.463082,1422,674,729,15,16,13,42,20,0,9,0.959637,0.309386,3,99,90.859188,0,45,17,0
smart-calm-no-confidence,6,1200.0,107,62,45,0.951613,0.951613,0.951474,2.469214,1.474288,2.469214,6.481983,15.493568,59,59,2098,2641,1925,716,66,651.756544,113.007378,0.094173,258.095591,838.56717,1096.662762,0.50842,0.302159,0.57192,10606,118803,129409,0.081957,59983,0.463515,1323,663,638,12,14,12,47,15,34,6,0.959219,0.271109,1,99,105.899182,0,62,0,0
meshtastic-like,7,1200.0,128,68,60,0.911765,0.985294,0.965986,0.493568,0.439775,0.493568,0.949175,0.493568,67,62,2840,5122,5048,74,74,1264.027648,178.639231,0.148866,500.554949,1648.698383,2149.253331,0.740611,0.435571,0.512845,12106,238872,250978,0.048235,130518,0.520038,2842,1890,0,0,0,0,0,0,0,0,0.0,0.014447,0,0,0.0,-1,0,0,0
meshcore-like,7,1200.0,128,68,60,0.808824,0.823529,0.948299,0.983775,0.728238,0.983775,2.493568,2.740352,56,55,2788,3599,2903,696,56,888.175616,124.893968,0.104078,351.717544,1102.509899,1454.227443,0.511512,0.312408,0.44421,11161,165190,176351,0.063289,75517,0.42822,1740,0,627,13,13,12,46,22,0,0,0.0,0.193387,0,0,0.0,-1,0,0,0
calm-mesh,7,1200.0,128,68,60,0.808824,0.823529,0.967347,0.983775,0.833912,0.983775,2.493568,2.740352,56,55,2844,3309,2562,747,56,816.608256,126.068639,0.105057,323.376869,1035.60571,1358.98258,0.468776,0.281686,0.428155,11080,151061,162141,0.068336,73744,0.454814,1584,813,678,13,14,12,45,23,40,6,0.942795,0.225748,0,0,0.0,-1,0,0,0
smart-calm,7,1200.0,128,68,60,0.955882,0.985294,0.963946,2.405381,1.411957,2.405381,5.638047,15.493568,67,65,2834,3377,2563,814,72,833.389568,144.909074,0.120758,330.022269,1072.22854,1402.250809,0.483702,0.287475,0.496852,12893,152580,165473,0.077916,77366,0.467545,2096,979,730,12,15,12,53,15,89,7,0.953554,0.241042,17,108,122.057346,0,54,11,3
smart-calm-static,7,1200.0,128,68,60,0.941176,0.970588,0.948299,3.926609,3.803066,3.926609,15.246784,15.493568,66,64,2788,3599,2883,716,67,888.175616,137.166391,0.114305,351.717544,1123.111289,1474.828833,0.517121,0.311422,0.571535,12013,164338,176351,0.06812,79889,0.453011,1678,974,636,13,13,11,44,24,473,5,0.939286,0.198944,0,0,0.0,1,0,68,0
smart-calm-no-fallback,7,1200.0,128,68,60,0.941176,0.941176,0.981633,1.456397,0.975238,1.456397,2.093568,2.340352,64,64,2886,3208,2548,660,65,791.683072,130.934753,0.109112,313.506497,1012.311712,1325.818208,0.44943,0.268367,0.49052,12011,145181,157192,0.07641,72183,0.459203,1824,879,585,10,12,9,55,13,0,4,0.951874,0.205736,5,108,117.392724,0,67,1,0
smart-calm-no-confidence,7,1200.0,128,68,60,0.955882,0.985294,0.963946,2.405381,1.411957,2.405381,5.638047,15.493568,67,65,2834,3377,2563,814,72,833.389568,144.909074,0.120758,330.022269,1072.22854,1402.250809,0.483702,0.287475,0.496852,12893,152580,165473,0.077916,77366,0.467545,2096,979,730,12,15,12,53,15,89,7,0.953554,0.241042,17,108,117.235617,0,54,11,3
meshtastic-like,8,1200.0,125,63,62,0.920635,0.984127,0.967742,0.736198,0.49026,0.736198,1.682539,2.207959,62,58,2940,4988,4915,73,73,1230.958592,179.407225,0.149506,487.459602,1617.997614,2105.457217,0.702287,0.410593,0.529927,12036,232376,244412,0.049245,129599,0.530248,2895,1881,0,0,0,0,0,0,0,0,0.0,0.014635,0,0,0.0,-1,0,0,0
meshcore-like,8,1200.0,125,63,62,0.761905,0.761905,0.967742,1.055264,0.80848,1.055264,2.493568,2.740352,48,48,2940,3802,3054,748,48,938.272768,116.526497,0.097105,371.556016,1144.895414,1516.45143,0.507514,0.314014,0.285788,10402,175896,186298,0.055835,76302,0.40957,1413,0,686,14,14,13,39,24,0,0,0.0,0.196739,0,0,0.0,-1,0,0,0
calm-mesh,8,1200.0,125,63,62,0.761905,0.761905,0.983871,1.055264,0.80848,1.055264,2.493568,2.740352,48,48,2989,3447,2699,748,48,850.664448,110.699628,0.09225,336.863121,1045.528937,1382.392058,0.455183,0.2801,0.274055,9995,158908,168903,0.059176,70411,0.416872,960,637,686,14,14,13,39,24,0,6,0.94591,0.217,0,0,0.0,-1,0,0,0
smart-calm,8,1200.0,125,63,62,0.952381,0.968254,0.967413,3.130508,2.074471,3.130508,15.246784,15.518246,61,60,2939,3339,2664,675,74,824.011776,124.443825,0.103703,326.308663,1026.135446,1352.444109,0.450965,0.274762,0.308142,12420,151191,163611,0.075912,68642,0.419544,964,642,588,13,12,11,50,13,2,4,0.920085,0.202156,3,103,120.013661,0,62,0,1
smart-calm-static,8,1200.0,125,63,62,1.0,1.0,0.967742,4.731051,4.484267,4.731051,15.246784,15.493568,63,63,2940,3911,3148,763,63,965.172224,128.210314,0.106842,382.208201,1192.263512,1574.471713,0.5243,0.321403,0.376834,11537,180102,191639,0.060202,81074,0.423056,1075,721,686,14,14,13,39,24,507,6,0.945533,0.195091,0,0,0.0,1,0,63,0
smart-calm-no-fallback,8,1200.0,125,63,62,0.920635,0.936508,0.967413,2.704195,1.627952,2.704195,15.246784,15.567603,59,58,2939,3335,2662,673,72,823.02464,123.456689,0.102881,325.917757,1024.491361,1350.409118,0.450587,0.274616,0.298177,12224,151191,163415,0.074803,68642,0.420047,964,642,588,13,12,11,50,13,0,4,0.920085,0.201799,3,103,113.734406,0,62,0,1
smart-calm-no-confidence,8,1200.0,125,63,62,0.952381,0.968254,0.967413,3.130508,2.074471,3.130508,15.246784,15.518246,61,60,2939,3339,2664,675,74,824.011776,124.443825,0.103703,326.308663,1026.135446,1352.444109,0.450965,0.274762,0.308142,12420,151191,163611,0.075912,68642,0.419544,964,642,588,13,12,11,50,13,2,4,0.920085,0.202156,3,103,115.441593,0,62,0,1
meshtastic-like,9,1200.0,127,58,69,0.827586,0.948276,0.922508,0.703663,0.610743,0.703663,2.649317,2.039391,55,48,3119,4846,4780,66,66,1195.915264,176.737916,0.147282,473.582445,1574.924268,2048.506713,0.646829,0.377618,0.574649,11440,226014,237454,0.048178,127095,0.535241,2990,1932,0,0,0,0,0,0,0,0,0.0,0.013619,0,0,0.0,-1,0,0,0
meshcore-like,9,1200.0,127,58,69,0.672414,0.741379,0.97131,1.127276,0.873793,1.127276,2.493568,2.740352,43,39,3284,4090,3396,694,43,1009.34656,130.83274,0.109027,399.701238,1245.872423,1645.573661,0.495207,0.303746,0.417372,10620,189790,200410,0.052991,86239,0.430313,1988,0,639,12,15,12,35,23,0,0,0.0,0.169682,0,0,0.0,-1,0,0,0
calm-mesh,9,1200.0,127,58,69,0.793103,0.862069,0.983437,1.215485,0.955884,1.215485,2.493568,2.740352,50,46,3325,3851,3049,802,50,950.365184,128.944539,0.107454,376.344613,1182.734531,1559.079143,0.462498,0.281924,0.40282,10948,177751,188699,0.058018,82583,0.437644,1391,851,737,15,17,14,38,20,80,10,0.950379,0.208258,0,0,0.0,-1,0,0,0
smart-calm,9,1200.0,127,58,69,0.948276,0.965517,0.98462,3.346561,2.346457,3.346561,15.246784,15.493568,56,55,3329,3821,3061,760,60,942.961664,142.16504,0.118471,373.412819,1184.101805,1557.514624,0.460258,0.278653,0.515562,12049,175180,187229,0.064354,83434,0.445625,1803,1013,687,13,15,12,40,18,86,8,0.952461,0.198901,3,98,105.361097,0,58,0,0
smart-calm-static,9,1200.0,127,58,69,1.0,1.0,0.983437,4.169571,2.927042,4.169571,15.246784,15.493568,58,58,3325,3958,3144,814,62,976.771072,139.845063,0.116538,386.801345,1225.463961,1612.265306,0.476579,0.288729,0.477637,12217,181725,193942,0.062993,86279,0.44487,1552,964,737,15,17,14,38,20,198,10,0.949307,0.205659,0,0,0.0,1,0,58,0
smart-calm-no-fallback,9,1200.0,127,58,69,0.948276,0.948276,0.968648,4.408379,3.376991,4.408379,15.246784,15.493568,55,55,3275,3706,2948,758,58,914.581504,130.491425,0.108743,362.174276,1134.947023,1497.121298,0.449586,0.274649,0.439594,11615,169979,181594,0.063961,77886,0.428902,1526,821,687,13,15,12,40,18,0,8,0.953386,0.204533,3,98,106.590194,0,58,0,0
smart-calm-no-confidence,9,1200.0,127,58,69,0.948276,0.965517,0.98462,3.346561,2.346457,3.346561,15.246784,15.493568,56,55,3329,3821,3061,760,60,942.961664,142.16504,0.118471,373.412819,1184.101805,1557.514624,0.460258,0.278653,0.515562,12049,175180,187229,0.064354,83434,0.445625,1803,1013,687,13,15,12,40,18,86,8,0.952461,0.198901,3,98,101.265812,0,58,0,0
meshtastic-like,10,1200.0,133,72,61,0.861111,0.930556,0.936768,0.606133,0.537116,0.606133,3.163145,0.493568,67,62,2800,5055,4980,75,75,1247.49312,181.217067,0.151014,494.007276,1639.504929,2133.512204,0.745462,0.435882,0.467642,12413,235282,247695,0.050114,130925,0.528573,3200,2106,0,0,0,0,0,0,0,0,0.0,0.014837,0,0,0.0,-1,0,0,0
meshcore-like,10,1200.0,133,72,61,0.722222,0.75,0.96554,1.012057,0.746069,1.012057,2.493568,2.740352,54,52,2886,3710,3006,704,54,915.56864,122.209702,0.101841,362.565181,1126.709822,1489.275003,0.506901,0.31163,0.351184,10914,170876,181790,0.060036,75973,0.417916,1626,0,638,12,14,12,49,23,0,0,0.0,0.189757,0,0,0.0,-1,0,0,0
calm-mesh,10,1200.0,133,72,61,0.847222,0.902778,0.978923,1.04201,0.834114,1.04201,2.493568,2.740352,65,61,2926,3470,2655,815,65,856.34048,130.975684,0.109146,339.11083,1075.801908,1414.912738,0.47369,0.286689,0.422735,12083,157947,170030,0.071064,74460,0.437923,1555,866,736,14,16,14,56,16,83,8,0.950514,0.23487,0,0,0.0,-1,0,0,0
smart-calm,10,1200.0,133,72,61,0.986111,1.0,0.962864,3.519217,2.437669,3.519217,15.246784,15.493568,72,71,2878,3330,2672,658,77,821.79072,135.082172,0.112568,325.429125,1040.001121,1365.430246,0.463015,0.278668,0.505086,12697,150473,163170,0.077815,72134,0.442079,1517,897,570,11,14,10,57,15,112,7,0.951469,0.197598,1,112,130.84745,0,72,0,0
