protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
minhop-mesh,2,600.0,35,18,17,0.277778,0.388889,0.997599,2.302131,2.184978,2.302131,2.287744,2.431616,7,5,831,1175,264,911,9,84.5248,41.975818,0.06996,33.471821,135.666631,169.138452,0.202319,0.101106,0.485686,8452,49123,57575,0.1468,41656,0.723508,5922,775,882,20,18,10,0,18,0,0,0.8619,0.775319,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,10,2,0.5555555555555556,0.022675736961451247,0,1.2,1.315222329242583e-05,0.011068302752928147,0.6715784720780543,0.9992692694449267,0.9999999996072366,0.6685714285714286,0.4669387755102041
meshecho,2,600.0,35,18,17,0.555556,0.555556,0.9988,2.28055,2.187034,2.28055,2.287744,2.431616,10,10,832,1238,319,919,13,89.056768,43.443409,0.072406,35.26648,142.591167,177.857647,0.211232,0.105768,0.492513,8470,52192,60662,0.139626,44016,0.725594,5529,770,881,25,18,12,0,18,0,0,0.883811,0.742326,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,12,5,0.6666666666666666,0.028376844494892167,0,1.4166666666666667,1.315222329242583e-05,0.011068302752928147,0.6715784720780543,0.9992692694449267,0.9999999996072366,0.6685714285714286,0.4669387755102041
meshtastic-like,3,600.0,36,22,14,0.681818,1.0,0.992711,0.274383,0.556248,0.274383,1.867443,0.731172,22,15,681,455,428,27,27,32.73088,26.164223,0.043607,12.961428,53.880326,66.841754,0.096037,0.047027,0.864719,7292,15003,22295,0.327069,9468,0.424669,4847,1618,0,0,0,0,0,0,0,0,0.0,0.059341,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,0,0,0.0,0.0,0,0.0,4.9762469587333566e-05,0.019247903950758212,0.7911137031711386,0.9993816491687935,0.9999999989783181,0.6334693877551021,0.4342857142857143
meshcore-like,3,600.0,36,22,14,0.363636,0.363636,1.0,2.26976,2.17984,2.26976,2.287744,2.431616,8,8,686,1777,712,1065,10,127.830272,56.745244,0.094575,50.620788,203.40581,254.026598,0.366033,0.184193,0.544084,10413,76611,87024,0.119657,65160,0.748759,7540,0,1030,25,22,12,0,22,0,0,0.0,0.599325,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,12,2,0.5454545454545454,0.024271844660194174,0,1.1666666666666667,4.9762469587333566e-05,0.019247903950758212,0.7911137031711386,0.9993816491687935,0.9999999989783181,0.6334693877551021,0.4342857142857143
etx-mesh,3,600.0,36,22,14,0.318182,0.363636,0.992711,2.246638,2.161856,2.246638,2.237389,2.366874,8,7,681,1307,245,1062,9,94.020352,44.194226,0.073657,37.232059,149.924036,187.156095,0.272029,0.136657,0.608008,8601,55393,63994,0.134403,46592,0.728068,5858,625,1028,25,22,11,0,22,0,2,0.450885,0.812548,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,11,1,0.5,0.024319066147859923,0,1.0909090909090908,4.9762469587333566e-05,0.019247903950758212,0.7911137031711386,0.9993816491687935,0.9999999989783181,0.6334693877551021,0.4342857142857143
ett-mesh,3,600.0,36,22,14,0.318182,0.363636,0.992711,2.246638,2.161856,2.246638,2.237389,2.366874,8,7,681,1307,245,1062,9,94.020352,44.194226,0.073657,37.232059,149.924036,187.156095,0.272029,0.136657,0.608008,8601,55393,63994,0.134403,46592,0.728068,5858,625,1028,25,22,11,0,22,0,2,0.91508,0.812548,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,11,1,0.5,0.024319066147859923,0,1.0909090909090908,4.9762469587333566e-05,0.019247903950758212,0.7911137031711386,0.9993816491687935,0.9999999989783181,0.6334693877551021,0.4342857142857143
minhop-mesh,3,600.0,36,22,14,0.272727,0.272727,0.997085,2.251776,2.167851,2.251776,2.251776,2.377664,6,6,684,1307,198,1109,7,94.020352,44.693503,0.074489,37.232059,150.13187,187.363929,0.271542,0.136261,0.631642,8974,55020,63994,0.140232,45850,0.716473,6149,632,1078,24,22,15,0,22,0,1,0.883846,0.848508,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,15,2,0.6818181818181818,0.022263450834879406,0,1.1333333333333333,4.9762469587333566e-05,0.019247903950758212,0.7911137031711386,0.9993816491687935,0.9999999989783181,0.6334693877551021,0.4342857142857143
meshecho,3,600.0,36,22,14,0.409091,0.454545,0.992711,2.292613,2.234577,2.292613,2.613975,2.630553,10,9,681,1356,238,1118,12,97.545216,46.129892,0.076883,38.627906,155.427967,194.055872,0.28124,0.14137,0.565294,9391,57053,66444,0.141337,47302,0.711908,6209,623,1078,28,22,15,0,22,4,1,0.879461,0.824484,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,15,4,0.6818181818181818,0.025974025974025976,0,1.4666666666666666,4.9762469587333566e-05,0.019247903950758212,0.7911137031711386,0.9993816491687935,0.9999999989783181,0.6334693877551021,0.4342857142857143
meshtastic-like,4,600.0,45,22,23,0.727273,1.0,0.997338,0.677529,0.685537,0.677529,1.6225,1.788829,22,16,1124,622,593,29,29,44.744192,34.119507,0.056866,17.7187,73.556083,91.274783,0.080066,0.039249,0.790542,8596,21882,30478,0.28204,13805,0.45295,5767,2018,0,0,0,0,0,0,0,0,0.0,0.046624,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,0,0,0.0,0.0,0,0.0,8.765378970622922e-06,0.005376134198027239,0.5608061171791956,0.9995898753941566,0.9999999991117636,0.6571428571428571,0.4857142857142857
meshcore-like,4,600.0,45,22,23,0.409091,0.5,0.998225,2.239787,1.968593,2.239787,2.215808,2.345293,11,9,1125,2233,1164,1069,12,160.633088,70.232664,0.117054,63.610703,255.422966,319.033669,0.281335,0.141652,0.612956,12619,96798,109417,0.115329,82926,0.75789,9220,0,1029,28,21,13,1,21,0,0,0.0,0.478728,0,0,0.0,-1,0,0,0,icc2027_generalization_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,13,4,0.6190476190476191,0.027210884353741496,0,1.3076923076923077,8.765378970622922e-06,0.005376134198027239,0.5608061171791956,0.9995898753941566,0.9999999991117636,0.6571428571428571,0.4857142857142857
