protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
calm-mesh,8,600.0,3,3,0,0.666667,0.666667,0.0,2.53952,2.35968,2.53952,2.424422,2.636634,2,2,0,73,5,68,5,5.251328,4.09286,0.006821,2.079526,3.303336,5.382862,2.691431,2.625664,2.35968,499,888,1387,0.359769,666,0.480173,190,0,57,6,3,2,0,3,0,0,0.784244,0.931507,0,0,0.0,-1,0,0,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,2,2,0.6666666666666666,0.10526315789473684,0,2.5,0.0005973843246855374,0.19748990657380247,0.979144180231106,0.9999833058103802,0.9999999966209462,0.5526315789473685,0.32105263157894737
smart-calm,8,600.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,62,0,62,0,4.460032,3.182495,0.005304,1.766173,2.780084,4.546257,0.0,0.0,0.0,322,856,1178,0.273345,658,0.558574,212,0,57,5,3,0,0,3,0,0,0.869974,1.0,3,23,-4.401155,2,2,1,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,0,0,0.0,0.08771929824561403,0,0.0,0.0005973843246855374,0.19748990657380247,0.979144180231106,0.9999833058103802,0.9999999966209462,0.5526315789473685,0.32105263157894737
smart-calm-static,8,600.0,3,3,0,0.666667,0.666667,0.0,2.53952,2.35968,2.53952,2.424422,2.636634,2,2,0,73,5,68,5,5.251328,4.09286,0.006821,2.079526,3.303336,5.382862,2.691431,2.625664,2.35968,499,888,1387,0.359769,666,0.480173,190,0,57,6,3,2,0,3,0,0,0.784244,0.931507,0,0,0.0,1,0,3,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,2,2,0.6666666666666666,0.10526315789473684,0,2.5,0.0005973843246855374,0.19748990657380247,0.979144180231106,0.9999833058103802,0.9999999966209462,0.5526315789473685,0.32105263157894737
smart-calm-no-fallback,8,600.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,62,0,62,0,4.460032,3.182495,0.005304,1.766173,2.780084,4.546257,0.0,0.0,0.0,322,856,1178,0.273345,658,0.558574,212,0,57,5,3,0,0,3,0,0,0.869974,1.0,3,23,-4.401155,2,2,1,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,0,0,0.0,0.08771929824561403,0,0.0,0.0005973843246855374,0.19748990657380247,0.979144180231106,0.9999833058103802,0.9999999966209462,0.5526315789473685,0.32105263157894737
smart-calm-no-confidence,8,600.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,63,0,63,0,4.531968,3.134442,0.005224,1.794659,2.824096,4.618755,0.0,0.0,0.0,334,863,1197,0.279031,660,0.551378,202,0,57,6,3,0,0,3,0,0,0.689482,1.0,3,23,-4.444374,2,2,1,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,0,0,0.0,0.10526315789473684,0,0.0,0.0005973843246855374,0.19748990657380247,0.979144180231106,0.9999833058103802,0.9999999966209462,0.5526315789473685,0.32105263157894737
meshtastic-like,9,600.0,11,11,0,0.727273,1.0,0.0,1.064179,1.184773,1.064179,2.335588,1.719151,11,8,0,92,74,18,18,6.618112,5.926397,0.009877,2.620772,4.220251,6.841023,0.855128,0.827264,1.184773,880,868,1748,0.503432,422,0.241419,456,175,0,0,0,0,0,0,0,0,0.0,0.195652,0,0,0.0,-1,0,0,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,0,0,0.0,0.0,0,0.0,0.0007359041159416619,0.3822820117561998,0.9913447481262184,0.9999907589744093,0.999999999997929,0.48947368421052634,0.28421052631578947
meshcore-like,9,600.0,11,11,0,0.0,0.090909,0.0,0.0,0.215808,0.0,0.215808,0.0,1,0,0,226,2,224,1,16.257536,11.090128,0.018484,6.437984,10.022484,16.460468,0.0,0.0,0.215808,1253,3041,4294,0.291803,2280,0.530973,831,0,209,14,11,2,0,11,0,0,0.0,0.99115,0,0,0.0,-1,0,0,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,2,0,0.18181818181818182,0.06698564593301436,0,1.0,0.0007359041159416619,0.3822820117561998,0.9913447481262184,0.9999907589744093,0.999999999997929,0.48947368421052634,0.28421052631578947
calm-mesh,9,600.0,11,11,0,0.636364,0.727273,0.0,2.493275,2.341696,2.493275,2.431616,2.647424,8,7,0,268,19,249,19,19.278848,13.914567,0.023191,7.634424,11.951671,19.586095,2.798014,2.754121,2.341696,1735,3357,5092,0.340731,2357,0.462883,680,0,207,23,11,8,0,11,0,0,0.804481,0.929104,0,0,0.0,-1,0,0,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,8,8,0.7272727272727273,0.1111111111111111,0,2.375,0.0007359041159416619,0.3822820117561998,0.9913447481262184,0.9999907589744093,0.999999999997929,0.48947368421052634,0.28421052631578947
smart-calm,9,600.0,11,11,0,0.363636,0.454545,0.0,2.485568,2.236518,2.485568,2.402842,2.615053,5,4,0,254,14,240,11,18.271744,12.592173,0.020987,7.235611,11.325725,18.561335,4.640334,4.567936,2.236518,1526,3300,4826,0.316204,2416,0.500622,702,0,208,21,11,7,0,11,0,0,0.789508,0.944882,6,31,-2.57793,1,3,7,1,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,7,7,0.6363636363636364,0.10096153846153846,0,2.142857142857143,0.0007359041159416619,0.3822820117561998,0.9913447481262184,0.9999907589744093,0.999999999997929,0.48947368421052634,0.28421052631578947
smart-calm-static,9,600.0,11,11,0,0.636364,0.727273,0.0,2.493275,2.341696,2.493275,2.431616,2.647424,8,7,0,268,19,249,19,19.278848,13.914567,0.023191,7.634424,11.951671,19.586095,2.798014,2.754121,2.341696,1735,3357,5092,0.340731,2357,0.462883,680,0,207,23,11,8,0,11,0,0,0.804481,0.929104,0,0,0.0,1,0,11,0,sf7_15km_connected90_budget_matched_lowload,20,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0416666666666665,1,8,8,0.7272727272727273,0.1111111111111111,0,2.375,0.0007359041159416619,0.3822820117561998,0.9913447481262184,0.9999907589744093,0.999999999997929,0.48947368421052634,0.28421052631578947
