protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count
smart-calm-no-fallback,2,1200.0,205,109,96,0.577982,0.587156,0.912415,5.154962,3.663469,5.154962,15.246784,28.993568,64,63,4292,4818,3822,996,70,1189.005312,189.123169,0.157603,470.846104,1520.409433,1991.255537,0.457234,0.273021,0.607135,15001,221081,236082,0.063541,111975,0.474306,2571,1355,911,15,23,12,51,58,0,17,0.907331,0.206725,6,149,27.76548,1,10,44,55
smart-calm-no-confidence,2,1200.0,205,109,96,0.779817,0.880734,0.930697,11.382641,10.193858,11.382641,16.65303,17.914899,96,85,4378,6226,5230,996,122,1536.477184,261.106074,0.217588,608.444965,1994.3169,2602.761864,0.583187,0.34427,0.855723,18688,286337,305025,0.061267,152725,0.500697,3676,2016,859,15,22,9,28,81,1377,15,0.930599,0.159974,8,148,91.190324,0,35,4,70
meshtastic-like,3,1200.0,216,123,93,0.699187,0.886179,0.887426,0.629642,0.808203,0.629642,4.714393,1.575808,109,86,4044,7949,7819,130,130,1961.686016,305.151738,0.254293,776.827662,2573.630338,3350.458001,0.811249,0.474985,0.865123,19324,370128,389452,0.049618,206232,0.529544,5101,3183,0,0,0,0,0,0,0,0,0.0,0.016354,0,0,0.0,-1,0,0,0
meshcore-like,3,1200.0,216,123,93,0.292683,0.308943,0.912004,0.805621,0.542413,0.805621,2.493568,2.740352,38,36,4156,4757,4272,485,38,1173.951488,144.133008,0.120111,464.884789,1430.05187,1894.93666,0.452036,0.280046,0.393319,10600,222444,233044,0.045485,98209,0.421418,1972,0,439,8,11,6,38,85,0,0,0.0,0.101955,0,0,0.0,-1,0,0,0
calm-mesh,3,1200.0,216,123,93,0.682927,0.780488,0.897301,0.888904,0.714975,0.888904,2.493568,2.740352,96,84,4089,5034,3893,1141,99,1242.310656,209.67219,0.174727,491.95502,1584.436473,2076.391493,0.497578,0.297702,0.519352,17938,228679,246617,0.072736,113742,0.461209,2754,1317,1026,16,25,16,98,25,180,17,0.944305,0.226659,0,0,0.0,-1,0,0,0
smart-calm,3,1200.0,216,123,93,0.829268,0.902439,0.896643,7.083349,5.745235,7.083349,15.605024,30.493568,111,102,4086,5286,4210,1076,129,1304.500224,228.949944,0.190792,516.582089,1663.864227,2180.446316,0.520641,0.311485,0.643079,20403,238611,259014,0.078772,118133,0.456087,3029,1450,932,15,21,12,79,44,500,13,0.949584,0.203557,14,162,128.604004,2,77,46,0
smart-calm-static,3,1200.0,216,123,93,0.796748,0.878049,0.90169,5.261138,4.10062,5.261138,15.246784,30.493568,108,98,4109,5286,4169,1117,124,1304.500224,231.687851,0.193073,516.582089,1670.591554,2187.173643,0.519889,0.310078,0.643146,20033,238932,258965,0.077358,120320,0.464619,2870,1400,977,16,24,14,93,30,360,16,0.93725,0.211313,0,0,0.0,1,0,123,0
smart-calm-no-fallback,3,1200.0,216,123,93,0.674797,0.691057,0.897301,5.402255,3.451738,5.402255,15.246784,30.493568,85,83,4089,4778,3737,1041,96,1179.133952,205.393188,0.171161,466.937045,1500.755908,1967.692953,0.471643,0.28263,0.569334,17816,216257,234073,0.076113,106722,0.455935,2890,1207,931,14,21,12,76,47,0,13,0.938635,0.217874,11,161,66.146479,0,55,44,24
smart-calm-no-confidence,3,1200.0,216,123,93,0.829268,0.902439,0.896643,7.083349,5.745235,7.083349,15.605024,30.493568,111,102,4086,5286,4210,1076,129,1304.500224,228.949944,0.190792,516.582089,1663.864227,2180.446316,0.520641,0.311485,0.643079,20403,238611,259014,0.078772,118133,0.456087,3029,1450,932,15,21,12,79,44,500,13,0.949584,0.203557,14,162,121.481485,2,77,46,0
meshtastic-like,4,1200.0,203,94,109,0.638298,0.851064,0.893278,0.697679,1.055201,0.697679,4.748643,2.119651,80,60,4771,7094,6996,98,98,1750.685696,289.176674,0.240981,693.271536,2344.372768,3037.644304,0.628782,0.362386,0.846893,18106,329500,347606,0.052088,193997,0.558095,5784,3527,0,0,0,0,0,0,0,0,0.0,0.013814,0,0,0.0,-1,0,0,0
meshcore-like,4,1200.0,203,94,109,0.446809,0.478723,0.91687,0.921527,0.746069,0.921527,2.493568,2.740352,45,42,4897,5811,5019,792,45,1434.061824,212.637572,0.177198,567.888482,1827.584884,2395.473366,0.485012,0.290355,0.791086,14859,269880,284739,0.052185,136349,0.478856,4199,0,735,12,15,11,57,37,0,0,0.0,0.136293,0,0,0.0,-1,0,0,0
calm-mesh,4,1200.0,203,94,109,0.468085,0.531915,0.902265,0.953137,0.960097,0.953137,2.787472,2.740352,50,44,4819,5101,4250,851,53,1258.845184,200.179262,0.166816,498.502693,1631.703914,2130.206606,0.438044,0.258862,0.651875,14179,235770,249949,0.056728,124982,0.50003,3086,1733,784,14,18,11,59,35,118,10,0.942964,0.16683,0,0,0.0,-1,0,0,0
smart-calm,4,1200.0,203,94,109,0.829787,0.882979,0.937839,6.241356,5.254132,6.241356,15.246784,15.493568,83,78,5009,5393,4557,836,92,1330.906112,241.925581,0.201605,527.03882,1751.084608,2278.123428,0.447832,0.261629,0.857913,19067,245190,264257,0.072153,134573,0.50925,4093,2106,731,13,16,11,70,24,266,8,0.942946,0.155016,10,134,151.927503,1,45,48,1
smart-calm-static,4,1200.0,203,94,109,0.851064,0.904255,0.854334,8.073458,7.52148,8.073458,15.308282,17.355224,85,80,4563,5797,4912,885,91,1430.606848,247.958725,0.206632,566.520312,1862.194548,2428.71486,0.523092,0.308121,0.91342,18387,265666,284053,0.064731,141953,0.499741,3898,1986,779,15,17,10,57,37,962,9,0.937614,0.152665,0,0,0.0,1,0,94,0
smart-calm-no-fallback,4,1200.0,203,94,109,0.755319,0.787234,0.917993,5.169921,4.32815,5.169921,15.246784,15.493568,74,71,4903,4997,4173,824,80,1233.179648,214.778219,0.178982,488.339141,1603.452496,2091.791637,0.420545,0.247925,0.785042,17424,227429,244853,0.071161,120259,0.491148,3465,1884,731,13,16,10,69,25,0,8,0.949217,0.164899,2,134,128.631534,1,89,5,0
smart-calm-no-confidence,4,1200.0,203,94,109,0.829787,0.882979,0.937839,6.241356,5.254132,6.241356,15.246784,15.493568,83,78,5009,5393,4557,836,92,1330.906112,241.925581,0.201605,527.03882,1751.084608,2278.123428,0.447832,0.261629,0.857913,19067,245190,264257,0.072153,134573,0.50925,4093,2106,731,13,16,11,70,24,266,8,0.942946,0.155016,10,134,145.706346,1,45,48,1
meshtastic-like,5,1200.0,174,91,83,0.681319,0.901099,0.926973,0.624586,0.777742,0.624586,2.794052,1.756155,82,62,3770,6582,6481,101,101,1624.332288,252.648573,0.21054,643.235586,2136.018562,2779.254148,0.725275,0.423886,0.791867,16230,306288,322518,0.050323,171955,0.533164,4959,2852,0,0,0,0,0,0,0,0,0.0,0.015345,0,0,0.0,-1,0,0,0
meshcore-like,5,1200.0,174,91,83,0.296703,0.318681,0.939267,0.992853,0.711636,0.992853,2.493568,2.740352,29,27,3820,4435,3928,507,29,1094.48704,146.519076,0.122099,433.416868,1369.396882,1802.81375,0.468628,0.284504,0.490475,9946,207369,217315,0.045768,99295,0.456917,2462,0,471,7,11,6,26,65,0,0,0.0,0.114318,0,0,0.0,-1,0,0,0
calm-mesh,5,1200.0,174,91,83,0.56044,0.648352,0.970248,1.094059,0.863654,1.094059,2.493568,2.740352,59,51,3946,4604,3652,952,64,1136.193536,190.829196,0.159024,449.93264,1461.423694,1911.356334,0.478198,0.284262,0.650048,14089,211507,225596,0.062452,109521,0.485474,2974,1385,874,14,20,12,57,34,146,12,0.942761,0.206777,0,0,0.0,-1,0,0,0
smart-calm,5,1200.0,174,91,83,0.769231,0.912088,0.919843,6.177394,5.781145,6.177394,16.12787,15.493568,83,70,3741,5160,4176,984,91,1273.40544,206.403931,0.172003,504.268554,1637.735021,2142.003575,0.562058,0.334139,0.6554,15977,236863,252840,0.06319,121971,0.482404,2768,1464,878,15,21,13,50,41,829,13,0.948286,0.190698,7,130,94.850444,2,4,82,5
smart-calm-static,5,1200.0,174,91,83,0.824176,0.879121,0.924269,7.322789,5.433808,7.322789,17.250572,30.493568,80,75,3759,5023,4043,980,92,1239.596032,205.811095,0.171509,490.880029,1588.974483,2079.854512,0.542476,0.323317,0.663224,16358,229769,246127,0.066462,117157,0.476002,2701,1355,874,14,20,12,57,34,651,12,0.941457,0.195103,0,0,0.0,1,0,91,0
smart-calm-no-fallback,5,1200.0,174,91,83,0.824176,0.857143,0.960905,4.939806,2.81492,4.939806,15.246784,30.493568,78,75,3908,4544,3510,1034,87,1121.386496,195.759769,0.163133,444.069052,1451.676619,1895.745672,0.475959,0.281543,0.583956,16719,205937,222656,0.075089,106863,0.479947,3001,1266,933,14,21,13,68,23,0,13,0.959784,0.227553,1,130,108.769484,0,91,0,0
smart-calm-no-confidence,5,1200.0,174,91,83,0.769231,0.912088,0.919843,6.177394,5.781145,6.177394,16.12787,15.493568,83,70,3741,5160,4176,984,91,1273.40544,206.403931,0.172003,504.268554,1637.735021,2142.003575,0.562058,0.334139,0.6554,15977,236863,252840,0.06319,121971,0.482404,2768,1464,878,15,21,13,50,41,829,13,0.948286,0.190698,7,130,89.953702,2,4,82,5
meshtastic-like,6,1200.0,186,104,82,0.653846,0.923077,0.876556,0.6162,0.860337,0.6162,3.873428,1.459666,96,68,3522,6773,6652,121,121,1671.468032,275.540816,0.229617,661.901341,2237.574356,2899.475697,0.807653,0.46559,0.841883,17580,314003,331583,0.053018,184441,0.556244,5249,3040,0,0,0,0,0,0,0,0,0.0,0.017865,0,0,0.0,-1,0,0,0
meshcore-like,6,1200.0,186,104,82,0.663462,0.692308,0.925834,0.884313,0.683659,0.884313,2.493568,2.740352,72,69,3720,4656,3833,823,72,1149.026304,161.834343,0.134862,455.014416,1430.085423,1885.099839,0.497519,0.303253,0.503165,14288,213856,228144,0.062627,98887,0.433441,2228,0,736,15,16,14,74,30,0,0,0.0,0.176761,0,0,0.0,-1,0,0,0
calm-mesh,6,1200.0,186,104,82,0.596154,0.615385,0.937033,0.855953,0.63295,0.855953,2.493568,2.740352,64,62,3765,4127,3313,814,64,1018.477568,163.161622,0.135968,403.317117,1305.101419,1708.418536,0.446412,0.266129,0.606256,13561,188662,202223,0.06706,95492,0.472211,2247,1204,735,15,15,12,64,40,0,7,0.945161,0.197238,0,0,0.0,-1,0,0,0
smart-calm,6,1200.0,186,104,82,0.942308,0.961538,0.90891,5.014603,3.99322,5.014603,15.246784,15.493568,100,98,3652,4195,3338,857,108,1035.25888,182.313425,0.151928,409.962516,1330.291148,1740.253665,0.464068,0.276069,0.735212,17301,188254,205555,0.084167,94456,0.459517,2166,1142,735,14,16,13,77,27,129,8,0.953721,0.204291,7,142,182.47524,0,102,0,2
smart-calm-static,6,1200.0,186,104,82,0.913462,0.932692,0.922847,4.906239,4.436996,4.906239,15.246784,15.493568,97,95,3708,4798,3946,852,101,1184.069632,194.442304,0.162035,468.891574,1505.411353,1974.302927,0.519144,0.311351,0.710712,17149,217953,235102,0.072943,106964,0.454968,2479,1281,736,15,16,13,70,34,687,8,0.942143,0.177574,0,0,0.0,1,0,104,0
smart-calm-no-fallback,6,1200.0,186,104,82,0.778846,0.798077,0.945993,4.643131,3.778454,4.643131,15.246784,30.493568,83,81,3801,4162,3323,839,89,1027.115008,177.852765,0.148211,406.737543,1319.260681,1725.998224,0.444616,0.264584,0.696799,15670,188268,203938,0.076837,95051,0.466078,2129,1127,736,14,16,12,71,33,0,8,0.950937,0.201586,9,140,132.218462,0,84,20,0
smart-calm-no-confidence,6,1200.0,186,104,82,0.932692,0.961538,0.909408,5.049389,4.133424,5.049389,15.246784,15.493568,100,97,3654,4161,3304,857,108,1026.868224,184.034289,0.153362,406.639817,1323.739974,1730.37979,0.461312,0.273759,0.73527,17353,186536,203889,0.08511,94488,0.463429,2246,1186,735,14,16,13,77,27,80,8,0.951879,0.20596,5,142,169.367305,0,103,0,1
meshtastic-like,7,1200.0,222,123,99,0.682927,0.926829,0.930736,0.673763,1.030633,0.673763,4.486764,1.931663,114,84,4515,8202,8067,135,135,2024.122368,337.879931,0.281567,801.552458,2687.952955,3489.505413,0.758753,0.440122,0.803906,21204,380645,401849,0.052766,219736,0.546812,6435,3785,0,0,0,0,0,0,0,0,0.0,0.016459,0,0,0.0,-1,0,0,0
meshcore-like,7,1200.0,222,123,99,0.585366,0.617886,0.957741,0.774416,0.542413,0.774416,2.493568,2.740352,76,72,4646,5583,4821,762,76,1377.795072,194.784939,0.162321,545.606849,1703.263547,2248.870395,0.476658,0.292029,0.473604,15939,257628,273567,0.058264,118166,0.431945,2804,0,675,11,14,11,73,50,0,0,0.0,0.136486,0,0,0.0,-1,0,0,0
calm-mesh,7,1200.0,222,123,99,0.715447,0.788618,0.961451,0.826573,0.699817,0.826573,2.493568,2.740352,97,88,4664,5290,4230,1060,97,1305.48736,211.210783,0.176009,516.972995,1655.484427,2172.457422,0.457167,0.274724,0.5246,17967,241243,259210,0.069314,118971,0.458975,2492,1325,946,17,20,14,91,32,89,12,0.943017,0.200378,0,0,0.0,-1,0,0,0
smart-calm,7,1200.0,222,123,99,0.861789,0.910569,0.936714,4.280372,3.869496,4.280372,15.246784,15.493568,112,106,4544,5243,4138,1105,126,1293.888512,235.584535,0.19632,512.379851,1676.454897,2188.834748,0.470717,0.278256,0.610926,20884,236023,256907,0.08129,123144,0.479333,2832,1434,963,16,20,13,92,31,106,12,0.937241,0.210757,9,162,150.195188,0,104,18,1
smart-calm-static,7,1200.0,222,123,99,0.845528,0.902439,0.944135,4.705484,3.679217,4.705484,15.246784,15.493568,111,104,4580,5765,4592,1173,124,1422.70976,257.211434,0.214343,563.393065,1846.944822,2410.337887,0.51459,0.303738,0.689068,21041,261444,282485,0.074485,137975,0.488433,3353,1648,1032,17,22,14,90,33,525,14,0.939566,0.203469,0,0,0.0,1,0,123,0
smart-calm-no-fallback,7,1200.0,222,123,99,0.804878,0.821138,0.967636,2.279509,1.551816,2.279509,15.246784,15.493568,101,99,4694,5251,4120,1131,107,1295.862784,218.697471,0.182248,513.161662,1649.897894,2163.059556,0.451296,0.270366,0.546095,19449,237850,257299,0.075589,118092,0.458968,2900,1381,1009,15,21,13,90,33,0,13,0.948542,0.215388,7,160,126.85949,0,84,38,1
smart-calm-no-confidence,7,1200.0,222,123,99,0.861789,0.910569,0.936714,4.280372,3.869496,4.280372,15.246784,15.493568,112,106,4544,5243,4138,1105,126,1293.888512,235.584535,0.19632,512.379851,1676.454897,2188.834748,0.470717,0.278256,0.610926,20884,236023,256907,0.08129,123144,0.479333,2832,1434,963,16,20,13,92,31,106,12,0.937241,0.210757,9,162,142.176903,0,104,18,1
meshtastic-like,8,1200.0,207,100,107,0.81,0.94,0.912073,0.732,0.640283,0.732,2.232499,2.259532,94,81,4782,7722,7612,110,110,1905.666048,283.604784,0.236337,754.643755,2508.932243,3263.575998,0.671103,0.39187,0.690344,18481,359211,377692,0.048931,201602,0.533774,4652,3066,0,0,0,0,0,0,0,0,0.0,0.014245,0,0,0.0,-1,0,0,0
meshcore-like,8,1200.0,207,100,107,0.74,0.79,0.971772,0.847559,0.625879,0.847559,2.493568,2.740352,79,74,5095,6177,5297,880,82,1524.384768,203.476846,0.169564,603.656368,1879.809743,2483.466111,0.480454,0.294909,0.426611,17102,285571,302673,0.056503,129069,0.426431,2640,0,782,16,16,14,75,25,0,0,0.0,0.142464,0,0,0.0,-1,0,0,0
calm-mesh,8,1200.0,207,100,107,0.74,0.82,0.942781,0.888273,0.825433,0.888273,2.493568,2.740352,82,74,4943,5454,4429,1025,83,1345.959936,205.784718,0.171487,533.000135,1702.50861,2235.508745,0.445587,0.26828,0.469643,16853,250393,267246,0.063062,122298,0.457623,2404,1359,926,16,19,15,76,24,78,11,0.946177,0.187935,0,0,0.0,-1,0,0,0
smart-calm,8,1200.0,207,100,107,0.93,0.97,0.95823,3.821544,2.292764,3.821544,15.246784,15.690995,97,93,5024,5408,4507,901,109,1334.607872,223.802729,0.186502,528.504717,1713.371314,2241.876031,0.438123,0.260818,0.516898,19148,245844,264992,0.072259,124428,0.469554,2641,1508,777,15,16,14,84,16,75,8,0.945512,0.166605,3,140,160.59324,0,99,0,1
smart-calm-static,8,1200.0,207,100,107,0.93,0.98,0.924089,4.216237,3.324044,4.216237,15.246784,15.493568,98,93,4845,5595,4597,998,106,1380.75648,221.633655,0.184695,546.779566,1754.280507,2301.060073,0.46599,0.279619,0.502795,19067,255088,274155,0.069548,125117,0.456373,2623,1471,876,16,19,15,76,24,307,11,0.946968,0.178374,0,0,0.0,1,0,100,0
smart-calm-no-fallback,8,1200.0,207,100,107,0.9,0.92,0.952699,3.406473,2.118104,3.406473,15.246784,15.493568,92,90,4995,5312,4467,845,100,1310.916608,199.101292,0.165918,519.122977,1645.057909,2164.180886,0.425601,0.257801,0.396022,17918,242370,260288,0.068839,114140,0.438514,2127,1224,732,13,15,12,83,17,0,8,0.945846,0.159074,3,138,142.548618,0,99,0,1
smart-calm-no-confidence,8,1200.0,207,100,107,0.93,0.97,0.95823,3.821544,2.292764,3.821544,15.246784,15.690995,97,93,5024,5408,4507,901,109,1334.607872,223.802729,0.186502,528.504717,1713.371314,2241.876031,0.438123,0.260818,0.516898,19148,245844,264992,0.072259,124428,0.469554,2641,1508,777,15,16,14,84,16,75,8,0.945512,0.166605,3,140,153.173177,0,99,0,1
meshtastic-like,9,1200.0,193,90,103,0.711111,0.933333,0.916188,0.538413,0.702518,0.538413,3.459092,0.493568,84,64,4624,7187,7091,96,96,1773.636608,316.549337,0.263791,702.360097,2383.168138,3085.528235,0.658176,0.378335,1.061027,19013,333003,352016,0.054012,198225,0.563114,6647,3720,0,0,0,0,0,0,0,0,0.0,0.013357,0,0,0.0,-1,0,0,0
meshcore-like,9,1200.0,193,90,103,0.622222,0.7,0.951456,0.894779,0.63908,0.894779,2.493568,2.740352,63,56,4802,5688,4925,763,63,1403.707392,196.095433,0.163413,555.868127,1757.166044,2313.034171,0.476129,0.288948,0.527605,14933,263779,278712,0.053579,125583,0.450583,3022,0,687,13,15,11,61,29,0,0,0.0,0.134142,0,0,0.0,-1,0,0,0
calm-mesh,9,1200.0,193,90,103,0.677778,0.788889,0.949673,0.935558,0.797936,0.935558,2.493568,2.740352,71,61,4793,5161,4241,920,71,1273.652224,201.910401,0.168259,504.366281,1621.034138,2125.400419,0.437866,0.262392,0.571795,16001,236888,252889,0.063273,117770,0.465698,3086,1528,833,16,17,15,68,22,42,9,0.943274,0.17826,0,0,0.0,-1,0,0,0
smart-calm,9,1200.0,193,90,103,0.922222,0.955556,0.97444,4.711253,2.983545,4.711253,15.246784,15.493568,86,83,4918,5148,4303,845,96,1270.444032,234.696703,0.195581,503.095837,1653.546756,2156.642592,0.431242,0.254038,0.773071,18906,232611,251517,0.075168,122921,0.488718,3671,1844,735,14,15,13,73,17,91,7,0.94922,0.164141,4,130,137.417478,1,54,36,0
smart-calm-static,9,1200.0,193,90,103,0.911111,0.944444,0.948484,7.380332,5.242528,7.380332,15.246784,29.743568,85,82,4787,5724,4828,896,97,1412.591616,225.899575,0.18825,559.38628,1802.881669,2362.267949,0.485165,0.290119,0.635802,18535,261941,280476,0.066084,130980,0.466992,3267,1699,784,15,16,13,59,31,613,8,0.938699,0.156534,0,0,0.0,1,0,90,0
smart-calm-no-fallback,9,1200.0,193,90,103,0.911111,0.933333,0.983158,4.283127,3.042927,4.283127,15.45655,15.987136,84,82,4962,5187,4334,853,103,1280.068608,225.588835,0.187991,506.907169,1648.237032,2155.144201,0.427269,0.25378,0.633867,19177,234202,253379,0.075685,119484,0.471562,3221,1636,735,15,15,13,73,17,0,7,0.932788,0.16445,4,130,135.684935,1,87,3,0
smart-calm-no-confidence,9,1200.0,193,90,103,0.922222,0.955556,0.97444,4.711253,2.983545,4.711253,15.246784,15.493568,86,83,4918,5148,4303,845,96,1270.444032,234.696703,0.195581,503.095837,1653.546756,2156.642592,0.431242,0.254038,0.773071,18906,232611,251517,0.075168,122921,0.488718,3671,1844,735,14,15,13,73,17,91,7,0.94922,0.164141,4,130,130.759691,1,54,36,0
meshtastic-like,10,1200.0,208,105,103,0.742857,0.87619,0.9255,0.681231,0.719721,0.681231,4.538223,1.769956,92,78,4671,7582,7476,106,106,1871.116288,295.624659,0.246354,740.96205,2472.812705,3213.774755,0.676727,0.394002,0.758076,18916,351867,370783,0.051016,199750,0.538725,5453,3382,0,0,0,0,0,0,0,0,0.0,0.01398,0,0,0.0,-1,0,0,0
meshcore-like,10,1200.0,208,105,103,0.47619,0.495238,0.961165,0.808118,0.592443,0.808118,2.493568,2.740352,52,50,4851,5618,5015,603,52,1386.432512,185.388273,0.15449,549.027275,1711.173608,2260.200883,0.461171,0.282888,0.430738,13842,261440,275282,0.050283,119574,0.434369,2981,0,541,10,13,9,55,50,0,0,0.0,0.107334,0,0,0.0,-1,0,0,0
calm-mesh,10,1200.0,208,105,103,0.704762,0.742857,0.99782,0.90863,0.73962,0.90863,2.493568,2.740352,78,74,5036,5511,4592,919,78,1360.026624,208.351564,0.173626,538.570543,1717.162775,2255.733318,0.441435,0.26615,0.516162,16974,253065,270039,0.062858,122741,0.454531,2869,1556,826,15,21,13,75,30,154,13,0.946242,0.166757,0,0,0.0,-1,0,0,0
