protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count
meshtastic-like,15,1200.0,135,68,67,0.867647,0.985294,0.928724,0.769706,0.67491,0.769706,2.937621,2.555171,67,59,3049,5227,5147,80,80,1289.939968,198.693193,0.165578,510.816227,1705.738062,2216.55429,0.713177,0.415039,0.641712,13464,242659,256123,0.052568,137693,0.537605,4117,2370,0,0,0,0,0,0,0.0,0.015305,0,0,0.0,-1,0,0,0
meshcore-like,15,1200.0,135,68,67,0.220588,0.352941,0.925069,0.625186,0.480418,0.625186,0.740352,1.480704,24,15,3037,3919,3135,784,28,967.146496,120.923207,0.100769,382.990012,1192.053808,1575.04382,0.516069,0.316889,0.423007,8674,183357,192031,0.04517,84220,0.438575,1904,0,734,22,16,52,0,0,0.0,0.200051,0,0,0.0,-1,0,0,0
calm-mesh,15,1200.0,135,68,67,0.705882,0.735294,0.943649,1.096931,0.935025,1.096931,2.493568,2.740352,50,48,3098,3568,2782,786,52,880.525312,135.100879,0.112584,348.688024,1116.543338,1465.231361,0.465744,0.279887,0.580056,11219,163613,174832,0.06417,80661,0.461363,1997,995,718,16,38,30,68,8,0.947456,0.220291,0,0,0.0,-1,0,0,0
smart-calm,15,1200.0,135,68,67,0.941176,0.970588,0.94639,13.89423,12.876334,13.89423,35.246784,35.493568,66,64,3107,4160,3392,768,68,1026.62144,162.854185,0.135712,406.54209,1316.668731,1723.210821,0.543428,0.323753,0.823099,13127,190713,203840,0.064399,97106,0.476383,2410,1167,684,16,39,29,682,8,0.942881,0.184615,3,107,105.486709,0,67,0,1
meshtastic-like,16,1200.0,121,53,68,0.849057,0.943396,0.952881,0.529009,0.491318,0.529009,2.063074,0.493568,50,45,3175,4765,4714,51,51,1175.92576,171.562382,0.142969,465.666601,1540.641743,2006.308344,0.623077,0.365194,0.751373,11106,222379,233485,0.047566,123221,0.527747,3194,1879,0,0,0,0,0,0,0.0,0.010703,0,0,0.0,-1,0,0,0
meshcore-like,16,1200.0,121,53,68,0.396226,0.716981,0.95018,0.493568,0.441613,0.493568,0.740352,0.493568,38,21,3166,4095,3255,840,38,1010.58048,134.479064,0.112066,400.18987,1263.378572,1663.568442,0.521986,0.317095,0.627024,9714,190941,200655,0.048411,91289,0.454955,2008,0,786,16,26,27,0,0,0.0,0.205128,0,0,0.0,-1,0,0,0
calm-mesh,16,1200.0,121,53,68,0.792453,0.849057,0.957983,1.082011,0.845926,1.082011,2.493568,2.740352,45,42,3192,3500,2805,695,45,863.744,131.334996,0.109446,342.042624,1084.005556,1426.04818,0.440955,0.267082,0.609916,10629,160871,171500,0.061977,76955,0.448717,1774,957,637,13,40,13,0,5,0.952049,0.198571,0,0,0.0,-1,0,0,0
smart-calm,16,1200.0,121,53,68,0.981132,1.0,0.959184,10.909358,8.53696,10.909358,35.246784,35.493568,53,52,3196,3609,3003,606,56,890.643456,138.658249,0.115549,352.694809,1132.992575,1485.687383,0.457416,0.274213,0.748571,11350,165491,176841,0.064182,82587,0.467013,1825,1036,539,11,39,14,124,3,0.952806,0.167914,3,93,106.456342,0,52,0,1
meshtastic-like,17,1200.0,107,53,54,0.811321,0.90566,0.980348,0.646297,0.713739,0.646297,3.288236,1.858302,48,43,2594,4109,4054,55,55,1014.035456,149.515827,0.124597,401.558041,1338.981311,1740.539352,0.660045,0.384541,0.385631,9954,191387,201341,0.049439,108012,0.536463,2699,1724,0,0,0,0,0,0,0.0,0.013385,0,0,0.0,-1,0,0,0
meshcore-like,17,1200.0,107,53,54,0.320755,0.660377,0.981481,0.493568,0.486517,0.493568,0.740352,0.493568,35,17,2597,3625,2688,937,35,894.592,101.341443,0.084451,354.258432,1082.873151,1437.131583,0.549783,0.342231,0.275006,8011,169614,177625,0.045101,72580,0.408614,1113,0,884,18,20,33,0,0,0.0,0.258483,0,0,0.0,-1,0,0,0
calm-mesh,17,1200.0,107,53,54,0.735849,0.735849,0.995087,1.069666,0.822882,1.069666,2.493568,2.740352,39,39,2633,2992,2353,639,39,738.377728,104.213266,0.086844,292.39758,920.695921,1213.093501,0.454002,0.276339,0.415565,8877,137731,146608,0.060549,64055,0.436913,1273,703,588,12,35,18,0,4,0.950064,0.21357,0,0,0.0,-1,0,0,0
smart-calm,17,1200.0,107,53,54,0.924528,0.981132,0.980348,3.765295,3.603771,3.765295,18.875009,22.232282,52,49,2594,3074,2423,651,52,758.614016,112.72816,0.09394,300.41115,955.104268,1255.515419,0.475034,0.287028,0.364515,9918,140708,150626,0.065845,67192,0.446085,1382,779,588,11,39,14,101,6,0.952708,0.211776,3,92,92.950613,0,52,0,1
meshtastic-like,18,1200.0,122,67,55,0.865672,0.985075,0.926902,0.561853,0.557012,0.561853,2.477094,0.493568,66,58,2498,4766,4696,70,70,1176.172544,173.75923,0.144799,465.764327,1549.180919,2014.945246,0.78832,0.460161,0.47353,11876,221658,233534,0.050853,124478,0.533019,3129,2046,0,0,0,0,0,0,0.0,0.014687,0,0,0.0,-1,0,0,0
meshcore-like,18,1200.0,122,67,55,0.537313,0.865672,0.963636,0.548409,0.433999,0.548409,0.740352,0.987136,58,36,2597,3934,2721,1213,62,970.848256,135.295914,0.112747,384.455909,1201.633118,1586.089028,0.602389,0.368723,0.394609,12021,180745,192766,0.062361,82508,0.428022,2183,0,1126,25,43,24,0,0,0.0,0.308338,0,0,0.0,-1,0,0,0
calm-mesh,18,1200.0,122,67,55,0.731343,0.761194,0.963636,1.043801,0.775439,1.043801,2.493568,2.740352,51,49,2597,3057,2307,750,51,754.418688,106.884378,0.08907,298.7498,936.960617,1235.710418,0.467011,0.285117,0.298375,10058,139735,149793,0.067146,63699,0.425247,1286,706,686,13,43,24,2,6,0.947269,0.245339,0,0,0.0,-1,0,0,0
smart-calm,18,1200.0,122,67,55,0.955224,0.970149,0.979963,5.813835,4.370311,5.813835,35.246784,35.493568,65,64,2641,3069,2389,680,79,757.380096,126.678473,0.105565,299.922518,956.94967,1256.872188,0.464648,0.279993,0.528301,12594,137787,150381,0.083747,65287,0.434144,1449,796,588,13,55,12,0,4,0.925902,0.221571,1,107,104.640059,0,67,0,0
meshtastic-like,19,1200.0,116,67,49,0.865672,0.970149,0.979592,0.625052,0.520147,0.625052,1.890653,0.763103,65,58,2352,4656,4584,72,72,1149.026304,168.564517,0.14047,455.014416,1513.581448,1968.595864,0.816845,0.476774,0.533724,11313,216831,228144,0.049587,121621,0.533089,2814,1810,0,0,0,0,0,0,0.0,0.015464,0,0,0.0,-1,0,0,0
meshcore-like,19,1200.0,116,67,49,0.567164,0.925373,0.979592,0.506557,0.429882,0.506557,0.740352,0.493568,62,38,2352,3730,2468,1262,62,920.50432,119.789042,0.099824,364.519711,1124.965079,1489.484789,0.623215,0.385148,0.353085,10969,171801,182770,0.060015,74558,0.407933,1398,0,1176,24,42,25,0,0,0.0,0.338338,0,0,0.0,-1,0,0,0
calm-mesh,19,1200.0,116,67,49,0.791045,0.820896,0.982091,0.959882,0.777842,0.959882,2.493568,2.740352,55,53,2358,3016,2161,855,55,744.300544,107.617594,0.089681,294.743015,918.556933,1213.299948,0.503235,0.30871,0.32785,10301,137483,147784,0.069703,61289,0.41472,1086,539,784,16,46,21,0,8,0.951816,0.283488,0,0,0.0,-1,0,0,0
smart-calm,19,1200.0,116,67,49,0.925373,0.940299,0.998334,3.049501,1.680349,3.049501,2.093568,33.835907,63,62,2397,2882,2215,667,67,711.231488,110.478915,0.092066,281.647669,888.418173,1170.065842,0.47583,0.289236,0.422688,10888,130330,141218,0.077101,59779,0.42331,918,551,588,12,54,13,1,4,0.952625,0.231437,3,107,110.045672,0,67,0,0
meshtastic-like,20,1200.0,117,50,67,0.84,0.94,0.999695,0.575366,0.561831,0.575366,1.92875,0.493568,47,42,3282,4615,4563,52,52,1138.90816,160.99279,0.134161,451.007631,1488.819517,1939.827148,0.583582,0.342632,0.412755,11021,215114,226135,0.048736,118348,0.523351,3247,2061,0,0,0,0,0,0,0.0,0.011268,0,0,0.0,-1,0,0,0
meshcore-like,20,1200.0,117,50,67,0.26,0.56,0.993299,0.569502,0.580339,0.569502,0.740352,0.987136,28,13,3261,4232,3359,873,30,1044.389888,126.230792,0.105192,413.578396,1276.002795,1689.58119,0.51606,0.318995,0.395662,8978,198390,207368,0.043295,88721,0.427843,2010,0,825,18,16,34,0,0,0.0,0.206285,0,0,0.0,-1,0,0,0
calm-mesh,20,1200.0,117,50,67,0.76,0.78,0.991167,1.267978,1.177477,1.267978,2.493568,2.740352,39,38,3254,3739,2926,813,40,922.725376,127.854878,0.106546,365.399249,1147.277659,1512.676908,0.459501,0.280293,0.389771,10181,173030,183211,0.05557,80649,0.440197,1749,897,759,14,29,21,34,8,0.956662,0.217438,0,0,0.0,-1,0,0,0
smart-calm,20,1200.0,117,50,67,0.96,1.0,0.989034,11.071395,10.540612,11.071395,35.246784,35.493568,50,48,3247,3837,3243,594,59,946.910208,131.189876,0.109325,374.976442,1186.945401,1561.921843,0.474028,0.287378,0.487884,11137,176876,188013,0.059235,84389,0.448847,1487,950,524,11,33,17,316,5,0.929933,0.154808,5,90,90.056924,0,50,0,0
