protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count
meshtastic-like,3,1200.0,125,79,46,0.822785,0.962025,0.913043,0.697634,0.649045,0.697634,3.238543,2.169209,76,65,2058,4832,4747,85,85,1192.460288,177.960849,0.148301,472.214274,1557.384567,2029.598841,0.956005,0.561686,0.443509,12430,224338,236768,0.052499,122967,0.519357,3286,2110,0,0,0,0,0,0,0,0,0.0,0.017591,0,0,0.0,-1,0,0,0
meshcore-like,3,1200.0,125,79,46,0.443038,0.468354,1.0,0.942925,0.671851,0.942925,2.493568,2.740352,37,35,2254,2881,2342,539,37,710.984704,88.230036,0.073525,281.549943,862.062485,1143.612428,0.499612,0.310609,0.323386,7697,133472,141169,0.054523,57031,0.403991,973,0,492,10,12,8,34,45,0,0,0.0,0.187088,0,0,0.0,-1,0,0,0
etx-mesh,3,1200.0,125,79,46,0.518987,0.544304,0.999556,0.931965,0.66479,0.931965,2.493568,2.740352,43,41,2253,2709,2016,693,43,668.537856,98.028307,0.08169,264.740991,843.725906,1108.466897,0.483203,0.291429,0.348239,8773,123968,132741,0.066091,60027,0.452211,1223,627,638,12,14,9,39,40,0,6,0.467524,0.255814,0,0,0.0,-1,0,0,0
ett-mesh,3,1200.0,125,79,46,0.518987,0.544304,0.999556,0.931965,0.66479,0.931965,2.493568,2.740352,43,41,2253,2709,2016,693,43,668.537856,98.028307,0.08169,264.740991,843.725906,1108.466897,0.483203,0.291429,0.348239,8773,123968,132741,0.066091,60027,0.452211,1223,627,638,12,14,9,39,40,0,6,0.770725,0.255814,0,0,0.0,-1,0,0,0
minhop-mesh,3,1200.0,125,79,46,0.518987,0.544304,0.999556,0.931965,0.66479,0.931965,2.493568,2.740352,43,41,2253,2709,2016,693,43,668.537856,98.028307,0.08169,264.740991,843.725906,1108.466897,0.483203,0.291429,0.348239,8773,123968,132741,0.066091,60027,0.452211,1223,627,638,12,14,9,39,40,0,6,0.946913,0.255814,0,0,0.0,-1,0,0,0
meshecho,3,1200.0,125,79,46,0.759494,0.78481,0.978261,1.009591,0.746162,1.009591,2.493568,2.740352,62,60,2205,2951,2138,813,62,728.259584,106.117055,0.088431,288.390795,897.661956,1186.052751,0.523644,0.321527,0.278208,10623,133976,144599,0.073465,59206,0.40945,919,549,737,14,17,13,58,21,87,9,0.951326,0.2755,0,0,0.0,-1,0,0,0
meshtastic-like,4,1200.0,123,53,70,0.830189,0.924528,0.933528,0.706323,0.601385,0.706323,2.691371,2.218187,49,44,3202,4504,4449,55,55,1111.515136,175.974274,0.146645,440.159994,1478.879514,1919.039507,0.591201,0.342426,0.571929,11805,208499,220304,0.053585,120057,0.544961,3774,2249,0,0,0,0,0,0,0,0,0.0,0.012211,0,0,0.0,-1,0,0,0
meshcore-like,4,1200.0,123,53,70,0.433962,0.490566,0.955394,1.079686,0.938102,1.079686,2.493568,2.740352,26,23,3277,4061,3371,690,26,1002.189824,126.964702,0.105804,396.86717,1244.136068,1641.003238,0.497274,0.303694,0.398636,9349,189542,198891,0.047006,88258,0.443751,2341,0,652,12,14,9,24,29,0,0,0.0,0.169909,0,0,0.0,-1,0,0,0
etx-mesh,4,1200.0,123,53,70,0.509434,0.566038,0.968513,1.076068,0.920819,1.076068,2.493568,2.740352,30,27,3322,3545,2770,775,30,874.84928,129.510585,0.107925,346.440315,1133.470701,1479.911016,0.441896,0.261227,0.443946,9694,164011,173705,0.055807,86888,0.500204,2137,1111,731,14,15,10,27,26,0,7,0.466602,0.218618,0,0,0.0,-1,0,0,0
ett-mesh,4,1200.0,123,53,70,0.509434,0.566038,0.968513,1.076068,0.920819,1.076068,2.493568,2.740352,30,27,3322,3545,2770,775,30,874.84928,129.510585,0.107925,346.440315,1133.470701,1479.911016,0.441896,0.261227,0.443946,9694,164011,173705,0.055807,86888,0.500204,2137,1111,731,14,15,10,27,26,0,7,0.770635,0.218618,0,0,0.0,-1,0,0,0
minhop-mesh,4,1200.0,123,53,70,0.509434,0.566038,0.968513,1.076068,0.920819,1.076068,2.493568,2.740352,30,27,3322,3545,2770,775,30,874.84928,129.510585,0.107925,346.440315,1133.470701,1479.911016,0.441896,0.261227,0.443946,9694,164011,173705,0.055807,86888,0.500204,2137,1111,731,14,15,10,27,26,0,7,0.945544,0.218618,0,0,0.0,-1,0,0,0
meshecho,4,1200.0,123,53,70,0.528302,0.584906,0.955102,1.135506,0.971553,1.135506,2.493568,2.740352,31,28,3276,3712,2836,876,31,916.062208,133.03403,0.110862,362.760634,1165.010289,1527.770923,0.4624,0.277259,0.416888,9952,171789,181741,0.054759,85857,0.472414,2190,983,830,15,17,11,27,26,11,9,0.949685,0.235991,0,0,0.0,-1,0,0,0
meshtastic-like,5,1200.0,105,54,51,0.759259,1.0,0.986795,0.565024,0.87614,0.565024,3.355454,0.493568,54,41,2466,4308,4238,70,70,1063.145472,158.649447,0.132208,421.005607,1396.054544,1817.060151,0.724795,0.424071,0.359254,10609,200483,211092,0.050258,111474,0.528083,3147,1812,0,0,0,0,0,0,0,0,0.0,0.016249,0,0,0.0,-1,0,0,0
meshcore-like,5,1200.0,105,54,51,0.555556,0.555556,1.0,1.09271,0.845926,1.09271,2.493568,2.740352,30,30,2499,3166,2584,582,30,781.318144,92.802884,0.077336,309.401985,948.729245,1258.13123,0.497482,0.308944,0.283432,7507,147627,155134,0.04839,63810,0.411322,1072,0,541,11,13,9,25,29,0,0,0.0,0.183828,0,0,0.0,-1,0,0,0
etx-mesh,5,1200.0,105,54,51,0.685185,0.703704,0.987995,1.167505,0.870515,1.167505,2.493568,2.740352,38,37,2469,2955,2160,795,43,729.24672,108.804614,0.090671,288.781701,928.656311,1217.438012,0.485809,0.291,0.370099,9339,135456,144795,0.064498,67606,0.466908,1518,739,737,15,17,12,32,22,0,9,0.45111,0.269036,0,0,0.0,-1,0,0,0
ett-mesh,5,1200.0,105,54,51,0.685185,0.703704,0.987995,1.167505,0.870515,1.167505,2.493568,2.740352,38,37,2469,2955,2160,795,43,729.24672,108.804614,0.090671,288.781701,928.656311,1217.438012,0.485809,0.291,0.370099,9339,135456,144795,0.064498,67606,0.466908,1518,739,737,15,17,12,32,22,0,9,0.757883,0.269036,0,0,0.0,-1,0,0,0
minhop-mesh,5,1200.0,105,54,51,0.685185,0.703704,0.987995,1.167505,0.870515,1.167505,2.493568,2.740352,38,37,2469,2955,2160,795,43,729.24672,108.804614,0.090671,288.781701,928.673088,1217.454789,0.485816,0.291,0.370099,9339,135456,144795,0.064498,67610,0.466936,1518,739,737,15,17,12,32,22,0,9,0.928581,0.269036,0,0,0.0,-1,0,0,0
meshecho,5,1200.0,105,54,51,0.555556,0.555556,0.9992,1.23427,0.987486,1.23427,2.493568,2.740352,30,30,2497,3047,2317,730,30,751.950848,101.459008,0.084549,297.772536,930.04875,1227.821286,0.485881,0.297567,0.312846,8009,141294,149303,0.053643,64856,0.434392,1335,592,686,14,16,10,25,29,71,8,0.947944,0.23958,0,0,0.0,-1,0,0,0
meshtastic-like,6,1200.0,107,62,45,0.887097,0.951613,0.93288,0.586404,0.364852,0.586404,0.352142,0.493568,59,55,2057,4050,3986,64,64,999.4752,150.670194,0.125558,395.792179,1319.294234,1715.086413,0.812067,0.473236,0.783082,10337,188064,198401,0.052102,106100,0.534776,2677,1632,0,0,0,0,0,0,0,0,0.0,0.015802,0,0,0.0,-1,0,0,0
meshcore-like,6,1200.0,107,62,45,0.790323,0.83871,0.911111,0.997948,0.80848,0.997948,2.493568,2.740352,52,49,2009,2861,2109,752,52,706.049024,100.950778,0.084126,279.595414,878.855638,1158.451052,0.562901,0.343075,0.364349,9472,130717,140189,0.067566,59906,0.427323,1232,0,687,13,15,13,43,19,0,0,0.0,0.262845,0,0,0.0,-1,0,0,0
etx-mesh,6,1200.0,107,62,45,0.822581,0.887097,0.974603,1.022223,0.818693,1.022223,2.493568,2.740352,55,51,2149,2694,1891,803,55,664.836096,106.356306,0.08863,263.275094,857.172172,1120.447266,0.509294,0.302198,0.509094,9903,122054,131957,0.075047,62444,0.473215,1189,629,734,14,16,14,45,17,0,9,0.474053,0.29807,0,0,0.0,-1,0,0,0
ett-mesh,6,1200.0,107,62,45,0.822581,0.887097,0.974603,1.022223,0.818693,1.022223,2.493568,2.740352,55,51,2149,2694,1891,803,55,664.836096,106.356306,0.08863,263.275094,857.172172,1120.447266,0.509294,0.302198,0.509094,9903,122054,131957,0.075047,62444,0.473215,1189,629,734,14,16,14,45,17,0,9,0.776117,0.29807,0,0,0.0,-1,0,0,0
minhop-mesh,6,1200.0,107,62,45,0.822581,0.887097,0.974603,1.022223,0.818693,1.022223,2.493568,2.740352,55,51,2149,2694,1891,803,55,664.836096,106.356306,0.08863,263.275094,857.172172,1120.447266,0.509294,0.302198,0.509094,9903,122054,131957,0.075047,62444,0.473215,1189,629,734,14,16,14,45,17,0,9,0.954053,0.29807,0,0,0.0,-1,0,0,0
meshecho,6,1200.0,107,62,45,0.83871,0.903226,0.969615,1.050518,0.844194,1.050518,2.493568,2.740352,56,52,2138,2754,1951,803,56,679.643136,110.08765,0.09174,269.138682,863.597524,1132.736206,0.517231,0.310339,0.53492,10235,124662,134897,0.075873,60690,0.449899,1428,649,733,14,16,14,45,17,46,9,0.954053,0.291576,0,0,0.0,-1,0,0,0
meshtastic-like,7,1200.0,128,68,60,0.926471,0.985294,0.981973,0.623244,0.492224,0.623244,2.298085,0.493568,67,63,2887,5062,4988,74,74,1249.220608,183.275062,0.152729,494.691361,1640.872203,2135.563564,0.72392,0.423465,0.547416,12820,235218,248038,0.051686,130763,0.527189,3467,2095,0,0,0,0,0,0,0,0,0.0,0.014619,0,0,0.0,-1,0,0,0
meshcore-like,7,1200.0,128,68,60,0.808824,0.823529,0.966667,0.983775,0.728238,0.983775,2.493568,2.740352,56,55,2842,3664,2960,704,56,904.216576,126.227933,0.10519,358.069764,1120.997466,1479.06723,0.510551,0.312122,0.401554,11462,168074,179536,0.063842,76472,0.425942,1979,0,636,12,13,12,46,22,0,0,0.0,0.19214,0,0,0.0,-1,0,0,0
etx-mesh,7,1200.0,128,68,60,0.882353,0.911765,0.966667,0.942925,0.717884,0.942925,2.493568,2.740352,62,60,2842,3276,2465,811,62,808.464384,124.358666,0.103632,320.151896,1038.021508,1358.173404,0.468013,0.278589,0.384462,11746,148778,160524,0.073173,75337,0.469319,1595,898,735,14,15,13,51,17,0,7,0.462924,0.247558,0,0,0.0,-1,0,0,0
ett-mesh,7,1200.0,128,68,60,0.882353,0.911765,0.966667,0.942925,0.717884,0.942925,2.493568,2.740352,62,60,2842,3276,2465,811,62,808.464384,124.358666,0.103632,320.151896,1038.021508,1358.173404,0.468013,0.278589,0.384462,11746,148778,160524,0.073173,75337,0.469319,1595,898,735,14,15,13,51,17,0,7,0.765425,0.247558,0,0,0.0,-1,0,0,0
minhop-mesh,7,1200.0,128,68,60,0.882353,0.911765,0.966667,0.942925,0.717884,0.942925,2.493568,2.740352,62,60,2842,3276,2465,811,62,808.464384,124.358666,0.103632,320.151896,1037.996344,1358.14824,0.468004,0.278589,0.384462,11746,148778,160524,0.073173,75331,0.469282,1595,898,735,14,15,13,51,17,0,7,0.942689,0.247558,0,0,0.0,-1,0,0,0
meshecho,7,1200.0,128,68,60,0.897059,0.911765,0.933333,0.972391,0.754122,0.972391,2.493568,2.740352,62,61,2744,3332,2429,903,62,822.284288,129.270329,0.107725,325.624578,1041.376784,1367.001362,0.487345,0.293149,0.386486,12051,151217,163268,0.073811,73052,0.447436,1705,803,827,14,17,14,51,17,8,9,0.946227,0.271008,0,0,0.0,-1,0,0,0
meshtastic-like,8,1200.0,125,63,62,0.857143,0.952381,0.950296,0.524599,0.448346,0.524599,1.839153,0.493568,60,54,2887,4789,4726,63,63,1181.848576,173.594861,0.144662,468.012036,1554.004127,2022.016163,0.687527,0.401853,0.504668,11712,222949,234661,0.04991,124377,0.530028,3126,1954,0,0,0,0,0,0,0,0,0.0,0.013155,0,0,0.0,-1,0,0,0
meshcore-like,8,1200.0,125,63,62,0.761905,0.761905,0.967742,1.055264,0.80848,1.055264,2.493568,2.740352,48,48,2940,3802,3054,748,48,938.272768,116.588284,0.097157,371.556016,1144.836696,1516.392713,0.507494,0.314014,0.282762,10416,175882,186298,0.05591,76273,0.409414,1424,0,686,14,14,13,39,24,0,0,0.0,0.196739,0,0,0.0,-1,0,0,0
etx-mesh,8,1200.0,125,63,62,0.761905,0.761905,0.967742,1.055264,0.80848,1.055264,2.493568,2.740352,48,48,2940,3335,2587,748,48,823.02464,115.098386,0.095915,325.917757,1040.319872,1366.237629,0.457242,0.275443,0.276408,10230,153185,163415,0.062601,74418,0.455393,1236,762,686,14,14,13,39,24,0,6,0.466188,0.224288,0,0,0.0,-1,0,0,0
ett-mesh,8,1200.0,125,63,62,0.761905,0.761905,0.967742,1.055264,0.80848,1.055264,2.493568,2.740352,48,48,2940,3335,2587,748,48,823.02464,115.098386,0.095915,325.917757,1040.319872,1366.237629,0.457242,0.275443,0.276408,10230,153185,163415,0.062601,74418,0.455393,1236,762,686,14,14,13,39,24,0,6,0.768768,0.224288,0,0,0.0,-1,0,0,0
minhop-mesh,8,1200.0,125,63,62,0.761905,0.761905,0.967742,1.055264,0.80848,1.055264,2.493568,2.740352,48,48,2940,3335,2587,748,48,823.02464,115.098386,0.095915,325.917757,1040.319872,1366.237629,0.457242,0.275443,0.276408,10230,153185,163415,0.062601,74418,0.455393,1236,762,686,14,14,13,39,24,0,6,0.94591,0.224288,0,0,0.0,-1,0,0,0
meshecho,8,1200.0,125,63,62,0.761905,0.761905,0.983871,1.055264,0.80848,1.055264,2.493568,2.740352,48,48,2989,3438,2690,748,48,848.443392,110.611051,0.092176,335.983583,1043.146691,1379.130275,0.454109,0.279369,0.274055,10012,158450,168462,0.059432,70266,0.417103,978,644,686,14,14,13,39,24,0,6,0.94591,0.217568,0,0,0.0,-1,0,0,0
meshtastic-like,9,1200.0,127,58,69,0.810345,0.965517,0.981662,0.657158,0.612077,0.657158,3.12046,1.84934,56,47,3319,4914,4851,63,63,1212.696576,188.265085,0.156888,480.227844,1610.263705,2090.491549,0.621061,0.360278,0.632827,12482,228304,240786,0.051839,131390,0.545671,3954,2371,0,0,0,0,0,0,0,0,0.0,0.012821,0,0,0.0,-1,0,0,0
meshcore-like,9,1200.0,127,58,69,0.706897,0.775862,0.978705,1.12044,0.856895,1.12044,2.493568,2.740352,45,41,3309,4128,3428,700,47,1018.724352,129.001095,0.107501,403.414843,1253.010771,1656.425614,0.494455,0.304097,0.385855,10816,191456,202272,0.053473,85876,0.424557,1719,0,639,14,15,13,37,21,0,0,0.0,0.169574,0,0,0.0,-1,0,0,0
etx-mesh,9,1200.0,127,58,69,0.741379,0.810345,0.98462,1.120577,0.868235,1.120577,2.493568,2.740352,47,43,3329,3676,2876,800,47,907.177984,134.370736,0.111976,359.242482,1160.832971,1520.075453,0.450793,0.269033,0.414531,11185,168939,180124,0.062096,85615,0.475311,1886,1019,738,15,18,14,38,20,0,11,0.470649,0.217628,0,0,0.0,-1,0,0,0
ett-mesh,9,1200.0,127,58,69,0.741379,0.810345,0.98462,1.120577,0.868235,1.120577,2.493568,2.740352,47,43,3329,3676,2876,800,47,907.177984,134.370736,0.111976,359.242482,1160.832971,1520.075453,0.450793,0.269033,0.414531,11185,168939,180124,0.062096,85615,0.475311,1886,1019,738,15,18,14,38,20,0,11,0.773214,0.217628,0,0,0.0,-1,0,0,0
minhop-mesh,9,1200.0,127,58,69,0.741379,0.810345,0.98462,1.120577,0.868235,1.120577,2.493568,2.740352,47,43,3329,3676,2876,800,47,907.177984,134.423286,0.112019,359.242482,1160.799419,1520.0419,0.450783,0.269033,0.414531,11186,168938,180124,0.062102,85606,0.475261,1887,1019,738,15,18,14,38,20,0,11,0.950379,0.217628,0,0,0.0,-1,0,0,0
meshecho,9,1200.0,127,58,69,0.827586,0.896552,0.970127,1.27388,1.010279,1.27388,2.493568,2.740352,52,48,3280,3865,3010,855,52,953.82016,133.261955,0.111052,377.712783,1189.696727,1567.40951,0.470976,0.286605,0.388391,11450,177935,189385,0.060459,83055,0.438551,1640,935,787,16,19,15,38,20,123,11,0.951225,0.221216,0,0,0.0,-1,0,0,0
meshtastic-like,10,1200.0,133,72,61,0.861111,0.944444,0.947474,0.636588,0.548243,0.636588,3.524719,0.493568,68,62,2832,5120,5043,77,77,1263.53408,193.546278,0.161289,500.359496,1671.078069,2171.437565,0.750324,0.436605,0.562213,13066,237814,250880,0.052081,134691,0.536874,3746,2342,0,0,0,0,0,0,0,0,0.0,0.015039,0,0,0.0,-1,0,0,0
meshcore-like,10,1200.0,133,72,61,0.736111,0.75,0.965206,1.002274,0.746069,1.002274,2.493568,2.740352,54,53,2885,3708,3005,703,54,915.075072,122.534664,0.102112,362.369729,1125.787121,1488.15685,0.50652,0.311462,0.343915,10956,170736,181692,0.0603,75768,0.417013,1635,0,636,13,14,12,49,23,0,0,0.0,0.18959,0,0,0.0,-1,0,0,0
etx-mesh,10,1200.0,133,72,61,0.833333,0.875,0.981265,1.017818,0.746069,1.017818,2.493568,2.740352,63,60,2933,3353,2540,813,63,827.466752,132.606743,0.110506,327.676834,1067.237568,1394.914402,0.466059,0.276467,0.407686,12086,152211,164297,0.073562,78112,0.475432,1674,973,736,14,16,14,56,16,0,8,0.470514,0.242469,0,0,0.0,-1,0,0,0
ett-mesh,10,1200.0,133,72,61,0.833333,0.875,0.981265,1.017818,0.746069,1.017818,2.493568,2.740352,63,60,2933,3353,2540,813,63,827.466752,132.606743,0.110506,327.676834,1067.237568,1394.914402,0.466059,0.276467,0.407686,12086,152211,164297,0.073562,78112,0.475432,1674,973,736,14,16,14,56,16,0,8,0.772578,0.242469,0,0,0.0,-1,0,0,0
minhop-mesh,10,1200.0,133,72,61,0.833333,0.875,0.981265,1.017818,0.746069,1.017818,2.493568,2.740352,63,60,2933,3354,2541,813,63,827.713536,132.574219,0.110479,327.77456,1067.22918,1395.00374,0.466089,0.27655,0.407686,12086,152260,164346,0.07354,78062,0.474986,1673,972,736,14,16,14,56,16,0,8,0.950514,0.242397,0,0,0.0,-1,0,0,0
meshecho,10,1200.0,133,72,61,0.847222,0.888889,0.981934,1.04201,0.769518,1.04201,2.493568,2.740352,64,61,2935,3439,2625,814,64,848.690176,129.377963,0.107815,336.08131,1065.610259,1401.691569,0.467854,0.283274,0.383798,12100,156411,168511,0.071805,73492,0.436126,1585,855,736,14,16,14,56,16,43,8,0.950514,0.236697,0,0,0.0,-1,0,0,0
meshtastic-like,11,1200.0,140,66,74,0.833333,0.939394,0.917264,0.601304,0.458199,0.601304,1.705401,0.888501,62,55,3326,5223,5155,68,68,1288.952832,188.175992,0.156813,510.425321,1683.333212,2193.758533,0.648849,0.381234,0.504181,12862,243065,255927,0.050257,133359,0.521082,3687,2288,0,0,0,0,0,0,0,0,0.0,0.013019,0,0,0.0,-1,0,0,0
meshcore-like,11,1200.0,140,66,74,0.681818,0.69697,0.918919,0.942925,0.735215,0.942925,2.493568,2.740352,46,45,3332,4202,3457,745,46,1036.986368,141.103248,0.117586,410.646602,1280.574357,1691.220959,0.500806,0.307073,0.461869,11198,194700,205898,0.054386,89075,0.432617,2357,0,687,12,15,11,41,25,0,0,0.0,0.177297,0,0,0.0,-1,0,0,0
etx-mesh,11,1200.0,140,66,74,0.80303,0.818182,0.91754,1.002274,0.787676,1.002274,2.493568,2.740352,54,53,3327,3808,2856,952,54,939.753472,145.147994,0.120957,372.142375,1202.849406,1574.991781,0.465974,0.278034,0.476052,12311,174281,186592,0.065978,88436,0.473954,2225,1113,882,16,18,15,46,20,0,10,0.471336,0.25,0,0,0.0,-1,0,0,0
ett-mesh,11,1200.0,140,66,74,0.80303,0.818182,0.91754,1.002274,0.787676,1.002274,2.493568,2.740352,54,53,3327,3808,2856,952,54,939.753472,145.147994,0.120957,372.142375,1202.849406,1574.991781,0.465974,0.278034,0.476052,12311,174281,186592,0.065978,88436,0.473954,2225,1113,882,16,18,15,46,20,0,10,0.773838,0.25,0,0,0.0,-1,0,0,0
minhop-mesh,11,1200.0,140,66,74,0.80303,0.818182,0.91754,1.002274,0.787676,1.002274,2.493568,2.740352,54,53,3327,3808,2856,952,54,939.753472,145.173652,0.120978,372.142375,1202.832629,1574.975004,0.465969,0.278034,0.476052,12308,174284,186592,0.065962,88435,0.473949,2222,1113,882,16,18,15,46,20,0,10,0.951101,0.25,0,0,0.0,-1,0,0,0
meshecho,11,1200.0,140,66,74,0.69697,0.712121,0.9385,0.933156,0.724823,0.933156,2.493568,2.740352,47,46,3403,3797,2951,846,47,937.038848,146.84381,0.12237,371.067384,1189.025672,1560.093055,0.452332,0.271684,0.583253,11929,174124,186053,0.064116,85983,0.462143,2727,1201,784,15,16,12,42,24,6,8,0.943755,0.222807,0,0,0.0,-1,0,0,0
meshtastic-like,12,1200.0,132,63,69,0.761905,0.888889,0.947649,0.557369,0.584139,0.557369,3.248495,0.493568,56,48,3204,4907,4847,60,60,1210.969088,181.789802,0.151492,479.543759,1594.418417,2073.962176,0.63775,0.372377,0.505087,12142,228301,240443,0.050498,128181,0.533103,3642,2236,0,0,0,0,0,0,0,0,0.0,0.012227,0,0,0.0,-1,0,0,0
