protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
smart-calm-no-fallback,7,600.0,5,5,0,0.4,0.4,0.0,2.631616,2.487744,2.631616,2.667744,2.811616,2,2,0,259,4,255,4,18.631424,8.229752,0.013716,7.378044,29.624888,37.002932,18.501466,9.315712,2.487744,1897,10794,12691,0.149476,9139,0.720117,1147,0,245,6,5,2,0,5,0,1,0.814472,0.984556,3,25,-2.107238,2,2,2,1,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,2,2,0.4,0.024489795918367346,2.0,0.00014660439130281756,0.20726413012680023,0.9852456636622906,0.9999676687176609,0.999999999830197,0.52,0.32326530612244897
smart-calm-no-confidence,7,600.0,5,5,0,0.6,0.8,0.0,15.287744,11.923809,15.287744,15.205018,15.417229,4,3,0,300,41,259,7,21.5808,10.337114,0.017229,8.545997,34.378171,42.924168,14.308056,7.1936,11.923809,2261,12439,14700,0.15381,10289,0.699932,1374,94,245,7,5,2,0,5,33,1,0.794663,0.863333,3,25,0.440789,0,2,3,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,2,2,0.4,0.02857142857142857,2.5,0.00014660439130281756,0.20726413012680023,0.9852456636622906,0.9999676687176609,0.999999999830197,0.52,0.32326530612244897
meshtastic-like,8,600.0,3,3,0,0.333333,1.0,0.0,2.188223,1.21426,2.188223,1.992565,2.188223,3,1,0,44,40,4,4,3.165184,2.221446,0.003702,1.253413,5.171396,6.424809,6.424809,3.165184,1.21426,712,1444,2156,0.330241,1112,0.51577,455,136,0,0,0,0,0,0,0,0,0.0,0.090909,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.0,0.0,0.0004499938114589749,0.2681528720352514,0.9878314683708818,0.999972172843223,0.9999999997336875,0.5134693877551021,0.2938775510204082
meshcore-like,8,600.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,151,0,151,0,10.862336,3.991968,0.006653,4.301485,17.003258,21.304743,0.0,0.0,0.0,850,6549,7399,0.11488,5423,0.732937,633,0,147,4,3,0,0,3,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.027210884353741496,0.0,0.0004499938114589749,0.2681528720352514,0.9878314683708818,0.999972172843223,0.9999999997336875,0.5134693877551021,0.2938775510204082
calm-mesh,8,600.0,3,3,0,0.333333,0.333333,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,157,3,154,2,11.293952,4.48452,0.007474,4.472405,17.75635,22.228755,22.228755,11.293952,2.287744,1066,6627,7693,0.138568,5531,0.718965,578,0,147,5,3,2,0,3,0,0,0.792064,0.980892,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,2,2,0.6666666666666666,0.034013605442176874,2.0,0.0004499938114589749,0.2681528720352514,0.9878314683708818,0.999972172843223,0.9999999997336875,0.5134693877551021,0.2938775510204082
smart-calm,8,600.0,3,3,0,0.333333,0.333333,0.0,15.431616,15.215808,15.431616,15.215808,15.431616,1,1,0,164,8,156,3,11.797504,4.758681,0.007931,4.671812,18.502107,23.173918,23.173918,11.797504,15.215808,1221,6815,8036,0.151941,5622,0.699602,534,0,147,6,3,1,0,3,2,0,0.757814,0.95122,2,23,-2.133392,1,2,1,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,1,1,0.3333333333333333,0.04081632653061224,3.0,0.0004499938114589749,0.2681528720352514,0.9878314683708818,0.999972172843223,0.9999999997336875,0.5134693877551021,0.2938775510204082
smart-calm-static,8,600.0,3,3,0,0.333333,1.0,0.0,2.431616,11.06299,2.431616,15.753556,2.431616,3,1,0,192,37,155,4,13.811712,5.703698,0.009506,5.469438,21.702749,27.172187,27.172187,13.811712,11.06299,1357,8051,9408,0.144239,6697,0.711841,813,52,147,4,3,1,0,3,35,0,0.793906,0.807292,0,0,0.0,1,0,3,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,1,1,0.3333333333333333,0.027210884353741496,2.0,0.0004499938114589749,0.2681528720352514,0.9878314683708818,0.999972172843223,0.9999999997336875,0.5134693877551021,0.2938775510204082
smart-calm-no-fallback,8,600.0,3,3,0,0.333333,0.333333,0.0,15.431616,15.215808,15.431616,15.215808,15.431616,1,1,0,163,6,157,3,11.725568,4.775542,0.007959,4.643325,18.399412,23.042737,23.042737,11.725568,15.215808,1131,6856,7987,0.141605,5638,0.705897,520,0,147,7,3,1,0,3,0,0,0.757785,0.96319,2,23,-2.66222,1,2,1,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,1,1,0.3333333333333333,0.047619047619047616,3.0,0.0004499938114589749,0.2681528720352514,0.9878314683708818,0.999972172843223,0.9999999997336875,0.5134693877551021,0.2938775510204082
smart-calm-no-confidence,8,600.0,3,3,0,0.666667,0.666667,0.0,15.463112,15.355208,15.463112,15.610153,15.750428,2,2,0,165,10,155,3,11.86944,4.825292,0.008042,4.700298,18.621917,23.322215,11.661108,5.93472,15.355208,1118,6967,8085,0.138281,5680,0.702536,626,30,147,5,3,0,0,3,10,0,0.634524,0.939394,2,23,1.005346,1,2,1,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.034013605442176874,0.0,0.0004499938114589749,0.2681528720352514,0.9878314683708818,0.999972172843223,0.9999999997336875,0.5134693877551021,0.2938775510204082
meshtastic-like,9,600.0,11,11,0,0.636364,1.0,0.0,1.407176,1.197345,1.407176,2.347371,2.58727,11,7,0,156,135,21,21,11.222016,8.361696,0.013936,4.443918,18.399412,22.843331,3.263333,1.603145,1.197345,2549,5095,7644,0.333464,3486,0.456044,1506,495,0,0,0,0,0,0,0,0,0.0,0.134615,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.0,0.0,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
meshcore-like,9,600.0,11,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,553,0,553,0,39.780608,16.367756,0.02728,15.753121,63.054358,78.807479,0.0,0.0,0.0,3213,23884,27097,0.118574,20465,0.75525,2425,0,539,14,11,0,0,11,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.025974025974025976,0.0,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
calm-mesh,9,600.0,11,11,0,0.545455,0.545455,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,6,6,0,586,14,572,12,42.154496,18.564262,0.03094,16.69318,66.959191,83.652371,13.942062,7.025749,2.287744,4069,24645,28714,0.141708,20802,0.724455,2200,0,539,21,11,8,0,11,0,0,0.78987,0.976109,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,8,8,0.7272727272727273,0.03896103896103896,2.0,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
smart-calm,9,600.0,11,11,0,0.636364,0.727273,0.0,8.086501,8.924405,8.086501,15.615058,15.287744,8,7,0,607,32,575,16,43.665152,19.744332,0.032907,17.2914,69.352948,86.644348,12.377764,6.237879,8.924405,4476,25267,29743,0.150489,21111,0.70978,2294,27,539,20,11,7,0,11,12,0,0.801017,0.947282,7,31,4.83874,2,6,1,4,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,7,7,0.6363636363636364,0.03710575139146568,2.142857142857143,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
smart-calm-static,9,600.0,11,11,0,0.545455,0.818182,0.0,6.693013,9.623544,6.693013,15.832016,15.251776,9,6,0,632,59,573,16,45.463552,20.357883,0.03393,18.003567,72.299299,90.302866,15.050478,7.577259,9.623544,4423,26545,30968,0.142825,22449,0.72491,2489,103,539,18,11,6,0,11,45,0,0.753042,0.906646,0,0,0.0,1,0,11,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,6,6,0.5454545454545454,0.03339517625231911,2.1666666666666665,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
smart-calm-no-fallback,9,600.0,11,11,0,0.727273,0.727273,0.0,6.163632,6.01976,6.163632,20.534227,20.678099,8,8,0,593,18,575,16,42.658048,18.962099,0.031603,16.892587,67.641375,84.533962,10.566745,5.332256,6.01976,4188,24869,29057,0.144131,20838,0.717142,2080,0,539,20,11,8,0,11,0,0,0.781116,0.969646,6,31,8.894156,2,4,1,6,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,8,8,0.7272727272727273,0.03710575139146568,2.0,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
smart-calm-no-confidence,9,600.0,11,11,0,0.545455,0.727273,0.0,11.635227,12.582647,11.635227,16.301424,16.340306,8,6,0,690,123,567,14,49.63584,21.968712,0.036615,19.655793,78.842399,98.498192,16.416365,8.27264,12.582647,4751,29059,33810,0.140521,24557,0.726324,2940,269,539,14,11,2,0,11,120,0,0.621944,0.821739,3,30,0.609456,2,2,2,7,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,2,2,0.18181818181818182,0.025974025974025976,2.5,0.00015682240427974036,0.09133431926194398,0.9674936575062946,0.9999363977950214,0.9999999997412788,0.5518367346938775,0.35918367346938773
meshtastic-like,10,600.0,6,6,0,0.0,1.0,0.0,0.0,0.886646,0.0,1.237561,0.0,6,0,0,65,58,7,7,4.67584,3.690759,0.006151,1.851633,7.680074,9.531706,0.0,0.0,0.886646,1260,1925,3185,0.395604,1293,0.405965,851,275,0,0,0,0,0,0,0,0,0.0,0.107692,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.0,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
meshcore-like,10,600.0,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,299,0,299,0,21.508864,8.701109,0.014502,8.51751,34.055417,42.572928,0.0,0.0,0.0,1773,12878,14651,0.121016,11011,0.751553,1354,0,293,6,6,0,0,6,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.020477815699658702,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
calm-mesh,10,600.0,6,6,0,0.166667,0.166667,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,308,3,305,2,22.156288,9.803007,0.016338,8.77389,35.28775,44.06164,44.06164,22.156288,2.287744,1934,13158,15092,0.128147,11269,0.746687,1308,0,294,9,6,2,0,6,0,0,0.775085,0.99026,0,0,0.0,-1,0,0,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,2,2,0.3333333333333333,0.030612244897959183,2.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm,10,600.0,6,6,0,0.5,0.666667,0.0,6.802368,8.950061,6.802368,15.650688,13.912646,4,3,0,334,19,315,7,24.026624,10.942088,0.018237,9.514543,38.229211,47.743754,15.914585,8.008875,8.950061,2455,13911,16366,0.150006,11782,0.719907,1428,28,294,14,6,3,0,6,12,0,0.644125,0.943114,11,26,-0.932022,2,2,3,1,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,3,3,0.5,0.047619047619047616,2.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm-static,10,600.0,6,6,0,0.333333,1.0,0.0,8.85968,13.356587,8.85968,16.110911,14.644938,6,2,0,355,42,313,10,25.53728,11.626718,0.019378,10.112763,40.603408,50.716171,25.358085,12.76864,13.356587,2699,14696,17395,0.15516,12285,0.706237,1499,104,293,10,6,2,0,6,36,0,0.78386,0.88169,0,0,0.0,1,0,6,0,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,2,2,0.3333333333333333,0.034129692832764506,2.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm-no-fallback,10,600.0,6,6,0,0.333333,0.333333,0.0,2.631616,2.487744,2.631616,2.667744,2.811616,2,2,0,312,4,308,4,22.444032,10.280495,0.017134,8.887837,35.764546,44.652382,22.326191,11.222016,2.487744,2192,13096,15288,0.14338,11226,0.734301,1418,0,293,11,6,2,0,6,0,0,0.777714,0.987179,10,26,-4.330195,2,2,3,1,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,2,2,0.3333333333333333,0.03754266211604096,2.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
smart-calm-no-confidence,10,600.0,6,6,0,0.0,0.333333,0.0,0.0,15.930719,0.0,15.974532,0.0,2,0,0,337,32,305,2,24.242432,10.758085,0.01793,9.600003,38.703561,48.303564,0.0,0.0,15.930719,2015,14498,16513,0.122025,12689,0.768425,1341,67,294,9,6,0,0,6,32,0,0.707686,0.905045,6,26,-12.056679,1,4,1,1,sf7_15km_connected90_lowload,50,15000.0,0.5,unicast,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.030612244897959183,0.0,0.000873328529333826,0.38630740601515573,0.9904326476783794,0.9999836544691629,0.9999999999633351,0.4995918367346939,0.2710204081632653
