protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,broadcast_coverage,avg_delay_s,tx_count,data_tx,control_tx,total_airtime_s,airtime_per_delivery_s,rx_success,rx_fail,collision_fail,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio
meshtastic-like,1,300.0,37,37,0,0.972973,0.0,0.968552,898,898,0,221.612032,6.15589,1616,24426,14102,578,328,0,0,0,0,0,0,0.0,0.0
meshcore-like,1,300.0,37,37,0,0.837838,0.0,0.294549,153,32,121,37.757952,1.217998,1228,3209,1785,100,0,116,5,29,8,0,0,0.0,0.79085
calm-mesh,1,300.0,37,37,0,0.864865,0.0,0.566192,248,68,180,61.202432,1.912576,1476,5716,2991,78,5,173,7,31,6,27,2,0.838176,0.725806
meshtastic-like,2,300.0,42,42,0,0.952381,0.0,0.53677,955,955,0,235.67872,5.891968,1703,25992,13801,543,364,0,0,0,0,0,0,0.0,0.0
meshcore-like,2,300.0,42,42,0,0.97619,0.0,0.294937,162,42,120,39.979008,0.975098,1446,3252,1452,32,0,116,4,38,4,0,0,0.0,0.740741
calm-mesh,2,300.0,42,42,0,0.928571,0.0,0.530905,277,52,225,68.359168,1.752799,1605,6341,3202,67,7,218,7,34,8,11,5,0.870462,0.812274
meshtastic-like,3,300.0,49,49,0,0.918367,0.0,0.634764,1072,1072,0,264.552448,5.878943,1985,29103,16360,688,433,0,0,0,0,0,0,0.0,0.0
meshcore-like,3,300.0,49,49,0,0.877551,0.0,0.292697,169,49,120,41.706496,0.969919,1551,3350,1578,36,0,116,4,44,5,0,0,0.0,0.710059
calm-mesh,3,300.0,49,49,0,0.918367,0.0,0.624168,259,49,210,63.917056,1.420379,1766,5745,2428,47,0,203,7,40,9,0,3,0.879836,0.810811
