protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count
smart-calm,14,1200.0,188,81,107,0.876543,0.938272,0.928095,12.584664,10.792389,12.584664,35.246784,35.493568,76,71,4866,5813,4939,874,81,1434.555392,227.327243,0.189439,568.083935,1831.72026,2399.804196,0.486086,0.290572,0.765492,17089,267748,284837,0.059996,135216,0.474714,3246,1653,780,13,51,30,654,8,0.956308,0.150353,1,119,101.998843,0,81,0,0
meshtastic-like,15,1200.0,215,102,113,0.754902,0.901961,0.926494,0.797767,0.980793,0.797767,5.710861,2.29242,92,77,5130,8164,8045,119,119,2014.744576,319.890914,0.266576,797.838852,2645.19836,3443.037212,0.661232,0.38693,0.985628,20014,380022,400036,0.05003,212343,0.53081,5721,3363,0,0,0,0,0,0,0.0,0.014576,0,0,0.0,-1,0,0,0
meshcore-like,15,1200.0,215,102,113,0.156863,0.22549,0.943652,1.89063,1.068437,1.89063,1.727488,5.588246,23,16,5225,6017,5368,649,54,1484.899328,214.756426,0.178964,588.020134,1859.711644,2447.731778,0.467035,0.283324,0.684396,14816,280017,294833,0.050252,135265,0.458785,3392,0,573,22,26,76,0,0,0.0,0.107861,0,0,0.0,-1,0,0,0
calm-mesh,15,1200.0,215,102,113,0.568627,0.676471,0.899404,0.881556,0.983055,0.881556,3.734224,2.740352,69,58,4980,5541,4583,958,74,1367.430144,216.556736,0.180464,541.502337,1735.281261,2276.783598,0.451922,0.271423,0.5344,15755,255754,271509,0.058028,127783,0.47064,3012,1518,869,15,68,34,121,13,0.928362,0.172893,0,0,0.0,-1,0,0,0
smart-calm,15,1200.0,215,102,113,0.872549,0.911765,0.94925,21.615427,18.704588,21.615427,35.246784,35.493568,93,89,5256,6907,6060,847,106,1704.537088,268.643665,0.22387,674.996687,2164.253204,2839.24989,0.531197,0.318903,1.004645,20090,318353,338443,0.05936,158795,0.469193,3976,2115,728,13,49,53,1420,12,0.931232,0.122629,2,140,107.833683,1,5,97,0
meshtastic-like,16,1200.0,199,98,101,0.663265,0.867347,0.964235,0.659616,0.872802,0.659616,4.047055,1.907351,85,65,4772,7548,7446,102,102,1862.725632,293.365187,0.244471,737.63935,2457.781072,3195.420422,0.66062,0.385099,0.800659,17491,352361,369852,0.047292,200250,0.541433,4954,3043,0,0,0,0,0,0,0.0,0.013514,0,0,0.0,-1,0,0,0
meshcore-like,16,1200.0,199,98,101,0.336735,0.510204,0.928875,0.673047,0.478761,0.673047,0.876083,1.678131,50,33,4597,5859,4759,1100,65,1445.907456,204.708288,0.17059,572.579353,1799.35863,2371.937983,0.512298,0.312291,0.550114,14590,272501,287091,0.05082,128869,0.448879,2848,0,1005,30,43,55,0,0,0.0,0.187745,0,0,0.0,-1,0,0,0
calm-mesh,16,1200.0,199,98,101,0.44898,0.469388,0.92746,1.059363,0.995304,1.059363,4.240867,2.740352,46,44,4590,5013,4185,828,54,1237.128192,187.518311,0.156265,489.902764,1566.309599,2056.212363,0.443723,0.266968,0.530412,13156,232481,245637,0.053559,115819,0.471505,2603,1287,760,14,43,55,81,8,0.945431,0.165171,0,0,0.0,-1,0,0,0
smart-calm,16,1200.0,199,98,101,0.734694,0.867347,0.913114,24.319532,23.63146,24.319532,36.875195,36.872552,85,72,4519,7360,6330,1030,106,1816.33024,273.707168,0.228089,719.266775,2304.377887,3023.644662,0.658603,0.395628,1.058617,17699,342598,360297,0.049123,173058,0.48032,3656,1961,910,14,20,78,2323,16,0.895246,0.139946,6,135,46.245742,0,19,3,76
meshtastic-like,17,1200.0,206,100,106,0.74,0.94,0.932229,0.812112,1.056974,0.812112,4.979024,2.411499,94,74,4842,7807,7690,117,117,1926.642688,303.606826,0.253006,762.950504,2543.424473,3306.374977,0.672574,0.391913,0.784816,19410,363133,382543,0.050739,206019,0.538551,5428,3474,0,0,0,0,0,0,0.0,0.014987,0,0,0.0,-1,0,0,0
meshcore-like,17,1200.0,206,100,106,0.48,0.68,0.946092,0.493812,0.392413,0.493812,0.740352,0.493568,68,48,4914,6245,5084,1161,68,1541.16608,201.54173,0.167951,610.301768,1900.629226,2510.930994,0.506032,0.310594,0.520984,15543,290462,306005,0.050793,132477,0.432924,2876,0,1071,22,58,42,0,0,0.0,0.185909,0,0,0.0,-1,0,0,0
calm-mesh,17,1200.0,206,100,106,0.61,0.64,0.95206,0.751396,0.527632,0.751396,2.493568,2.740352,64,61,4945,5147,4383,764,64,1270.197248,178.441644,0.148701,502.99811,1583.832524,2086.830634,0.416866,0.253735,0.406723,14661,237542,252203,0.058132,111475,0.442005,2220,1270,686,14,62,38,0,6,0.932816,0.148436,0,0,0.0,-1,0,0,0
smart-calm,17,1200.0,206,100,106,0.88,0.91,0.923566,9.094871,7.899522,9.094871,35.246784,35.493568,91,88,4797,5460,4588,872,94,1347.44064,218.4182,0.182015,533.586493,1716.802083,2250.388576,0.460673,0.275832,0.750759,18039,249501,267540,0.067425,124122,0.463938,2918,1611,765,13,73,27,392,9,0.95035,0.159707,5,136,126.290013,0,86,13,1
meshtastic-like,18,1200.0,194,101,93,0.821782,0.920792,0.894009,0.897974,0.744817,0.897974,3.601386,2.401562,93,83,4074,7199,7083,116,116,1776.598016,292.058964,0.243382,703.532814,2372.053789,3075.586603,0.739857,0.427375,0.863218,18512,334239,352751,0.052479,195612,0.554533,5350,3336,0,0,0,0,0,0,0.0,0.016113,0,0,0.0,-1,0,0,0
meshcore-like,18,1200.0,194,101,93,0.306931,0.435644,0.940531,0.493568,0.381393,0.493568,0.740352,0.493568,44,31,4286,5255,4414,841,44,1296.84992,173.672203,0.144727,513.552568,1613.786744,2127.339312,0.492782,0.300405,0.626868,12267,245228,257495,0.04764,116096,0.450867,2745,0,780,17,40,61,0,0,0.0,0.160038,0,0,0.0,-1,0,0,0
calm-mesh,18,1200.0,194,101,93,0.792079,0.821782,0.944262,0.96484,0.701022,0.96484,2.493568,2.740352,83,80,4303,4767,3882,885,83,1176.419328,184.830199,0.154025,465.862054,1483.400747,1949.262801,0.444733,0.268405,0.531641,16171,217412,233583,0.06923,104658,0.448055,2301,1367,786,16,79,22,87,10,0.944927,0.185651,0,0,0.0,-1,0,0,0
smart-calm,18,1200.0,194,101,93,0.940594,0.950495,0.931534,5.587714,3.803826,5.587714,35.246784,35.493568,96,95,4245,4705,3943,762,110,1161.11872,189.374374,0.157812,459.803013,1458.487828,1918.290841,0.442002,0.267539,0.586093,17871,212674,230545,0.077516,100269,0.434922,1853,1237,638,14,85,16,132,6,0.935803,0.161955,7,141,142.187999,0,99,1,1
meshtastic-like,19,1200.0,213,118,95,0.771186,0.915254,0.90247,0.888366,0.876642,0.888366,4.161707,2.44561,108,91,4201,8009,7871,138,138,1976.493056,313.395841,0.261163,782.69125,2607.443125,3390.134375,0.789873,0.460506,0.8305,20138,372254,392392,0.051321,209799,0.534667,5100,3215,0,0,0,0,0,0,0.0,0.017231,0,0,0.0,-1,0,0,0
meshcore-like,19,1200.0,213,118,95,0.542373,0.745763,0.937916,0.50128,0.375785,0.50128,0.740352,0.493568,88,64,4366,5910,4547,1363,88,1458.49344,203.510352,0.169592,577.563402,1816.579581,2394.142983,0.540439,0.329231,0.508541,16626,272768,289394,0.057451,127224,0.439622,2494,0,1250,25,79,39,0,0,0.0,0.230626,0,0,0.0,-1,0,0,0
calm-mesh,19,1200.0,213,118,95,0.432203,0.457627,0.977873,0.846005,0.772857,0.846005,2.493568,2.740352,54,51,4552,4936,4134,802,56,1218.125824,181.780602,0.151484,482.377826,1541.505726,2023.883553,0.439688,0.264637,0.506832,13112,228752,241864,0.054212,113117,0.467688,2324,1301,732,14,51,67,71,8,0.946768,0.16248,0,0,0.0,-1,0,0,0
smart-calm,19,1200.0,213,118,95,0.915254,0.932203,0.935768,6.947018,5.944217,6.947018,35.246784,35.493568,110,108,4356,5121,4198,923,132,1263.780864,224.4675,0.187056,500.457222,1619.801075,2120.258297,0.474968,0.283105,0.648586,20116,230519,250635,0.08026,115071,0.459118,2441,1285,775,16,96,22,240,9,0.929062,0.180238,9,156,148.285626,0,110,8,0
meshtastic-like,20,1200.0,194,95,99,0.8,0.968421,0.930118,0.691116,0.661091,0.691116,2.910183,2.373247,92,76,4512,7526,7422,104,104,1857.296384,279.493883,0.232912,735.489368,2446.012444,3181.501812,0.69344,0.404816,0.78254,17527,351247,368774,0.047528,198126,0.537256,4771,3117,0,0,0,0,0,0,0.0,0.013819,0,0,0.0,-1,0,0,0
meshcore-like,20,1200.0,194,95,99,0.305263,0.463158,0.935065,0.493568,0.403828,0.493568,0.740352,0.493568,44,29,4536,5621,4678,943,44,1387.172864,180.195025,0.150163,549.320454,1719.486303,2268.806757,0.497,0.303871,0.485444,12704,262725,275429,0.046124,122526,0.444855,2852,0,880,19,33,62,0,0,0.0,0.167764,0,0,0.0,-1,0,0,0
calm-mesh,20,1200.0,194,95,99,0.431579,0.473684,0.94764,0.986137,0.816502,0.986137,2.888422,2.740352,45,41,4597,4899,4162,737,49,1208.994816,179.968422,0.149974,478.761947,1539.63516,2018.397108,0.435187,0.260672,0.477474,13120,226931,240051,0.054655,114396,0.476549,2622,1446,674,14,41,54,86,8,0.933228,0.150439,0,0,0.0,-1,0,0,0
smart-calm,20,1200.0,194,95,99,0.884211,0.915789,0.938776,14.164561,13.043915,14.164561,35.246784,35.493568,87,84,4554,5949,5222,727,96,1468.118016,216.597621,0.180498,581.374734,1848.622459,2429.997194,0.523932,0.316541,0.717391,17027,274474,291501,0.058411,133158,0.456801,2681,1579,619,12,54,41,1146,6,0.932154,0.122205,7,133,111.091998,0,68,1,26
