protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
meshtastic-like,1,600.0,47,47,0,0.446809,1.0,0.0,0.518679,0.633003,0.518679,1.437677,1.421513,47,21,0,688,628,60,60,49.491968,28.196645,0.046994,19.598819,79.891349,99.490168,4.737627,2.35676,0.633003,10093,23619,33712,0.299389,20944,0.621262,5917,2177,0,0,0,0,0,0,0,0,0.0,0.087209,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
meshcore-like,1,600.0,47,47,0,0.148936,0.148936,0.0,1.819081,1.675209,1.819081,2.287744,2.431616,7,7,0,534,15,519,14,38.413824,13.777928,0.022963,15.211874,59.680114,74.891988,10.698855,5.487689,1.675209,4008,22158,26166,0.153176,18430,0.704349,1605,0,489,16,10,6,2,45,0,0,0.0,0.97191,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.6,0.032719836400818,0,0.0,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
etx-mesh,1,600.0,47,47,0,0.191489,0.212766,0.0,2.193408,1.85897,2.193408,2.287744,2.431616,10,9,0,798,22,776,19,57.404928,18.733871,0.031223,22.732351,88.385643,111.117994,12.346444,6.378325,1.85897,5481,33621,39102,0.140172,27430,0.701499,2014,0,733,24,15,10,2,45,0,11,0.325207,0.972431,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.6666666666666666,0.03274215552523874,0,0.0,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
ett-mesh,1,600.0,47,47,0,0.191489,0.212766,0.0,2.193408,1.85897,2.193408,2.287744,2.431616,10,9,0,798,22,776,19,57.404928,18.733871,0.031223,22.732351,88.385643,111.117994,12.346444,6.378325,1.85897,5481,33621,39102,0.140172,27430,0.701499,2014,0,733,24,15,10,2,45,0,11,0.866842,0.972431,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.6666666666666666,0.03274215552523874,0,0.0,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
minhop-mesh,1,600.0,47,47,0,0.106383,0.106383,0.0,1.574067,1.430195,1.574067,2.287744,2.431616,5,5,0,426,11,415,10,30.644736,10.146386,0.016911,12.135315,47.288324,59.423639,11.884728,6.128947,1.430195,2927,17947,20874,0.140222,14732,0.705758,1115,0,392,13,8,4,2,45,0,4,0.74309,0.974178,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.5,0.03316326530612245,0,0.0,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
meshecho,1,600.0,47,47,0,0.361702,0.382979,0.0,2.049054,1.926436,2.049054,2.309325,2.474778,18,17,0,952,49,903,36,68.483072,23.462453,0.039104,27.119297,105.105268,132.224565,7.777916,4.028416,1.926436,7702,38946,46648,0.165109,31073,0.666116,2282,42,834,33,18,14,4,43,13,14,0.780793,0.948529,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,1,1,0.7777777777777778,0.039568345323741004,0,2.0,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
meshtastic-like,2,600.0,41,41,0,0.390244,1.0,0.0,0.957313,0.961689,0.957313,2.676459,1.929202,41,16,0,626,565,61,61,45.031936,27.044986,0.045075,17.832647,73.03283,90.865477,5.679092,2.814496,0.961689,9171,21503,30674,0.298983,19287,0.628774,5320,1886,0,0,0,0,0,0,0,0,0.0,0.097444,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.0,0,0.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
meshcore-like,2,600.0,41,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,199,0,199,0,14.315264,4.132118,0.006887,5.668845,21.815224,27.484068,0.0,0.0,0.0,751,9000,9751,0.077018,7360,0.754794,501,0,196,3,4,0,0,41,0,0,0.0,1.0,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.0,0.015306122448979591,0,0.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
etx-mesh,2,600.0,41,41,0,0.02439,0.02439,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,305,2,303,2,21.94048,6.892739,0.011488,8.68843,33.735109,42.423539,42.423539,21.94048,2.287744,1510,13435,14945,0.101037,11115,0.743727,869,0,294,7,6,1,0,41,0,2,0.341207,0.993443,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.16666666666666666,0.023809523809523808,0,0.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
ett-mesh,2,600.0,41,41,0,0.02439,0.02439,0.0,2.431616,2.287744,2.431616,2.287744,2.431616,1,1,0,305,2,303,2,21.94048,6.892739,0.011488,8.68843,33.735109,42.423539,42.423539,21.94048,2.287744,1510,13435,14945,0.101037,11115,0.743727,869,0,294,7,6,1,0,41,0,2,0.876229,0.993443,0,0,0.0,-1,0,0,0,icc2027_cache_ttl30,50,8250.0,4.0,unicast,7,2.75,0,connected-multihop,0.9,2,4,4,2.0,1,0,0,0.16666666666666666,0.023809523809523808,0,0.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
