protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count
meshtastic-like,17,1200.0,107,53,54,0.849057,0.90566,0.981481,0.557181,0.446471,0.557181,1.326638,0.493568,48,45,2597,4158,4106,52,52,1026.127872,141.905141,0.118254,406.346637,1331.750693,1738.097331,0.657872,0.388391,0.305518,9396,194346,203742,0.046117,104808,0.514415,2295,1611,0,0,0,0,0,0,0,0,0.0,0.012506,0,0,0.0,-1,0,0,0
meshcore-like,17,1200.0,107,53,54,0.735849,0.735849,0.981481,1.069666,0.822882,1.069666,2.493568,2.740352,39,39,2597,3335,2697,638,39,823.02464,109.336539,0.091114,325.917757,1014.375206,1340.292963,0.508457,0.312225,0.345081,9374,154041,163415,0.057363,69056,0.422581,1811,0,588,11,12,11,35,18,0,0,0.0,0.191304,0,0,0.0,-1,0,0,0
etx-mesh,17,1200.0,107,53,54,0.735849,0.735849,0.981481,1.127276,0.880492,1.127276,2.493568,2.740352,39,39,2597,2995,2257,738,39,739.11808,109.907512,0.09159,292.69076,943.486628,1236.177388,0.46896,0.280394,0.319272,9290,137465,146755,0.063303,68926,0.469667,1572,758,686,13,14,12,33,20,0,7,0.474239,0.246411,0,0,0.0,-1,0,0,0
ett-mesh,17,1200.0,107,53,54,0.735849,0.735849,0.981481,1.127276,0.880492,1.127276,2.493568,2.740352,39,39,2597,2995,2257,738,39,739.11808,109.907512,0.09159,292.69076,943.486628,1236.177388,0.46896,0.280394,0.319272,9290,137465,146755,0.063303,68926,0.469667,1572,758,686,13,14,12,33,20,0,7,0.776303,0.246411,0,0,0.0,-1,0,0,0
minhop-mesh,17,1200.0,107,53,54,0.735849,0.735849,0.981481,1.127276,0.880492,1.127276,2.493568,2.740352,39,39,2597,2995,2257,738,39,739.11808,109.907512,0.09159,292.69076,943.486628,1236.177388,0.46896,0.280394,0.319272,9290,137465,146755,0.063303,68926,0.469667,1572,758,686,13,14,12,33,20,0,7,0.951481,0.246411,0,0,0.0,-1,0,0,0
meshecho,17,1200.0,107,53,54,0.735849,0.735849,1.0,1.127276,0.880492,1.127276,2.493568,2.740352,39,39,2646,3092,2354,738,39,763.056128,104.177561,0.086815,302.170227,945.625616,1247.795843,0.464728,0.284192,0.320046,9048,142460,151508,0.05972,65155,0.430043,1283,634,686,13,14,12,33,20,6,7,0.951481,0.23868,0,0,0.0,-1,0,0,0
meshtastic-like,18,1200.0,122,67,55,0.850746,0.970149,0.931354,0.493568,0.575189,0.493568,2.771938,0.493568,65,57,2510,4807,4739,68,68,1186.290688,176.768624,0.147307,469.771112,1547.855585,2017.626697,0.785986,0.462131,0.435474,11810,223733,235543,0.050139,122734,0.521068,3149,2007,0,0,0,0,0,0,0,0,0.0,0.014146,0,0,0.0,-1,0,0,0
meshcore-like,18,1200.0,122,67,55,0.701493,0.731343,0.963636,1.019411,0.751164,1.019411,2.493568,2.740352,49,47,2597,3404,2706,698,49,840.052736,110.506674,0.092089,332.660883,1023.962905,1356.623789,0.513095,0.31772,0.317923,9923,156873,166796,0.059492,67704,0.405909,1438,0,637,12,13,11,43,24,0,0,0.0,0.205053,0,0,0.0,-1,0,0,0
etx-mesh,18,1200.0,122,67,55,0.716418,0.746269,0.981818,1.008456,0.741076,1.008456,2.493568,2.740352,50,48,2646,3030,2330,700,50,747.75552,111.784161,0.093153,296.111186,949.014444,1245.12563,0.462185,0.277563,0.351317,9997,138473,148470,0.067333,67985,0.457904,1369,755,637,13,13,11,43,24,0,5,0.464194,0.231023,0,0,0.0,-1,0,0,0
ett-mesh,18,1200.0,122,67,55,0.716418,0.746269,0.981818,1.008456,0.741076,1.008456,2.493568,2.740352,50,48,2646,3030,2330,700,50,747.75552,111.784161,0.093153,296.111186,949.014444,1245.12563,0.462185,0.277563,0.351317,9997,138473,148470,0.067333,67985,0.457904,1369,755,637,13,13,11,43,24,0,5,0.767276,0.231023,0,0,0.0,-1,0,0,0
minhop-mesh,18,1200.0,122,67,55,0.716418,0.746269,0.981818,1.008456,0.741076,1.008456,2.493568,2.740352,50,48,2646,3030,2330,700,50,747.75552,111.784161,0.093153,296.111186,949.014444,1245.12563,0.462185,0.277563,0.351317,9997,138473,148470,0.067333,67985,0.457904,1369,755,637,13,13,11,43,24,0,5,0.943647,0.231023,0,0,0.0,-1,0,0,0
meshecho,18,1200.0,122,67,55,0.716418,0.746269,0.997774,1.008456,0.741076,1.008456,2.493568,2.740352,50,48,2689,3094,2394,700,50,763.549696,120.347879,0.10029,302.36568,961.957418,1264.323098,0.461938,0.278973,0.483502,10381,141225,151606,0.068474,67431,0.444778,1693,798,637,13,13,11,43,24,0,5,0.943273,0.226244,0,0,0.0,-1,0,0,0
meshtastic-like,19,1200.0,116,67,49,0.895522,0.985075,0.956268,0.640593,0.631089,0.640593,3.373627,0.572993,66,60,2296,4738,4662,76,76,1169.262592,167.446134,0.139538,463.027986,1526.667021,1989.695008,0.844522,0.496291,0.436547,11154,221008,232162,0.048044,120897,0.520744,2437,1621,0,0,0,0,0,0,0,0,0.0,0.016041,0,0,0.0,-1,0,0,0
meshcore-like,19,1200.0,116,67,49,0.80597,0.850746,0.960433,0.992853,0.798626,0.992853,2.493568,2.740352,57,54,2306,3273,2416,857,57,807.724032,110.588224,0.092157,319.858717,985.394016,1305.252733,0.553073,0.342256,0.317106,10294,150083,160377,0.064186,64780,0.403923,1096,0,784,16,16,14,46,21,0,0,0.0,0.261839,0,0,0.0,-1,0,0,0
etx-mesh,19,1200.0,116,67,49,0.791045,0.850746,0.980425,0.959882,0.798626,0.959882,2.493568,2.740352,57,53,2354,2971,2114,857,57,733.195264,112.857041,0.094048,290.345325,924.982285,1215.327609,0.504914,0.30461,0.370005,10431,135148,145579,0.071652,65012,0.446575,1216,623,784,16,16,14,46,21,0,8,0.473893,0.288455,0,0,0.0,-1,0,0,0
ett-mesh,19,1200.0,116,67,49,0.791045,0.850746,0.980425,0.959882,0.798626,0.959882,2.493568,2.740352,57,53,2354,2971,2114,857,57,733.195264,112.857041,0.094048,290.345325,924.982285,1215.327609,0.504914,0.30461,0.370005,10431,135148,145579,0.071652,65012,0.446575,1216,623,784,16,16,14,46,21,0,8,0.775957,0.288455,0,0,0.0,-1,0,0,0
minhop-mesh,19,1200.0,116,67,49,0.791045,0.850746,0.980425,0.959882,0.798626,0.959882,2.493568,2.740352,57,53,2354,2971,2114,857,57,733.195264,112.857041,0.094048,290.345325,924.982285,1215.327609,0.504914,0.30461,0.370005,10431,135148,145579,0.071652,65012,0.446575,1216,623,784,16,16,14,46,21,0,8,0.951816,0.288455,0,0,0.0,-1,0,0,0
meshecho,19,1200.0,116,67,49,0.791045,0.820896,0.980841,0.959882,0.777842,0.959882,2.493568,2.740352,55,53,2355,3053,2202,851,55,753.431552,105.765376,0.088138,298.358895,922.197406,1220.556301,0.506876,0.312887,0.317396,10027,139570,149597,0.067027,60731,0.405964,837,478,780,16,16,14,46,21,0,8,0.951816,0.278742,0,0,0.0,-1,0,0,0
meshtastic-like,20,1200.0,117,50,67,0.92,0.96,0.996954,1.026347,0.757621,1.026347,3.002693,3.793432,48,46,3273,4657,4592,65,65,1149.273088,171.614359,0.143012,455.112143,1508.75824,1963.870383,0.591705,0.346271,0.461605,11460,216733,228193,0.050221,120831,0.529512,3142,1947,0,0,0,0,0,0,0,0,0.0,0.013957,0,0,0.0,-1,0,0,0
meshcore-like,20,1200.0,117,50,67,0.44,0.44,0.990557,1.412707,1.165923,1.412707,2.493568,2.740352,22,22,3252,3957,3344,613,22,976.524288,114.853035,0.095711,386.703618,1195.954315,1582.657933,0.483402,0.298266,0.387049,8049,185844,193893,0.041513,83803,0.432213,1542,0,578,13,13,9,16,34,0,0,0.0,0.154915,0,0,0.0,-1,0,0,0
etx-mesh,20,1200.0,117,50,67,0.54,0.54,0.989948,1.32571,1.078926,1.32571,2.493568,2.740352,27,27,3250,3519,2851,668,27,868.432896,118.118804,0.098432,343.899427,1104.153984,1448.053411,0.441884,0.265009,0.382516,8684,163747,172431,0.050362,82591,0.47898,1587,953,627,14,14,10,20,30,0,6,0.471855,0.189827,0,0,0.0,-1,0,0,0
ett-mesh,20,1200.0,117,50,67,0.54,0.54,0.989948,1.32571,1.078926,1.32571,2.493568,2.740352,27,27,3250,3519,2851,668,27,868.432896,118.118804,0.098432,343.899427,1104.153984,1448.053411,0.441884,0.265009,0.382516,8684,163747,172431,0.050362,82591,0.47898,1587,953,627,14,14,10,20,30,0,6,0.775507,0.189827,0,0,0.0,-1,0,0,0
minhop-mesh,20,1200.0,117,50,67,0.54,0.54,0.989948,1.32571,1.078926,1.32571,2.493568,2.740352,27,27,3250,3519,2851,668,27,868.432896,118.118804,0.098432,343.899427,1104.153984,1448.053411,0.441884,0.265009,0.382516,8684,163747,172431,0.050362,82591,0.47898,1587,953,627,14,14,10,20,30,0,6,0.951003,0.189827,0,0,0.0,-1,0,0,0
meshecho,20,1200.0,117,50,67,0.44,0.44,0.9735,1.412707,1.165923,1.412707,2.493568,2.740352,22,22,3196,3523,2864,659,22,869.420032,105.975401,0.088313,344.290333,1075.130853,1419.421186,0.441088,0.270174,0.329132,7707,164920,172627,0.044645,76548,0.44343,1241,791,624,13,13,9,16,34,0,5,0.949268,0.187056,0,0,0.0,-1,0,0,0
