protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count
meshtastic-like,15,1200.0,124,124,0,0.774194,0.943548,0.0,0.824789,0.831245,0.824789,3.127673,2.740583,117,96,0,4838,4690,148,148,1193.940992,202.612332,0.168844,472.800633,1584.780389,2057.581022,21.433136,12.436885,0.831245,15024,222038,237062,0.063376,126216,0.532418,3557,2002,0,0,0,0,0,0,0.0,0.030591,0,0,0.0,-1,0,0,0
meshcore-like,15,1200.0,124,124,0,0.475806,0.612903,0.0,0.52703,0.35394,0.52703,0.740352,0.987136,76,59,0,1120,87,1033,79,276.39808,68.244048,0.05687,109.45364,360.1888,469.642439,7.960041,4.684713,0.35394,9087,45793,54880,0.165579,21916,0.399344,457,0,933,21,66,58,0,0,0.0,0.922321,0,0,0.0,-1,0,0,0
calm-mesh,15,1200.0,124,124,0,0.733871,0.790323,0.0,0.836515,0.611088,0.836515,2.493568,2.740352,98,91,0,1188,195,993,98,293.179392,83.179642,0.069316,116.099039,389.513905,505.612945,5.556186,3.221752,0.611088,11508,46704,58212,0.197691,23162,0.39789,511,41,879,16,95,29,84,11,0.943533,0.835859,0,0,0.0,-1,0,0,0
smart-calm,15,1200.0,124,124,0,0.870968,0.927419,0.0,3.940926,3.026118,3.940926,35.246784,35.493568,115,108,0,1322,350,972,126,326.248448,96.145851,0.080122,129.194385,432.151066,561.345451,5.197643,3.020819,3.026118,13734,51044,64778,0.212016,24847,0.383572,484,75,831,15,102,22,201,10,0.953103,0.73525,8,164,108.105305,1,84,40,0
meshtastic-like,16,1200.0,129,129,0,0.751938,0.914729,0.0,0.703886,0.590342,0.703886,2.744616,2.4735,118,97,0,4983,4842,141,141,1229.724672,193.251506,0.161043,486.97097,1615.590204,2102.561174,21.675888,12.677574,0.590342,13782,230385,244167,0.056445,127634,0.522732,2713,1706,0,0,0,0,0,0,0.0,0.028296,0,0,0.0,-1,0,0,0
meshcore-like,16,1200.0,129,129,0,0.44186,0.620155,0.0,0.493568,0.364006,0.493568,0.740352,0.493568,80,57,0,1269,88,1181,80,313.168896,72.932201,0.060777,124.014883,407.64078,531.655663,9.327292,5.494191,0.364006,9390,52791,62181,0.151011,25623,0.412071,553,0,1078,23,69,60,0,0,0.0,0.930654,0,0,0.0,-1,0,0,0
calm-mesh,16,1200.0,129,129,0,0.581395,0.604651,0.0,0.759892,0.531669,0.759892,2.493568,2.740352,78,75,0,864,87,777,78,213.221376,69.417276,0.057848,84.435665,292.949083,377.384748,5.031797,2.842952,0.531669,9309,33027,42336,0.219884,18203,0.429965,616,3,685,14,73,56,4,6,0.937415,0.899306,0,0,0.0,-1,0,0,0
smart-calm,16,1200.0,129,129,0,0.914729,0.937984,0.0,8.715001,7.686853,8.715001,35.246784,35.493568,121,118,0,1619,778,841,139,399.543296,108.753489,0.090628,158.219145,529.043027,687.262172,5.824256,3.38596,7.686853,14989,64342,79331,0.188943,31822,0.401129,622,129,686,16,100,29,621,6,0.93809,0.519456,7,169,120.76273,0,124,5,0
meshtastic-like,17,1200.0,95,95,0,0.926316,0.957895,0.0,0.51598,0.295282,0.51598,0.246784,0.493568,91,88,0,3734,3642,92,92,921.491456,137.158902,0.114299,364.910617,1209.610285,1574.520902,17.892283,10.471494,0.295282,10653,172313,182966,0.058224,95054,0.519517,1961,1378,0,0,0,0,0,0,0.0,0.024638,0,0,0.0,-1,0,0,0
meshcore-like,17,1200.0,95,95,0,0.715789,0.989474,0.0,0.493568,0.383303,0.493568,0.740352,0.493568,94,68,0,1539,94,1445,94,379.800576,80.555347,0.067129,150.401028,485.902576,636.303604,9.357406,5.585303,0.383303,10985,64426,75411,0.145668,29458,0.390633,563,0,1323,28,68,27,0,0,0.0,0.938921,0,0,0.0,-1,0,0,0
calm-mesh,17,1200.0,95,95,0,0.989474,0.989474,0.0,0.852097,0.605313,0.852097,2.493568,2.740352,94,94,0,989,94,895,94,244.069376,70.653739,0.058878,96.651473,317.853614,414.505087,4.409629,2.596483,0.605313,10905,37556,48461,0.225026,16420,0.338829,303,0,784,17,79,16,0,8,0.948798,0.904954,0,0,0.0,-1,0,0,0
smart-calm,17,1200.0,95,95,0,0.989474,0.989474,0.0,4.452732,4.205948,4.452732,35.246784,35.493568,94,94,0,1149,304,845,94,283.554816,74.441428,0.062035,112.287707,366.80708,479.094787,5.096753,3.016541,4.205948,10947,45354,56301,0.194437,20235,0.359407,481,63,735,16,78,17,209,8,0.95239,0.735422,5,134,141.726607,0,93,1,1
meshtastic-like,18,1200.0,118,118,0,0.838983,0.949153,0.0,0.731278,0.629373,0.731278,2.822834,2.254116,112,99,0,4521,4390,131,131,1115.710464,184.728484,0.15394,441.821344,1481.21143,1923.032774,19.424573,11.269803,0.629373,14027,207502,221529,0.063319,117803,0.531772,3297,2011,0,0,0,0,0,0,0.0,0.028976,0,0,0.0,-1,0,0,0
meshcore-like,18,1200.0,118,118,0,0.5,0.686441,0.0,0.493568,0.374746,0.493568,0.740352,0.493568,81,59,0,1319,87,1232,81,325.508096,72.887233,0.060739,128.901206,421.506455,550.407661,9.328943,5.517086,0.374746,9626,55005,64631,0.148938,26281,0.406631,534,0,1127,24,66,52,0,0,0.0,0.934041,0,0,0.0,-1,0,0,0
calm-mesh,18,1200.0,118,118,0,0.915254,0.940678,0.0,0.82414,0.608832,0.82414,2.493568,2.740352,111,108,0,1203,193,1010,111,296.881152,88.059837,0.073383,117.564936,392.441383,510.006319,4.722281,2.7489,0.608832,13003,45944,58947,0.220588,21616,0.366702,582,76,883,16,99,19,78,11,0.947076,0.839568,0,0,0.0,-1,0,0,0
smart-calm,18,1200.0,118,118,0,0.932203,0.957627,0.0,7.079337,6.131832,7.079337,35.246784,35.493568,113,110,0,1778,803,975,119,438.781952,108.233797,0.090195,173.757653,581.972495,755.730148,6.870274,3.988927,6.131832,13399,73723,87122,0.153796,38379,0.44052,772,264,842,14,85,33,694,11,0.948308,0.548369,1,157,132.747549,0,118,0,0
meshtastic-like,19,1200.0,118,118,0,0.864407,0.940678,0.0,0.589407,0.453946,0.589407,1.80876,1.771743,111,102,0,4704,4581,123,123,1160.871936,175.193022,0.145994,459.705287,1517.78393,1977.489217,19.387149,11.381097,0.453946,13264,217232,230496,0.057545,118396,0.513658,2331,1566,0,0,0,0,0,0,0.0,0.026148,0,0,0.0,-1,0,0,0
meshcore-like,19,1200.0,118,118,0,0.70339,0.932203,0.0,0.553034,0.38588,0.553034,0.740352,0.987136,110,83,0,1652,129,1523,120,407.687168,98.453291,0.082044,161.444119,527.096968,688.541086,8.295676,4.911894,0.38588,13721,67227,80948,0.169504,31049,0.383567,615,0,1372,31,90,28,0,0,0.0,0.921913,0,0,0.0,-1,0,0,0
calm-mesh,19,1200.0,118,118,0,0.923729,0.940678,0.0,0.782146,0.590231,0.782146,2.493568,2.740352,111,109,0,1096,145,951,113,270.475264,82.709513,0.068925,107.108205,356.80836,463.916564,4.256115,2.481424,0.590231,12716,40988,53704,0.236779,18666,0.347572,294,40,822,16,100,18,28,9,0.934597,0.867701,0,0,0.0,-1,0,0,0
smart-calm,19,1200.0,118,118,0,0.932203,0.949153,0.0,2.639708,2.6671,2.639708,17.133741,2.461578,112,110,0,1266,351,915,114,312.428544,83.655821,0.069713,123.721703,394.093856,517.81556,4.707414,2.840259,2.6671,12759,49275,62034,0.205678,19704,0.317632,212,31,784,17,98,20,225,8,0.951976,0.722749,4,157,139.229718,2,115,0,3
meshtastic-like,20,1200.0,133,133,0,0.87218,0.947368,0.0,0.616462,0.451765,0.616462,1.791534,0.493568,126,116,0,5203,5067,136,136,1284.017152,199.472553,0.166227,508.470792,1686.940133,2195.410925,18.925956,11.069113,0.451765,15115,239832,254947,0.059287,132819,0.520967,3062,2001,0,0,0,0,0,0,0.0,0.026139,0,0,0.0,-1,0,0,0
meshcore-like,20,1200.0,133,133,0,0.721805,0.954887,0.0,0.493568,0.363375,0.493568,0.740352,0.493568,127,96,0,1760,133,1627,127,434.33984,98.226281,0.081855,171.998577,555.600031,727.598608,7.579152,4.524373,0.363375,14143,72097,86240,0.163996,32098,0.372194,437,0,1470,30,103,30,0,0,0.0,0.924432,0,0,0.0,-1,0,0,0
calm-mesh,20,1200.0,133,133,0,0.887218,0.902256,0.0,0.741095,0.508909,0.741095,2.493568,2.740352,120,118,0,1045,126,919,120,257.88928,83.357319,0.069464,102.124155,341.726397,443.850552,3.761445,2.185502,0.508909,13269,37936,51205,0.259135,17004,0.332077,262,0,783,16,110,23,0,8,0.942102,0.879426,0,0,0.0,-1,0,0,0
smart-calm,20,1200.0,133,133,0,0.984962,0.992481,0.0,2.575261,1.796394,2.575261,2.093568,18.91696,132,131,0,1079,144,935,135,266.279936,89.110777,0.074259,105.446855,349.426754,454.873609,3.472318,2.032671,1.796394,14714,38157,52871,0.2783,15748,0.297857,218,0,784,16,116,17,0,8,0.951672,0.866543,3,173,181.262758,0,133,0,0
