protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
smart-calm-static,4,600.0,45,22,23,0.863636,0.954545,0.994676,7.792471,7.287573,7.792471,15.691246,15.767721,21,19,1121,1578,490,1088,33,113.515008,56.711802,0.09452,44.951943,181.497672,226.449615,0.19864,0.099575,0.743347,11663,65659,77322,0.150837,53964,0.697913,7177,1219,1027,28,21,14,0,22,67,1,0.850727,0.68948,0,0,0.0,1,0,22,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,14,6,0.6666666666666666,0.027263875365141188,1.5,8.765378970622922e-06,0.005376134198027239,0.5608061171791956,0.9995898753941566,0.9999999991117636,0.6571428571428571,0.4857142857142857
smart-calm-no-fallback,4,600.0,45,22,23,0.636364,0.636364,0.991127,6.811799,4.729586,6.811799,15.143872,15.287744,14,14,1117,1512,440,1072,19,108.767232,53.001472,0.088336,43.071824,173.978976,217.050799,0.191911,0.096169,0.626449,10186,63902,74088,0.137485,53206,0.718146,6612,1014,1029,24,21,13,1,21,0,0,0.882006,0.708995,2,41,18.256895,1,7,15,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,13,3,0.6190476190476191,0.023323615160349854,1.2307692307692308,8.765378970622922e-06,0.005376134198027239,0.5608061171791956,0.9995898753941566,0.9999999991117636,0.6571428571428571,0.4857142857142857
smart-calm-no-confidence,4,600.0,45,22,23,0.590909,0.727273,0.999113,7.989356,6.897613,7.989356,15.143872,15.287744,16,13,1126,1528,460,1068,19,109.918208,53.351539,0.088919,43.52761,175.768792,219.296403,0.192534,0.096504,0.698602,10432,64440,74872,0.139331,53570,0.715488,6840,1115,1028,21,21,11,1,21,54,2,0.901777,0.698953,1,41,16.753381,0,22,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,11,2,0.5238095238095238,0.020428015564202335,1.1818181818181819,8.765378970622922e-06,0.005376134198027239,0.5608061171791956,0.9995898753941566,0.9999999991117636,0.6571428571428571,0.4857142857142857
meshtastic-like,5,600.0,34,15,19,0.6,1.0,0.994629,0.722712,0.953062,0.722712,2.651287,2.378908,15,9,926,449,430,19,19,32.299264,25.159059,0.041932,12.790509,53.190806,65.981315,0.070568,0.034545,0.63973,6550,15451,22001,0.297714,9684,0.440162,4507,1525,0,0,0,0,0,0,0,0,0.0,0.042316,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,0,0,0.0,0.0,0.0,8.75720921739147e-06,0.0060227998401083315,0.6033501460166006,0.9994737374765998,0.9999999994724819,0.6685714285714286,0.4816326530612245
meshcore-like,5,600.0,34,15,19,0.4,0.466667,0.947368,0.287744,0.32621,0.287744,0.75678,0.287744,7,6,882,1622,910,712,8,116.680192,51.624811,0.086041,46.205356,185.840178,232.045534,0.261313,0.131397,0.542044,9496,69982,79478,0.11948,59642,0.750422,7084,0,686,18,15,8,0,15,0,0,0.0,0.438964,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,8,2,0.5333333333333333,0.026239067055393587,1.25,8.75720921739147e-06,0.0060227998401083315,0.6033501460166006,0.9994737374765998,0.9999999994724819,0.6685714285714286,0.4816326530612245
calm-mesh,5,600.0,34,15,19,0.333333,0.4,0.998926,2.25897,2.167851,2.25897,2.251776,2.388454,6,5,930,1095,332,763,7,78.76992,38.442654,0.064071,31.192888,126.028028,157.220917,0.168151,0.084246,0.475955,7861,45794,53655,0.14651,37778,0.704091,5447,859,735,21,15,7,0,15,0,0,0.865266,0.696804,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,7,2,0.4666666666666667,0.02857142857142857,1.2857142857142858,8.75720921739147e-06,0.0060227998401083315,0.6033501460166006,0.9994737374765998,0.9999999994724819,0.6685714285714286,0.4816326530612245
smart-calm,5,600.0,34,15,19,0.733333,0.733333,0.994629,14.464025,14.35939,14.464025,22.607904,22.715808,11,11,926,1114,348,766,16,80.136704,39.833596,0.066389,31.734135,128.253074,159.987208,0.170744,0.085525,0.677983,8103,46483,54586,0.148445,38416,0.70377,5211,908,735,15,15,8,0,15,24,1,0.891742,0.687612,1,35,16.12332,0,15,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,8,1,0.5333333333333333,0.02040816326530612,1.125,8.75720921739147e-06,0.0060227998401083315,0.6033501460166006,0.9994737374765998,0.9999999994724819,0.6685714285714286,0.4816326530612245
smart-calm-static,5,600.0,34,15,19,0.733333,0.866667,0.993555,9.723562,9.351392,9.723562,15.982594,23.320187,13,11,925,1188,409,779,22,85.459968,43.012688,0.071688,33.842147,137.028554,170.870702,0.182554,0.091303,0.63101,8874,49338,58212,0.152443,41021,0.704683,5570,1007,734,23,15,7,0,15,73,0,0.831851,0.655724,0,0,0.0,1,0,15,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,7,3,0.4666666666666667,0.031335149863760216,1.7142857142857142,8.75720921739147e-06,0.0060227998401083315,0.6033501460166006,0.9994737374765998,0.9999999994724819,0.6685714285714286,0.4816326530612245
smart-calm-no-fallback,5,600.0,34,15,19,0.4,0.4,1.0,10.749141,10.653227,10.749141,15.17984,15.35968,6,6,931,1078,317,761,8,77.547008,38.893433,0.064822,30.708615,124.472942,155.181557,0.165615,0.082761,0.589337,7730,45092,52822,0.146341,37767,0.714986,5251,865,735,18,15,6,0,15,0,1,0.88191,0.705937,5,35,-2.455046,2,11,4,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,6,1,0.4,0.024489795918367346,1.3333333333333333,8.75720921739147e-06,0.0060227998401083315,0.6033501460166006,0.9994737374765998,0.9999999994724819,0.6685714285714286,0.4816326530612245
smart-calm-no-confidence,5,600.0,34,15,19,0.8,0.8,0.993555,14.532668,13.320087,14.532668,21.861501,21.973002,12,12,925,1138,367,771,20,81.863168,40.148616,0.066914,32.417815,130.925573,163.343388,0.174326,0.087367,0.697139,8126,47636,55762,0.145726,39448,0.707435,5138,909,735,16,15,9,0,15,23,1,0.876247,0.677504,1,35,19.695249,0,15,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,9,2,0.6,0.021768707482993196,1.2222222222222223,8.75720921739147e-06,0.0060227998401083315,0.6033501460166006,0.9994737374765998,0.9999999994724819,0.6685714285714286,0.4816326530612245
meshtastic-like,6,600.0,42,24,18,0.791667,1.0,0.995465,0.546047,0.617246,0.546047,1.625525,1.709921,24,19,878,578,546,32,32,41.579008,32.706823,0.054511,16.465287,68.431144,84.896431,0.094645,0.046353,0.823366,8582,19740,28322,0.303015,12668,0.447285,5681,1895,0,0,0,0,0,0,0,0,0.0,0.055363,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,0,0,0.0,0.0,0.0,1.8106325167066676e-05,0.012796180743437535,0.7884864811650258,0.9996535852582551,0.9999999989802058,0.6334693877551021,0.44571428571428573
meshcore-like,6,600.0,42,24,18,0.541667,0.541667,0.998866,0.504853,0.42185,0.504853,1.540666,1.684538,13,13,881,2137,916,1221,15,153.727232,68.023842,0.113373,60.875984,244.219497,305.09548,0.34127,0.171954,0.682014,12921,91792,104713,0.123394,77595,0.741025,9078,0,1175,31,24,15,0,24,0,0,0.0,0.571362,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,15,3,0.625,0.026382978723404255,1.2,1.8106325167066676e-05,0.012796180743437535,0.7884864811650258,0.9996535852582551,0.9999999989802058,0.6334693877551021,0.44571428571428573
calm-mesh,6,600.0,42,24,18,0.291667,0.416667,0.998866,2.277467,2.215808,2.277467,2.366874,2.431616,10,7,881,1542,322,1220,13,110.925312,52.560655,0.087601,43.926424,176.805517,220.73194,0.248572,0.124916,0.608385,10183,65375,75558,0.134771,54710,0.72408,6630,813,1176,31,24,15,0,24,1,1,0.876062,0.79118,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,15,5,0.625,0.026360544217687076,1.4,1.8106325167066676e-05,0.012796180743437535,0.7884864811650258,0.9996535852582551,0.9999999989802058,0.6334693877551021,0.44571428571428573
smart-calm,6,600.0,42,24,18,0.666667,0.875,0.943311,11.449937,10.416598,11.449937,15.810585,30.143872,21,16,832,1664,431,1233,29,119.701504,57.586233,0.095977,47.401796,191.256085,238.657881,0.281436,0.141157,0.798968,11453,70083,81536,0.140466,58967,0.723202,6878,960,1173,31,24,12,0,24,101,0,0.894029,0.740986,2,42,15.963142,1,1,23,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,12,3,0.5,0.026427962489343565,1.3333333333333333,1.8106325167066676e-05,0.012796180743437535,0.7884864811650258,0.9996535852582551,0.9999999989802058,0.6334693877551021,0.44571428571428573
smart-calm-static,6,600.0,42,24,18,0.875,0.916667,0.997732,11.057283,11.164677,11.057283,16.123658,16.286064,22,21,880,1697,456,1241,33,122.075392,59.72475,0.099541,48.341855,195.112015,243.45387,0.270204,0.135489,0.827456,12077,71027,83104,0.145324,59084,0.710965,7174,979,1175,33,24,13,0,24,86,0,0.874563,0.731291,0,0,0.0,1,0,24,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,13,4,0.5416666666666666,0.028085106382978724,1.4615384615384615,1.8106325167066676e-05,0.012796180743437535,0.7884864811650258,0.9996535852582551,0.9999999989802058,0.6334693877551021,0.44571428571428573
smart-calm-no-fallback,6,600.0,42,24,18,0.625,0.625,0.992063,8.514411,7.568905,8.514411,19.665453,19.830906,15,15,875,1583,350,1233,24,113.874688,54.785498,0.091309,45.094376,181.517233,226.61161,0.25462,0.127949,0.647976,10819,66748,77567,0.139479,55427,0.714569,6504,790,1176,33,24,15,0,24,0,1,0.890193,0.778901,7,43,10.889549,2,11,5,8,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,15,6,0.625,0.02806122448979592,1.5333333333333334,1.8106325167066676e-05,0.012796180743437535,0.7884864811650258,0.9996535852582551,0.9999999989802058,0.6334693877551021,0.44571428571428573
smart-calm-no-confidence,6,600.0,42,24,18,0.75,0.916667,0.998866,9.480536,10.554776,9.480536,15.856513,15.380928,22,18,881,1719,486,1233,27,123.657984,59.088444,0.098481,48.968562,197.346841,246.315402,0.273988,0.137551,0.822664,11756,72426,84182,0.13965,60425,0.71779,7239,1025,1176,30,24,12,0,24,132,0,0.876896,0.717277,2,42,23.769749,1,1,23,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,12,4,0.5,0.025510204081632654,1.3333333333333333,1.8106325167066676e-05,0.012796180743437535,0.7884864811650258,0.9996535852582551,0.9999999989802058,0.6334693877551021,0.44571428571428573
meshtastic-like,7,600.0,35,17,18,0.647059,1.0,0.997732,1.053863,1.067511,1.053863,2.667723,2.98916,17,11,880,451,425,26,26,32.443136,25.304959,0.042175,12.847482,53.39375,66.241232,0.074345,0.036412,0.684595,6932,15167,22099,0.313679,9887,0.447396,4648,1568,0,0,0,0,0,0,0,0,0.0,0.05765,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,0,0,0.0,0.0,0.0,1.1986314217958846e-05,0.02092624171088317,0.8451748456304153,0.9996046469900414,0.9999999979228631,0.6416326530612245,0.42122448979591837
meshcore-like,7,600.0,35,17,18,0.352941,0.411765,1.0,0.287744,0.215808,0.287744,0.215808,0.287744,7,6,882,1749,907,842,7,125.816064,55.1544,0.091924,49.823161,199.840847,249.664009,0.281153,0.141685,0.55464,10113,75441,85554,0.118206,64202,0.750427,7451,0,814,21,17,7,0,17,0,0,0.0,0.481418,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,7,0,0.4117647058823529,0.025798525798525797,1.0,1.1986314217958846e-05,0.02092624171088317,0.8451748456304153,0.9996046469900414,0.9999999979228631,0.6416326530612245,0.42122448979591837
calm-mesh,7,600.0,35,17,18,0.117647,0.176471,0.997732,2.53952,2.287744,2.53952,2.417229,2.636634,3,2,880,1165,318,847,6,83.80544,40.206819,0.067011,33.186954,133.76923,166.956184,0.189293,0.095018,0.57061,8162,48825,56987,0.143226,40791,0.715795,5483,820,817,24,17,9,0,17,0,0,0.852789,0.727039,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,9,6,0.5294117647058824,0.02937576499388005,1.7777777777777777,1.1986314217958846e-05,0.02092624171088317,0.8451748456304153,0.9996046469900414,0.9999999979228631,0.6416326530612245,0.42122448979591837
smart-calm,7,600.0,35,17,18,0.588235,0.647059,0.995465,15.368614,13.952801,15.368614,15.472822,23.537744,11,10,878,1239,384,855,17,89.128704,43.504982,0.072508,35.294967,142.508034,177.803001,0.200229,0.10037,0.801101,8998,51566,60564,0.14857,42985,0.709745,5587,827,814,24,17,8,0,17,16,0,0.857066,0.690073,3,36,10.883183,0,16,1,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,8,4,0.47058823529411764,0.029484029484029485,1.5,1.1986314217958846e-05,0.02092624171088317,0.8451748456304153,0.9996046469900414,0.9999999979228631,0.6416326530612245,0.42122448979591837
smart-calm-static,7,600.0,35,17,18,0.823529,0.941176,0.996599,9.736869,9.567979,9.736869,15.653285,15.287744,16,14,879,1284,413,871,28,92.365824,46.28367,0.077139,36.576866,147.848142,184.425009,0.206523,0.103433,0.71706,9632,53284,62916,0.153093,44511,0.707467,5691,914,814,29,17,12,0,17,54,0,0.826986,0.678349,0,0,0.0,1,0,17,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,12,9,0.7058823529411765,0.03562653562653563,1.8333333333333333,1.1986314217958846e-05,0.02092624171088317,0.8451748456304153,0.9996046469900414,0.9999999979228631,0.6416326530612245,0.42122448979591837
smart-calm-no-fallback,7,600.0,35,17,18,0.588235,0.588235,0.995465,10.094938,9.972646,10.094938,15.183437,15.366874,10,10,878,1198,348,850,17,86.179328,41.649124,0.069415,34.127014,137.696068,171.823082,0.193494,0.097049,0.69309,8442,50211,58653,0.143931,42071,0.717286,5194,809,809,24,17,10,0,17,0,0,0.851098,0.709516,2,36,10.162306,1,8,9,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,10,6,0.5882352941176471,0.029666254635352288,1.7,1.1986314217958846e-05,0.02092624171088317,0.8451748456304153,0.9996046469900414,0.9999999979228631,0.6416326530612245,0.42122448979591837
smart-calm-no-confidence,7,600.0,35,17,18,0.529412,0.764706,0.996599,5.814361,8.778161,5.814361,15.959218,15.143872,13,9,879,1276,427,849,18,91.790336,45.117013,0.075195,36.348973,146.720949,183.069922,0.20616,0.103367,0.606423,9138,53386,62524,0.146152,44261,0.707904,5654,1017,808,23,17,8,0,17,93,0,0.816597,0.665361,5,36,11.035051,2,4,1,12,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,8,3,0.47058823529411764,0.028465346534653466,1.375,1.1986314217958846e-05,0.02092624171088317,0.8451748456304153,0.9996046469900414,0.9999999979228631,0.6416326530612245,0.42122448979591837
meshtastic-like,8,600.0,34,17,17,0.588235,1.0,0.997599,0.143872,0.543215,0.143872,1.792209,0.143872,17,10,831,446,426,20,20,32.083456,23.948472,0.039914,12.705049,52.640658,65.345706,0.0777,0.038149,0.575119,6553,15301,21854,0.299854,10500,0.480461,4424,1517,0,0,0,0,0,0,0,0,0.0,0.044843,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,0,0,0.0,0.0,0.0,3.68015599407048e-05,0.02908203582361439,0.8690462289569699,0.999659707075508,0.9999999967422986,0.6302040816326531,0.4008163265306122
meshcore-like,8,600.0,34,17,17,0.529412,0.529412,1.0,0.287744,0.215808,0.287744,0.215808,0.287744,9,9,833,1722,860,862,9,123.873792,53.443646,0.089073,49.054022,196.649986,245.704007,0.29181,0.147119,0.369731,10008,74370,84378,0.118609,62944,0.745976,7153,0,833,20,17,10,0,17,0,0,0.0,0.500581,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,10,0,0.5882352941176471,0.024009603841536616,1.0,3.68015599407048e-05,0.02908203582361439,0.8690462289569699,0.999659707075508,0.9999999967422986,0.6302040816326531,0.4008163265306122
calm-mesh,8,600.0,34,17,17,0.352941,0.529412,0.997599,2.323712,2.207815,2.323712,2.287744,2.431616,9,6,831,1190,322,868,13,85.60384,41.53502,0.069225,33.899121,137.006548,170.905669,0.204188,0.102275,0.434012,8278,50032,58310,0.141965,42398,0.727114,5410,769,833,22,17,12,0,17,0,0,0.892362,0.729412,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,12,4,0.7058823529411765,0.026410564225690276,1.3333333333333333,3.68015599407048e-05,0.02908203582361439,0.8690462289569699,0.999659707075508,0.9999999967422986,0.6302040816326531,0.4008163265306122
smart-calm,8,600.0,34,17,17,0.705882,0.705882,0.996399,11.847824,11.757904,11.847824,15.143872,15.287744,12,12,830,1170,301,869,15,84.16512,41.133561,0.068556,33.329388,134.46853,167.797917,0.199285,0.099959,0.543815,8723,48607,57330,0.152154,40340,0.703646,5583,759,833,21,17,11,0,17,6,0,0.889516,0.742735,1,37,13.171717,0,17,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,11,3,0.6470588235294118,0.025210084033613446,1.2727272727272727,3.68015599407048e-05,0.02908203582361439,0.8690462289569699,0.999659707075508,0.9999999967422986,0.6302040816326531,0.4008163265306122
smart-calm-static,8,600.0,34,17,17,0.941176,1.0,0.993998,8.019143,8.386149,8.019143,16.000177,15.517292,17,16,828,1217,336,881,25,87.546112,44.147037,0.073578,34.66826,140.209635,174.877896,0.207201,0.103728,0.559179,9136,50497,59633,0.153204,42287,0.709121,5413,808,832,24,17,14,0,17,32,0,0.889454,0.723911,0,0,0.0,1,0,17,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,14,6,0.8235294117647058,0.028846153846153848,1.5,3.68015599407048e-05,0.02908203582361439,0.8690462289569699,0.999659707075508,0.9999999967422986,0.6302040816326531,0.4008163265306122
smart-calm-no-fallback,8,600.0,34,17,17,0.705882,0.705882,0.993998,5.404411,5.302501,5.404411,15.071936,15.143872,12,12,828,1214,341,873,17,87.330304,42.013897,0.070023,34.5828,139.251154,173.833955,0.206945,0.103965,0.46279,8737,50749,59486,0.146875,42028,0.706519,5622,765,833,23,17,12,0,17,0,0,0.890254,0.71911,2,37,15.417386,1,11,6,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,12,4,0.7058823529411765,0.027611044417767107,1.4166666666666667,3.68015599407048e-05,0.02908203582361439,0.8690462289569699,0.999659707075508,0.9999999967422986,0.6302040816326531,0.4008163265306122
smart-calm-no-confidence,8,600.0,34,17,17,0.705882,0.764706,0.993998,7.532475,8.034964,7.532475,15.10071,15.208614,13,12,828,1186,317,869,15,85.316096,41.261024,0.068768,33.785174,136.263236,170.04841,0.202439,0.101567,0.491621,8703,49411,58114,0.149757,41260,0.709984,5540,780,833,21,17,10,0,17,13,0,0.884093,0.732715,2,37,14.240537,1,11,6,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,10,2,0.5882352941176471,0.025210084033613446,1.2,3.68015599407048e-05,0.02908203582361439,0.8690462289569699,0.999659707075508,0.9999999967422986,0.6302040816326531,0.4008163265306122
meshtastic-like,9,600.0,46,23,23,0.565217,1.0,0.993789,0.43528,0.600501,0.43528,1.410778,1.122154,23,13,1120,573,540,33,33,41.219328,32.746826,0.054578,16.322854,67.88344,84.206294,0.074322,0.036381,0.755352,8895,19182,28077,0.316807,12031,0.4285,5932,2026,0,0,0,0,0,0,0,0,0.0,0.057592,0,0,0.0,-1,0,0,0,sf7_random_pairs,50,18000.0,4.0,mixed,7,2.75,1,random,0.7,2,4,0,0.0,1,0,0,0.0,0.0,0.0,1.2821855084106792e-05,0.008149971114241199,0.7087181868474277,0.999222533247899,0.9999999968351604,0.6563265306122449,0.4661224489795918
